IRIG Time	ARC_DECOM_STREAM_1: FGM_HK1	ARC_DECOM_STREAM_1: FGM_HK2	ARC_DECOM_STREAM_1: FGM_HK3	ARC_DECOM_STREAM_1: FGM_HK4	ARC_DECOM_STREAM_1: FGM_HK5	ARC_DECOM_STREAM_1: FGM_HK6	ARC_DECOM_STREAM_1: FGM_HK7	ARC_DECOM_STREAM_1: FGM_HK8	ARC_DECOM_STREAM_1: FGM_HK9	ARC_DECOM_STREAM_1: FGM_HK10	
22:03:46.982495	2450	2406	1551	2898	2741	2675	1510	840	0	8172	
22:03:47.004614	2454	2409	1555	2916	2715	2690	1517	819	0	8173	
22:03:47.026732	2465	2394	1572	2891	2738	2697	1499	822	0	8174	
22:03:47.048851	2443	2406	1577	2898	2735	2671	1510	841	0	8175	
22:03:47.070969	2450	2405	1562	2902	2733	2690	1517	819	0	8176	
22:03:47.093087	2469	2394	1572	2893	2719	2697	1499	822	0	8177	
22:03:47.115206	2443	2406	1565	2898	2741	2680	1510	841	0	8178	
22:03:47.137324	2454	2409	1555	2916	2715	2692	1517	819	0	8179	
22:03:47.159443	2465	2395	1572	2891	2736	2697	1499	823	0	8180	
22:03:47.181561	2443	2404	1577	2898	2740	2671	1510	841	0	8181	
22:03:47.203679	2454	2413	1555	2916	2729	2690	1517	819	0	8182	
22:03:47.225798	2468	2395	1558	2913	2715	2692	1513	822	0	8183	
22:03:47.247916	2465	2395	1572	2893	2738	2697	1499	822	0	8184	
22:03:47.270035	2443	2398	1577	2898	2740	2671	1510	841	0	8185	
22:03:47.292153	2450	2413	1562	2916	2729	2688	1517	819	0	8186	
22:03:47.314271	2468	2395	1572	2893	2719	2693	1499	822	0	8187	
22:03:47.336389	2443	2406	1577	2898	2740	2671	1510	841	0	8188	
22:03:47.358508	2454	2413	1555	2916	2729	2690	1517	819	0	8189	
22:03:47.380626	2468	2394	1572	2893	2719	2697	1499	823	0	8190	
22:03:47.402744	2443	2404	1551	2898	2741	2675	1510	833	0	8191	
22:03:47.424863	2468	2395	1558	2913	2715	2692	1513	819	0	8192	
22:03:47.446981	2465	2395	1572	2891	2719	2697	1499	822	0	8193	
22:03:47.469100	2443	2398	1577	2898	2740	2671	1502	831	0	8194	
22:03:47.491218	2450	2406	1551	2898	2735	2680	1510	841	0	8195	
22:03:47.513336	2450	2413	1562	2902	2752	2675	1510	832	0	8196	
22:03:47.535454	2454	2409	1555	2916	2715	2692	1513	819	0	8197	
22:03:47.557573	2465	2395	1581	2891	2740	2681	1499	831	0	8198	
22:03:47.579691	2450	2406	1551	2898	2741	2675	1510	841	0	8199	
22:03:47.601809	2454	2413	1555	2916	2733	2688	1517	826	0	8200	
22:03:47.623928	2468	2395	1558	2913	2715	2692	1513	819	0	8201	
22:03:47.646046	2465	2395	1572	2893	2719	2693	1499	822	0	8202	
22:03:47.668165	2447	2398	1581	2891	2740	2671	1502	831	0	8203	
22:03:47.690283	2450	2406	1551	2898	2741	2681	1510	841	0	8204	
22:03:47.712401	2450	2405	1551	2902	2733	2675	1510	832	0	8205	
22:03:47.734519	2454	2409	1555	2916	2715	2688	1517	819	0	8206	
22:03:47.756638	2468	2395	1572	2913	2715	2692	1513	822	0	8207	
22:03:47.778756	2457	2395	1581	2891	2738	2697	1499	822	0	8208	
22:03:47.800875	2445	2398	1581	2891	2740	2671	1499	831	0	8209	
22:03:47.822993	2450	2406	1577	2898	2740	2671	1510	841	0	8210	
22:03:47.845111	2450	2405	1562	2902	2733	2690	1517	824	0	8211	
22:03:47.867229	2464	2395	1558	2916	2715	2692	1517	819	0	8212	
22:03:47.889349	2469	2395	1572	2893	2719	2692	1499	822	0	8213	
22:03:47.911466	2445	2395	1581	2891	2736	2685	1499	822	0	8214	
22:03:47.933585	2443	2398	1581	2898	2740	2671	1502	841	0	8215	
22:03:47.955703	2450	2405	1563	2902	2753	2675	1510	832	0	8216	
22:03:47.977821	2464	2409	1555	2916	2715	2692	1517	819	0	8217	
22:03:47.999940	2469	2395	1572	2893	2719	2697	1499	822	0	8218	
22:03:48.022058	2443	2398	1581	2891	2740	2681	1499	831	0	8219	
22:03:48.044176	2450	2406	1551	2898	2741	2671	1510	841	0	8220	
22:03:48.066294	2450	2413	1562	2902	2729	2690	1517	819	0	8221	
22:03:48.088414	2468	2395	1558	2913	2715	2692	1503	822	0	8222	
22:03:48.110531	2447	2395	1581	2891	2740	2681	1499	831	0	8223	
22:03:48.132650	2450	2406	1561	2898	2741	2681	1510	840	0	8224	
22:03:48.154768	2454	2409	1555	2916	2719	2690	1517	819	0	8225	
22:03:48.176887	2468	2395	1572	2895	2719	2693	1499	822	0	8226	
22:03:48.199005	2445	2398	1581	2898	2740	2671	1510	841	0	8227	
22:03:48.221124	2450	2405	1551	2902	2733	2675	1510	832	0	8228	
22:03:48.243241	2454	2409	1555	2916	2715	2692	1513	819	0	8229	
22:03:48.265360	2445	2395	1581	2891	2740	2685	1499	831	0	8230	
22:03:48.287478	2450	2406	1551	2902	2745	2675	1510	833	0	8231	
22:03:48.309597	2454	2409	1555	2916	2719	2688	1517	819	0	8232	
22:03:48.331715	2469	2395	1572	2893	2719	2701	1499	822	0	8233	
22:03:48.353833	2445	2395	1581	2891	2740	2697	1499	830	0	8234	
22:03:48.375952	2450	2404	1551	2902	2733	2675	1510	832	0	8235	
22:03:48.398070	2464	2395	1558	2913	2715	2692	1513	822	0	8236	
22:03:48.420189	2445	2395	1581	2891	2740	2681	1499	831	0	8237	
22:03:48.442306	2450	2406	1551	2902	2745	2675	1510	833	0	8238	
22:03:48.464425	2454	2413	1555	2916	2729	2688	1517	819	0	8239	
22:03:48.486543	2468	2395	1558	2913	2715	2692	1513	822	0	8240	
22:03:48.508662	2447	2398	1581	2898	2740	2671	1503	831	0	8241	
22:03:48.530780	2450	2413	1562	2902	2733	2690	1517	824	0	8242	
22:03:48.552898	2468	2395	1558	2913	2715	2692	1513	822	0	8243	
22:03:48.575017	2445	2398	1581	2891	2740	2685	1499	830	0	8244	
22:03:48.597135	2450	2405	1561	2902	2735	2675	1510	833	0	8245	
22:03:48.619254	2454	2409	1555	2916	2715	2692	1513	819	0	8246	
22:03:48.641371	2447	2394	1581	2891	2740	2685	1499	830	0	8247	
22:03:48.663490	2443	2406	1551	2898	2741	2680	1510	841	0	8248	
22:03:48.685608	2454	2409	1555	2916	2719	2688	1517	819	0	8249	
22:03:48.707727	2469	2395	1572	2893	2719	2701	1499	822	0	8250	
22:03:48.729845	2445	2398	1581	2891	2740	2685	1499	831	0	8251	
22:03:48.751964	2450	2406	1561	2898	2735	2671	1510	841	0	8252	
22:03:48.774082	2454	2413	1555	2916	2729	2690	1517	819	0	8253	
22:03:48.796200	2468	2395	1558	2913	2715	2692	1513	822	0	8254	
22:03:48.818319	2447	2395	1573	2891	2738	2697	1499	823	0	8255	
22:03:48.840438	2443	2406	1577	2898	2735	2671	1510	841	0	8256	
22:03:48.862555	2450	2413	1562	2902	2733	2675	1511	824	0	8257	
22:03:48.884674	2454	2409	1555	2916	2715	2692	1517	819	0	8258	
22:03:48.906792	2469	2394	1572	2893	2738	2697	1499	822	0	8259	
22:03:48.928911	2445	2395	1581	2891	2740	2671	1502	831	0	8260	
22:03:48.951028	2450	2405	1551	2902	2733	2675	1510	833	0	8261	
22:03:48.973147	2450	2405	1562	2902	2733	2675	1510	832	0	8262	
22:03:48.995265	2454	2409	1555	2916	2729	2690	1517	826	0	8263	
22:03:49.017383	2468	2395	1558	2913	2715	2692	1517	819	0	8264	
22:03:49.039502	2469	2395	1572	2905	2715	2693	1499	822	0	8265	
22:03:49.061620	2447	2398	1581	2898	2740	2671	1499	831	0	8266	
22:03:49.083739	2450	2406	1551	2898	2735	2675	1510	833	0	8267	
22:03:49.105857	2454	2413	1562	2902	2733	2688	1517	824	0	8268	
22:03:49.127976	2454	2409	1555	2916	2715	2692	1513	819	0	8269	
22:03:49.150094	2469	2394	1572	2893	2719	2701	1499	822	0	8270	
22:03:49.172212	2461	2395	1573	2891	2738	2697	1499	822	0	8271	
22:03:49.194330	2443	2398	1581	2891	2740	2671	1502	845	0	8272	
22:03:49.216449	2450	2406	1551	2898	2741	2675	1510	841	0	8273	
22:03:49.238567	2450	2413	1562	2902	2729	2688	1517	819	0	8274	
22:03:49.260686	2464	2409	1555	2916	2715	2692	1517	819	0	8275	
22:03:49.282804	2468	2395	1572	2905	2719	2692	1513	822	0	8276	
22:03:49.304922	2457	2395	1573	2891	2738	2697	1499	822	0	8277	
22:03:49.327040	2443	2398	1577	2898	2740	2671	1499	831	0	8278	
22:03:49.349159	2450	2405	1562	2902	2733	2688	1517	824	0	8279	
22:03:49.371277	2464	2395	1558	2913	2715	2692	1513	819	0	8280	
22:03:49.393395	2465	2395	1573	2891	2738	2697	1499	823	0	8281	
22:03:49.415514	2450	2406	1551	2898	2745	2675	1510	833	0	8282	
22:03:49.437632	2454	2413	1555	2916	2729	2688	1517	819	0	8283	
22:03:49.459751	2465	2395	1572	2893	2738	2697	1499	822	0	8284	
22:03:49.481869	2450	2404	1551	2902	2733	2675	1510	832	0	8285	
22:03:49.503987	2468	2395	1558	2913	2715	2692	1513	822	0	8286	
22:03:49.526105	2445	2395	1581	2891	2727	2671	1502	841	0	8287	
22:03:49.548224	2450	2413	1562	2916	2729	2690	1517	819	0	8288	
22:03:49.570342	2469	2395	1572	2893	2719	2697	1499	822	0	8289	
22:03:49.592461	2443	2406	1577	2898	2733	2681	1510	841	0	8290	
22:03:49.614579	2454	2409	1555	2916	2729	2688	1517	819	0	8291	
22:03:49.636697	2469	2395	1572	2893	2719	2693	1499	822	0	8292	
22:03:49.658816	2450	2406	1551	2898	2741	2675	1510	841	0	8293	
22:03:49.680934	2454	2413	1555	2916	2729	2688	1517	819	0	8294	
22:03:49.703052	2469	2394	1572	2893	2719	2693	1499	822	0	8295	
22:03:49.725171	2443	2406	1577	2898	2740	2671	1510	841	0	8296	
22:03:49.747289	2454	2413	1555	2916	2729	2690	1517	819	0	8297	
22:03:49.769408	2468	2395	1558	2913	2715	2692	1513	819	0	8298	
22:03:49.791526	2457	2395	1573	2891	2740	2685	1499	831	0	8299	
22:03:49.813644	2450	2406	1551	2898	2735	2675	1510	841	0	8300	
22:03:49.835763	2454	2409	1555	2913	2715	2692	1517	819	0	8301	
22:03:49.857881	2465	2395	1573	2891	2738	2697	1499	823	0	8302	
22:03:49.879999	2450	2406	1561	2898	2741	2675	1510	841	0	8303	
22:03:49.902118	2464	2409	1555	2916	2715	2692	1517	819	0	8304	
22:03:49.924236	2469	2394	1572	2893	2719	2697	1499	822	0	8305	
22:03:49.946354	2443	2406	1561	2898	2741	2675	1510	833	0	8306	
22:03:49.968473	2454	2409	1555	2916	2729	2690	1517	819	0	8307	
22:03:49.990591	2468	2395	1558	2913	2715	2692	1517	819	0	8308	
22:03:50.012709	2465	2395	1573	2891	2738	2697	1499	823	0	8309	
22:03:50.034827	2443	2406	1577	2898	2740	2671	1510	841	0	8310	
22:03:50.056946	2454	2413	1562	2902	2729	2688	1517	819	0	8311	
22:03:50.079065	2468	2395	1572	2895	2715	2692	1513	822	0	8312	
22:03:50.101182	2465	2395	1572	2891	2738	2697	1499	822	0	8313	
22:03:50.123301	2445	2398	1581	2898	2740	2671	1503	831	0	8314	
22:03:50.145419	2450	2405	1551	2902	2733	2675	1510	832	0	8315	
22:03:50.167538	2454	2413	1555	2916	2729	2688	1517	824	0	8316	
22:03:50.189656	2464	2397	1558	2917	2715	2692	1513	819	0	8317	
22:03:50.211775	2473	2395	1573	2891	2738	2697	1499	822	0	8318	
22:03:50.233893	2443	2398	1577	2898	2740	2671	1510	831	0	8319	
22:03:50.256011	2450	2405	1561	2902	2733	2675	1510	815	0	8320	
22:03:50.278130	2464	2393	1558	2913	2715	2692	1513	819	0	8321	
22:03:50.300248	2469	2394	1572	2893	2719	2693	1499	822	0	8322	
22:03:50.322366	2445	2395	1581	2891	2740	2681	1499	831	0	8323	
22:03:50.344484	2450	2406	1551	2898	2741	2680	1510	841	0	8324	
22:03:50.366603	2450	2405	1561	2902	2733	2675	1510	832	0	8325	
22:03:50.388721	2464	2409	1555	2916	2715	2692	1517	819	0	8326	
22:03:50.410840	2465	2395	1572	2891	2719	2701	1499	822	0	8327	
22:03:50.432958	2447	2398	1581	2898	2740	2671	1502	831	0	8328	
22:03:50.455076	2450	2406	1551	2898	2741	2675	1510	840	0	8329	
22:03:50.477194	2454	2409	1558	2916	2715	2688	1517	819	0	8330	
22:03:50.499313	2468	2395	1559	2913	2715	2692	1513	822	0	8331	
22:03:50.521432	2465	2395	1573	2891	2740	2685	1499	830	0	8332	
22:03:50.543550	2443	2398	1577	2898	2740	2671	1503	831	0	8333	
22:03:50.565668	2450	2405	1563	2902	2733	2675	1510	832	0	8334	
22:03:50.587787	2454	2413	1555	2916	2729	2690	1517	819	0	8335	
22:03:50.609905	2468	2394	1572	2893	2738	2697	1499	822	0	8336	
22:03:50.632023	2450	2406	1551	2898	2741	2675	1510	833	0	8337	
22:03:50.654141	2454	2409	1555	2916	2715	2688	1517	819	0	8338	
22:03:50.676259	2465	2395	1572	2893	2736	2697	1499	822	0	8339	
22:03:50.698379	2450	2406	1551	2898	2735	2675	1510	833	0	8340	
22:03:50.720497	2454	2409	1555	2916	2715	2688	1517	819	0	8341	
22:03:50.742615	2468	2395	1572	2905	2719	2693	1499	822	0	8342	
22:03:50.764733	2445	2398	1581	2891	2740	2681	1499	831	0	8343	
22:03:50.786852	2450	2405	1561	2902	2735	2675	1510	832	0	8344	
22:03:50.808970	2464	2395	1558	2916	2715	2692	1517	819	0	8345	
22:03:50.831089	2465	2394	1573	2891	2738	2697	1499	823	0	8346	
22:03:50.853206	2443	2398	1577	2898	2727	2671	1510	841	0	8347	
22:03:50.875325	2454	2413	1555	2916	2729	2688	1517	819	0	8348	
22:03:50.897443	2468	2395	1572	2905	2719	2693	1499	822	0	8349	
22:03:50.919562	2443	2398	1577	2898	2727	2671	1510	841	0	8350	
22:03:50.941680	2454	2409	1555	2916	2715	2692	1517	819	0	8351	
22:03:50.963798	2465	2395	1573	2891	2740	2685	1499	831	0	8352	
22:03:50.985916	2450	2406	1551	2898	2735	2675	1510	833	0	8353	
22:03:51.008035	2468	2395	1558	2913	2715	2692	1513	819	0	8354	
22:03:51.030154	2465	2395	1573	2891	2738	2697	1499	823	0	8355	
22:03:51.052271	2450	2406	1551	2898	2735	2675	1510	833	0	8356	
22:03:51.074390	2454	2409	1555	2916	2719	2688	1517	819	0	8357	
22:03:51.096508	2468	2395	1572	2905	2715	2692	1513	822	0	8358	
22:03:51.118627	2443	2398	1577	2898	2735	2680	1510	841	0	8359	
22:03:51.140745	2450	2413	1555	2902	2729	2688	1517	819	0	8360	
22:03:51.162863	2469	2395	1572	2893	2719	2697	1499	822	0	8361	
22:03:51.184981	2443	2406	1577	2898	2735	2681	1510	841	0	8362	
22:03:51.207100	2454	2409	1558	2913	2715	2692	1513	822	0	8363	
22:03:51.229219	2447	2398	1581	2891	2740	2681	1499	831	0	8364	
22:03:51.251337	2450	2406	1551	2898	2735	2675	1510	833	0	8365	
22:03:51.273455	2454	2413	1555	2916	2719	2688	1517	819	0	8366	
22:03:51.295573	2468	2395	1572	2913	2715	2692	1513	822	0	8367	
22:03:51.317692	2447	2395	1581	2891	2740	2697	1499	830	0	8368	
22:03:51.339810	2450	2406	1551	2898	2741	2680	1510	841	0	8369	
22:03:51.361928	2450	2413	1562	2902	2729	2688	1517	824	0	8370	
22:03:51.384047	2468	2395	1558	2913	2715	2692	1513	822	0	8371	
22:03:51.406165	2447	2395	1581	2891	2740	2685	1499	831	0	8372	
22:03:51.428284	2450	2405	1551	2902	2733	2675	1510	833	0	8373	
22:03:51.450402	2454	2409	1555	2916	2729	2688	1517	819	0	8374	
22:03:51.472520	2468	2395	1558	2913	2715	2692	1513	819	0	8375	
22:03:51.494639	2465	2395	1572	2893	2719	2693	1499	822	0	8376	
22:03:51.516757	2445	2395	1581	2891	2740	2685	1499	831	0	8377	
22:03:51.538876	2443	2406	1577	2898	2740	2671	1510	845	0	8378	
22:03:51.560993	2450	2405	1562	2902	2733	2675	1511	825	0	8379	
22:03:51.583112	2468	2395	1572	2905	2719	2693	1499	822	0	8380	
22:03:51.605230	2445	2398	1581	2891	2740	2685	1499	830	0	8381	
22:03:51.627348	2450	2406	1577	2898	2741	2671	1510	841	0	8382	
22:03:51.649467	2450	2405	1562	2902	2733	2688	1517	824	0	8383	
22:03:51.671585	2454	2409	1555	2916	2715	2692	1517	819	0	8384	
22:03:51.693704	2468	2395	1572	2905	2719	2693	1499	822	0	8385	
22:03:51.715822	2445	2395	1581	2891	2740	2681	1499	831	0	8386	
22:03:51.737941	2450	2405	1561	2902	2733	2675	1510	832	0	8387	
22:03:51.760059	2454	2409	1555	2916	2719	2688	1517	819	0	8388	
22:03:51.782177	2468	2395	1572	2909	2715	2692	1513	819	0	8389	
22:03:51.804295	2469	2395	1572	2893	2719	2693	1499	822	0	8390	
22:03:51.826414	2443	2398	1581	2898	2740	2671	1499	831	0	8391	
22:03:51.848532	2443	2406	1577	2898	2741	2681	1510	841	0	8392	
22:03:51.870651	2454	2413	1562	2902	2729	2688	1517	819	0	8393	
22:03:51.892769	2468	2395	1572	2893	2719	2693	1499	822	0	8394	
22:03:51.914887	2450	2404	1561	2898	2735	2681	1510	841	0	8395	
22:03:51.937005	2454	2409	1555	2916	2719	2688	1517	819	0	8396	
22:03:51.959124	2465	2394	1573	2891	2738	2697	1499	823	0	8397	
22:03:51.981242	2450	2405	1551	2902	2733	2675	1511	825	0	8398	
22:03:52.003360	2468	2395	1572	2905	2715	2693	1503	822	0	8399	
22:03:52.025479	2445	2395	1573	2891	2740	2685	1499	823	0	8400	
22:03:52.047597	2450	2405	1551	2902	2735	2675	1510	832	0	8401	
22:03:52.069716	2464	2409	1558	2913	2715	2692	1513	819	0	8402	
22:03:52.091834	2465	2395	1573	2891	2738	2697	1499	823	0	8403	
22:03:52.113952	2450	2405	1551	2902	2733	2675	1510	832	0	8404	
22:03:52.136070	2468	2395	1558	2913	2715	2692	1513	822	0	8405	
22:03:52.158189	2445	2395	1581	2891	2727	2671	1503	831	0	8406	
22:03:52.180307	2450	2413	1555	2916	2729	2690	1517	819	0	8407	
22:03:52.202426	2469	2394	1572	2891	2736	2697	1499	823	0	8408	
22:03:52.224544	2450	2406	1551	2902	2735	2675	1510	833	0	8409	
22:03:52.246662	2454	2409	1555	2916	2729	2690	1517	819	0	8410	
22:03:52.268781	2465	2394	1572	2893	2719	2697	1499	823	0	8411	
22:03:52.290899	2443	2406	1577	2898	2740	2671	1510	841	0	8412	
22:03:52.313017	2454	2413	1555	2916	2729	2690	1517	819	0	8413	
22:03:52.335135	2465	2394	1572	2893	2736	2697	1499	822	0	8414	
22:03:52.357254	2443	2406	1565	2898	2735	2671	1510	841	0	8415	
22:03:52.379373	2454	2413	1555	2916	2729	2690	1517	819	0	8416	
22:03:52.401491	2468	2395	1572	2893	2719	2693	1499	822	0	8417	
22:03:52.423609	2447	2398	1581	2898	2727	2671	1503	841	0	8418	
22:03:52.445728	2450	2413	1562	2902	2729	2688	1517	815	0	8419	
22:03:52.467846	2464	2393	1558	2917	2715	2692	1513	819	0	8420	
22:03:52.489964	2445	2395	1581	2891	2740	2685	1499	831	0	8421	
22:03:52.512082	2450	2406	1561	2898	2741	2675	1510	841	0	8422	
22:03:52.534201	2450	2405	1562	2902	2733	2675	1511	824	0	8423	
22:03:52.556319	2464	2395	1558	2917	2715	2692	1513	819	0	8424	
22:03:52.578438	2469	2394	1572	2891	2719	2697	1499	823	0	8425	
22:03:52.600556	2443	2406	1577	2898	2740	2671	1510	845	0	8426	
22:03:52.622674	2450	2405	1562	2902	2733	2675	1510	832	0	8427	
22:03:52.644793	2454	2413	1555	2916	2729	2690	1517	819	0	8428	
22:03:52.666911	2454	2395	1555	2916	2715	2692	1513	819	0	8429	
22:03:52.689030	2465	2394	1573	2891	2738	2697	1499	823	0	8430	
22:03:52.711147	2443	2406	1577	2898	2735	2671	1510	841	0	8431	
22:03:52.733266	2450	2413	1555	2916	2729	2690	1517	819	0	8432	
22:03:52.755384	2464	2395	1558	2913	2715	2692	1517	819	0	8433	
22:03:52.777503	2468	2395	1558	2913	2715	2692	1503	822	0	8434	
22:03:52.799621	2447	2398	1581	2891	2740	2681	1499	830	0	8435	
22:03:52.821740	2450	2406	1551	2898	2741	2675	1510	841	0	8436	
22:03:52.843858	2454	2413	1555	2916	2729	2690	1517	819	0	8437	
22:03:52.865976	2468	2395	1558	2913	2715	2692	1513	822	0	8438	
22:03:52.888095	2447	2395	1573	2891	2740	2685	1499	830	0	8439	
22:03:52.910212	2450	2405	1551	2898	2735	2675	1510	833	0	8440	
22:03:52.932332	2454	2413	1562	2916	2729	2688	1517	819	0	8441	
22:03:52.954449	2468	2395	1558	2913	2715	2692	1513	822	0	8442	
22:03:52.976568	2445	2394	1581	2891	2740	2671	1499	831	0	8443	
22:03:52.998686	2450	2406	1565	2898	2741	2681	1510	841	0	8444	
22:03:53.020805	2450	2413	1562	2902	2729	2688	1517	824	0	8445	
22:03:53.042923	2464	2395	1558	2913	2715	2692	1513	822	0	8446	
22:03:53.065041	2445	2395	1581	2891	2740	2671	1499	831	0	8447	
22:03:53.087159	2450	2405	1563	2902	2753	2675	1511	815	0	8448	
22:03:53.109278	2450	2413	1555	2916	2729	2690	1517	819	0	8449	
22:03:53.131396	2468	2395	1572	2895	2719	2693	1499	822	0	8450	
22:03:53.153515	2443	2398	1577	2898	2740	2671	1502	831	0	8451	
22:03:53.175633	2450	2405	1561	2902	2733	2688	1517	824	0	8452	
22:03:53.197752	2468	2395	1558	2913	2715	2692	1499	822	0	8453	
22:03:53.219870	2443	2406	1577	2898	2727	2671	1510	841	0	8454	
22:03:53.241988	2454	2413	1555	2916	2719	2688	1517	819	0	8455	
22:03:53.264106	2465	2395	1573	2891	2740	2685	1502	831	0	8456	
22:03:53.286224	2450	2405	1563	2902	2752	2675	1510	832	0	8457	
22:03:53.308343	2464	2395	1558	2913	2715	2692	1513	822	0	8458	
22:03:53.330461	2443	2398	1577	2898	2735	2671	1510	841	0	8459	
22:03:53.352580	2454	2413	1555	2916	2729	2688	1517	819	0	8460	
22:03:53.374698	2457	2395	1573	2891	2736	2697	1499	831	0	8461	
22:03:53.396816	2450	2405	1563	2902	2733	2675	1517	824	0	8462	
22:03:53.418935	2468	2395	1572	2913	2715	2692	1501	822	0	8463	
22:03:53.441053	2443	2398	1577	2898	2740	2671	1510	841	0	8464	
22:03:53.463171	2454	2413	1555	2916	2729	2688	1517	819	0	8465	
22:03:53.485290	2469	2395	1573	2891	2736	2697	1499	822	0	8466	
22:03:53.507408	2443	2406	1577	2898	2735	2671	1510	841	0	8467	
22:03:53.529527	2454	2397	1558	2913	2715	2692	1513	819	0	8468	
22:03:53.551645	2447	2395	1573	2891	2740	2685	1499	831	0	8469	
22:03:53.573763	2450	2404	1551	2902	2735	2675	1510	833	0	8470	
22:03:53.595881	2454	2409	1555	2916	2715	2692	1517	819	0	8471	
22:03:53.618000	2469	2394	1572	2893	2738	2697	1499	822	0	8472	
22:03:53.640118	2450	2406	1551	2898	2741	2671	1510	841	0	8473	
22:03:53.662236	2454	2413	1562	2902	2729	2688	1517	824	0	8474	
22:03:53.684355	2468	2395	1558	2913	2715	2692	1513	822	0	8475	
22:03:53.706473	2457	2395	1573	2891	2738	2697	1499	830	0	8476	
22:03:53.728592	2450	2406	1551	2898	2745	2675	1510	833	0	8477	
22:03:53.750710	2454	2413	1555	2916	2729	2690	1517	819	0	8478	
22:03:53.772828	2468	2395	1558	2913	2715	2692	1513	822	0	8479	
22:03:53.794946	2445	2395	1581	2891	2740	2685	1499	830	0	8480	
22:03:53.817065	2450	2406	1551	2902	2741	2675	1510	841	0	8481	
22:03:53.839184	2454	2413	1555	2912	2729	2688	1517	819	0	8482	
22:03:53.861302	2468	2395	1558	2913	2715	2692	1513	819	0	8483	
22:03:53.883420	2465	2395	1573	2891	2736	2685	1499	822	0	8484	
22:03:53.905538	2443	2406	1577	2898	2740	2671	1510	841	0	8485	
22:03:53.927657	2454	2413	1562	2916	2729	2690	1517	819	0	8486	
22:03:53.949775	2468	2393	1558	2913	2715	2692	1513	819	0	8487	
22:03:53.971893	2469	2395	1572	2893	2719	2697	1499	822	0	8488	
22:03:53.994011	2445	2395	1581	2898	2740	2671	1502	831	0	8489	
22:03:54.016130	2450	2405	1562	2902	2752	2675	1511	815	0	8490	
22:03:54.038249	2454	2409	1555	2916	2715	2692	1517	819	0	8491	
22:03:54.060367	2469	2395	1572	2893	2719	2693	1499	822	0	8492	
22:03:54.082485	2443	2398	1581	2898	2740	2671	1510	841	0	8493	
22:03:54.104603	2450	2406	1551	2898	2741	2680	1510	841	0	8494	
22:03:54.126722	2454	2413	1555	2916	2729	2690	1517	819	0	8495	
22:03:54.148841	2468	2395	1572	2893	2719	2693	1499	822	0	8496	
22:03:54.170958	2445	2398	1581	2898	2740	2671	1502	831	0	8497	
22:03:54.193077	2450	2405	1562	2902	2733	2688	1511	832	0	8498	
22:03:54.215195	2454	2409	1555	2916	2715	2688	1517	819	0	8499	
22:03:54.237313	2465	2395	1572	2893	2719	2693	1499	822	0	8500	
22:03:54.259432	2447	2395	1581	2891	2740	2685	1499	831	0	8501	
22:03:54.281550	2450	2405	1551	2902	2733	2675	1510	832	0	8502	
22:03:54.303669	2464	2409	1558	2916	2715	2692	1517	819	0	8503	
22:03:54.325787	2469	2395	1572	2893	2719	2693	1499	822	0	8504	
22:03:54.347906	2461	2395	1573	2891	2738	2697	1499	823	0	8505	
22:03:54.370024	2450	2404	1551	2902	2733	2675	1510	832	0	8506	
22:03:54.392142	2468	2395	1558	2913	2715	2692	1503	822	0	8507	
22:03:54.414260	2443	2406	1565	2898	2740	2671	1510	841	0	8508	
22:03:54.436379	2454	2409	1555	2913	2715	2692	1513	819	0	8509	
22:03:54.458497	2461	2395	1573	2891	2740	2671	1499	831	0	8510	
22:03:54.480615	2450	2405	1562	2902	2733	2688	1517	824	0	8511	
22:03:54.502734	2468	2395	1572	2895	2715	2693	1499	822	0	8512	
22:03:54.524852	2443	2406	1565	2898	2740	2671	1510	841	0	8513	
22:03:54.546970	2454	2409	1555	2916	2719	2688	1517	819	0	8514	
22:03:54.569089	2461	2395	1573	2891	2736	2685	1499	831	0	8515	
22:03:54.591207	2450	2404	1551	2902	2733	2675	1510	832	0	8516	
22:03:54.613325	2464	2397	1555	2913	2715	2692	1513	819	0	8517	
22:03:54.635444	2445	2395	1581	2891	2740	2685	1499	831	0	8518	
22:03:54.657562	2450	2404	1561	2902	2753	2675	1510	832	0	8519	
22:03:54.679681	2464	2409	1555	2916	2715	2690	1517	819	0	8520	
22:03:54.701799	2445	2398	1581	2891	2740	2671	1502	831	0	8521	
22:03:54.723918	2450	2405	1562	2902	2729	2688	1517	819	0	8522	
22:03:54.746035	2468	2395	1572	2895	2719	2693	1499	822	0	8523	
22:03:54.768154	2447	2398	1581	2898	2740	2671	1503	831	0	8524	
22:03:54.790273	2450	2413	1562	2902	2733	2690	1517	819	0	8525	
22:03:54.812391	2468	2395	1572	2913	2715	2692	1499	822	0	8526	
22:03:54.834509	2457	2395	1581	2891	2740	2681	1502	831	0	8527	
22:03:54.856627	2450	2405	1563	2902	2753	2675	1511	815	0	8528	
22:03:54.878746	2468	2395	1558	2913	2715	2692	1513	819	0	8529	
22:03:54.900864	2469	2395	1572	2891	2719	2697	1499	822	0	8530	
22:03:54.922983	2450	2406	1561	2898	2735	2675	1510	841	0	8531	
22:03:54.945100	2454	2409	1555	2916	2715	2692	1513	819	0	8532	
