IRIG Time	ARC_DECOM_STREAM_1: Imon FGM	
22:03:48.881723	58.435653	
22:03:48.903842	58.435653	
22:03:48.925960	58.435653	
22:03:48.948079	57.635165	
22:03:48.970196	58.435653	
22:03:48.992315	60.036630	
22:03:49.014433	58.435653	
22:03:49.036551	58.435653	
22:03:49.058670	56.834676	
22:03:49.080788	57.635165	
22:03:49.102907	58.435653	
22:03:49.125025	57.635165	
22:03:49.147144	58.435653	
22:03:49.169262	58.435653	
22:03:49.191380	60.036630	
22:03:49.213498	59.236142	
22:03:49.235617	57.635165	
22:03:49.257735	56.834676	
22:03:49.279854	58.435653	
22:03:49.301972	58.435653	
22:03:49.324090	58.435653	
22:03:49.346208	56.834676	
22:03:49.368327	59.236142	
22:03:49.390445	59.236142	
22:03:49.412563	60.036630	
22:03:49.434682	58.435653	
22:03:49.456800	56.834676	
22:03:49.478919	57.635165	
22:03:49.501037	57.635165	
22:03:49.523155	58.435653	
22:03:49.545273	57.635165	
22:03:49.567392	59.236142	
22:03:49.589510	59.236142	
22:03:49.611629	58.435653	
22:03:49.633747	58.435653	
22:03:49.655865	56.834676	
22:03:49.677984	58.435653	
22:03:49.700102	58.435653	
22:03:49.722220	59.236142	
22:03:49.744339	57.635165	
22:03:49.766457	58.435653	
22:03:49.788576	60.036630	
22:03:49.810694	59.236142	
22:03:49.832812	57.635165	
22:03:49.854931	56.834676	
22:03:49.877049	58.435653	
22:03:49.899167	58.435653	
22:03:49.921286	59.236142	
22:03:49.943404	59.236142	
22:03:49.965522	58.435653	
22:03:49.987641	59.236142	
22:03:50.009759	59.236142	
22:03:50.031877	58.435653	
22:03:50.053995	57.635165	
22:03:50.076114	58.435653	
22:03:50.098233	58.435653	
22:03:50.120350	58.435653	
22:03:50.142469	59.236142	
22:03:50.164587	58.435653	
22:03:50.186706	59.236142	
22:03:50.208824	59.236142	
22:03:50.230943	58.435653	
22:03:50.253061	57.635165	
22:03:50.275179	58.435653	
22:03:50.297298	59.236142	
22:03:50.319416	59.236142	
22:03:50.341534	58.435653	
22:03:50.363652	57.635165	
22:03:50.385771	59.236142	
22:03:50.407889	59.236142	
22:03:50.430008	57.635165	
22:03:50.452126	56.034188	
22:03:50.474244	58.435653	
22:03:50.496362	58.435653	
22:03:50.518481	59.236142	
22:03:50.540600	58.435653	
22:03:50.562718	58.435653	
22:03:50.584836	60.036630	
22:03:50.606955	58.435653	
22:03:50.629073	57.635165	
22:03:50.651191	56.834676	
22:03:50.673309	57.635165	
22:03:50.695427	58.435653	
22:03:50.717547	59.236142	
22:03:50.739665	58.435653	
22:03:50.761783	58.435653	
22:03:50.783901	59.236142	
22:03:50.806020	59.236142	
22:03:50.828138	58.435653	
22:03:50.850257	56.834676	
22:03:50.872374	58.435653	
22:03:50.894493	58.435653	
22:03:50.916611	58.435653	
22:03:50.938730	57.635165	
22:03:50.960848	59.236142	
22:03:50.982966	60.837118	
22:03:51.005084	58.435653	
22:03:51.027203	58.435653	
22:03:51.049322	56.034188	
22:03:51.071439	57.635165	
22:03:51.093558	58.435653	
22:03:51.115676	59.236142	
22:03:51.137795	58.435653	
22:03:51.159913	58.435653	
22:03:51.182031	60.036630	
22:03:51.204149	58.435653	
22:03:51.226268	58.435653	
22:03:51.248387	56.834676	
22:03:51.270505	58.435653	
22:03:51.292623	59.236142	
22:03:51.314741	58.435653	
22:03:51.336860	58.435653	
22:03:51.358978	57.635165	
22:03:51.381096	59.236142	
22:03:51.403215	58.435653	
22:03:51.425333	58.435653	
22:03:51.447452	56.834676	
22:03:51.469570	58.435653	
22:03:51.491688	58.435653	
22:03:51.513807	58.435653	
22:03:51.535925	58.435653	
22:03:51.558044	58.435653	
22:03:51.580161	58.435653	
22:03:51.602280	59.236142	
22:03:51.624398	59.236142	
22:03:51.646516	56.834676	
22:03:51.668635	58.435653	
22:03:51.690753	57.635165	
22:03:51.712872	58.435653	
22:03:51.734990	57.635165	
22:03:51.757109	58.435653	
22:03:51.779227	59.236142	
22:03:51.801345	59.236142	
22:03:51.823463	58.435653	
22:03:51.845582	56.034188	
22:03:51.867700	58.435653	
22:03:51.889819	59.236142	
22:03:51.911937	58.435653	
22:03:51.934055	58.435653	
22:03:51.956173	58.435653	
22:03:51.978292	60.036630	
22:03:52.000410	59.236142	
22:03:52.022528	58.435653	
22:03:52.044647	57.635165	
22:03:52.066765	58.435653	
22:03:52.088884	58.435653	
22:03:52.111002	57.635165	
22:03:52.133120	58.435653	
22:03:52.155238	57.635165	
22:03:52.177357	60.036630	
22:03:52.199475	60.036630	
22:03:52.221594	58.435653	
22:03:52.243712	56.834676	
22:03:52.265830	58.435653	
22:03:52.287949	58.435653	
22:03:52.310067	59.236142	
22:03:52.332185	58.435653	
22:03:52.354303	58.435653	
22:03:52.376422	60.036630	
22:03:52.398541	60.036630	
22:03:52.420659	58.435653	
22:03:52.442777	56.034188	
22:03:52.464896	58.435653	
22:03:52.487014	59.236142	
22:03:52.509132	58.435653	
22:03:52.531250	58.435653	
22:03:52.553369	58.435653	
22:03:52.575487	60.036630	
22:03:52.597606	60.036630	
22:03:52.619724	56.834676	
22:03:52.641842	56.034188	
22:03:52.663961	58.435653	
22:03:52.686079	58.435653	
22:03:52.708198	58.435653	
22:03:52.730315	58.435653	
22:03:52.752434	59.236142	
22:03:52.774552	59.236142	
22:03:52.796671	59.236142	
22:03:52.818789	59.236142	
22:03:52.840908	56.834676	
22:03:52.863026	58.435653	
22:03:52.885144	59.236142	
22:03:52.907263	58.435653	
22:03:52.929380	58.435653	
22:03:52.951500	58.435653	
22:03:52.973617	58.435653	
22:03:52.995736	60.036630	
22:03:53.017854	57.635165	
22:03:53.039973	56.834676	
22:03:53.062091	59.236142	
22:03:53.084209	57.635165	
22:03:53.106327	57.635165	
22:03:53.128446	58.435653	
22:03:53.150564	58.435653	
22:03:53.172683	59.236142	
22:03:53.194801	59.236142	
22:03:53.216920	59.236142	
22:03:53.239038	56.034188	
22:03:53.261156	58.435653	
22:03:53.283274	58.435653	
22:03:53.305392	59.236142	
22:03:53.327511	58.435653	
22:03:53.349629	58.435653	
22:03:53.371748	60.036630	
22:03:53.393866	59.236142	
22:03:53.415984	58.435653	
22:03:53.438103	56.034188	
22:03:53.460221	58.435653	
22:03:53.482339	58.435653	
22:03:53.504458	58.435653	
22:03:53.526576	58.435653	
22:03:53.548695	59.236142	
22:03:53.570813	59.236142	
22:03:53.592931	59.236142	
22:03:53.615049	58.435653	
22:03:53.637168	56.834676	
22:03:53.659286	57.635165	
22:03:53.681404	60.036630	
22:03:53.703523	58.435653	
22:03:53.725641	58.435653	
22:03:53.747760	58.435653	
22:03:53.769878	59.236142	
22:03:53.791996	59.236142	
22:03:53.814114	58.435653	
22:03:53.836233	56.834676	
22:03:53.858352	58.435653	
22:03:53.880470	59.236142	
22:03:53.902588	57.635165	
22:03:53.924706	59.236142	
22:03:53.946825	58.435653	
22:03:53.968943	59.236142	
22:03:53.991061	59.236142	
22:03:54.013179	58.435653	
22:03:54.035298	56.834676	
22:03:54.057417	59.236142	
22:03:54.079535	59.236142	
22:03:54.101653	58.435653	
22:03:54.123771	58.435653	
22:03:54.145890	58.435653	
22:03:54.168009	59.236142	
22:03:54.190126	58.435653	
22:03:54.212245	57.635165	
22:03:54.234363	57.635165	
22:03:54.256481	58.435653	
22:03:54.278600	58.435653	
22:03:54.300718	58.435653	
22:03:54.322837	59.236142	
22:03:54.344955	59.236142	
22:03:54.367074	59.236142	
22:03:54.389192	60.036630	
22:03:54.411310	59.236142	
22:03:54.433428	56.834676	
22:03:54.455547	59.236142	
22:03:54.477665	58.435653	
22:03:54.499783	58.435653	
22:03:54.521902	58.435653	
22:03:54.544020	58.435653	
22:03:54.566138	59.236142	
22:03:54.588257	58.435653	
22:03:54.610375	58.435653	
22:03:54.632493	56.834676	
22:03:54.654612	58.435653	
22:03:54.676730	58.435653	
22:03:54.698849	57.635165	
22:03:54.720967	58.435653	
22:03:54.743086	58.435653	
22:03:54.765203	60.036630	
22:03:54.787322	59.236142	
22:03:54.809441	58.435653	
22:03:54.831559	57.635165	
22:03:54.853677	58.435653	
22:03:54.875795	59.236142	
22:03:54.897914	58.435653	
22:03:54.920032	59.236142	
22:03:54.942151	59.236142	
22:03:54.964268	59.236142	
22:03:54.986387	59.236142	
22:03:55.008505	58.435653	
22:03:55.030624	57.635165	
22:03:55.052742	57.635165	
22:03:55.074860	57.635165	
22:03:55.096979	58.435653	
22:03:55.119097	58.435653	
22:03:55.141216	57.635165	
22:03:55.163333	58.435653	
22:03:55.185452	59.236142	
22:03:55.207571	58.435653	
22:03:55.229689	56.834676	
22:03:55.251807	58.435653	
22:03:55.273926	58.435653	
22:03:55.296044	58.435653	
22:03:55.318163	58.435653	
22:03:55.340281	57.635165	
22:03:55.362399	59.236142	
22:03:55.384517	58.435653	
22:03:55.406636	57.635165	
22:03:55.428754	56.034188	
22:03:55.450872	58.435653	
22:03:55.472991	58.435653	
22:03:55.495109	59.236142	
22:03:55.517228	58.435653	
22:03:55.539346	58.435653	
22:03:55.561464	58.435653	
22:03:55.583582	59.236142	
22:03:55.605701	58.435653	
22:03:55.627819	56.834676	
22:03:55.649937	58.435653	
22:03:55.672055	58.435653	
22:03:55.694174	59.236142	
22:03:55.716292	59.236142	
22:03:55.738411	57.635165	
22:03:55.760529	59.236142	
22:03:55.782648	60.036630	
22:03:55.804766	58.435653	
22:03:55.826885	56.834676	
22:03:55.849003	58.435653	
22:03:55.871120	58.435653	
22:03:55.893239	58.435653	
22:03:55.915357	57.635165	
22:03:55.937476	58.435653	
22:03:55.959594	59.236142	
22:03:55.981713	59.236142	
22:03:56.003831	57.635165	
22:03:56.025949	56.834676	
22:03:56.048068	57.635165	
22:03:56.070186	57.635165	
22:03:56.092304	58.435653	
22:03:56.114423	58.435653	
22:03:56.136541	58.435653	
22:03:56.158660	60.036630	
22:03:56.180778	58.435653	
22:03:56.202896	58.435653	
22:03:56.225014	56.834676	
22:03:56.247133	58.435653	
22:03:56.269251	57.635165	
22:03:56.291369	58.435653	
22:03:56.313488	58.435653	
22:03:56.335606	58.435653	
22:03:56.357725	59.236142	
22:03:56.379843	58.435653	
22:03:56.401961	58.435653	
22:03:56.424080	56.034188	
22:03:56.446198	59.236142	
22:03:56.468317	59.236142	
22:03:56.490434	58.435653	
22:03:56.512553	58.435653	
22:03:56.534671	58.435653	
22:03:56.556790	59.236142	
22:03:56.578908	59.236142	
22:03:56.601026	58.435653	
22:03:56.623144	56.834676	
22:03:56.645263	59.236142	
22:03:56.667382	58.435653	
22:03:56.689500	58.435653	
22:03:56.711618	58.435653	
22:03:56.733736	57.635165	
22:03:56.755855	59.236142	
22:03:56.777974	58.435653	
22:03:56.800091	58.435653	
22:03:56.822210	56.034188	
22:03:56.844328	58.435653	
22:03:56.866446	58.435653	
22:03:56.888565	58.435653	
22:03:56.910683	59.236142	
22:03:56.932801	58.435653	
22:03:56.954920	59.236142	
22:03:56.977038	59.236142	
22:03:56.999156	58.435653	
22:03:57.021275	56.834676	
22:03:57.043393	60.036630	
22:03:57.065512	58.435653	
22:03:57.087630	59.236142	
22:03:57.109748	58.435653	
22:03:57.131866	59.236142	
22:03:57.153985	59.236142	
22:03:57.176103	59.236142	
22:03:57.198222	58.435653	
22:03:57.220340	56.834676	
22:03:57.242459	57.635165	
22:03:57.264577	57.635165	
22:03:57.286695	59.236142	
22:03:57.308814	57.635165	
22:03:57.330932	58.435653	
22:03:57.353050	58.435653	
22:03:57.375168	59.236142	
22:03:57.397287	57.635165	
22:03:57.419405	56.834676	
22:03:57.441524	57.635165	
22:03:57.463642	58.435653	
22:03:57.485760	58.435653	
22:03:57.507879	59.236142	
22:03:57.529997	58.435653	
22:03:57.552115	59.236142	
22:03:57.574233	58.435653	
22:03:57.596352	58.435653	
22:03:57.618470	56.034188	
22:03:57.640589	59.236142	
22:03:57.662707	58.435653	
22:03:57.684825	58.435653	
22:03:57.706944	56.034188	
22:03:57.729062	58.435653	
22:03:57.751181	58.435653	
22:03:57.773299	58.435653	
22:03:57.795417	58.435653	
22:03:57.817536	56.834676	
22:03:57.839654	58.435653	
22:03:57.861772	59.236142	
22:03:57.883890	59.236142	
22:03:57.906008	58.435653	
22:03:57.928127	57.635165	
22:03:57.950246	59.236142	
22:03:57.972364	58.435653	
22:03:57.994482	58.435653	
22:03:58.016600	59.236142	
22:03:58.038719	58.435653	
22:03:58.060838	59.236142	
22:03:58.082955	58.435653	
22:03:58.105074	58.435653	
22:03:58.127192	57.635165	
22:03:58.149311	59.236142	
22:03:58.171429	58.435653	
22:03:58.193547	57.635165	
22:03:58.215666	57.635165	
22:03:58.237784	58.435653	
22:03:58.259902	59.236142	
22:03:58.282020	58.435653	
22:03:58.304139	58.435653	
22:03:58.326257	58.435653	
22:03:58.348376	58.435653	
22:03:58.370494	58.435653	
22:03:58.392613	57.635165	
22:03:58.414731	56.034188	
22:03:58.436849	57.635165	
22:03:58.458968	58.435653	
22:03:58.481086	58.435653	
22:03:58.503204	60.036630	
22:03:58.525323	57.635165	
22:03:58.547441	59.236142	
22:03:58.569559	58.435653	
22:03:58.591678	57.635165	
22:03:58.613796	55.233700	
22:03:58.635914	59.236142	
22:03:58.658033	58.435653	
22:03:58.680151	58.435653	
22:03:58.702269	59.236142	
22:03:58.724388	58.435653	
22:03:58.746506	60.036630	
22:03:58.768625	59.236142	
22:03:58.790743	57.635165	
22:03:58.812861	56.034188	
22:03:58.834979	58.435653	
22:03:58.857098	59.236142	
22:03:58.879216	59.236142	
22:03:58.901334	58.435653	
22:03:58.923453	58.435653	
22:03:58.945571	59.236142	
22:03:58.967690	59.236142	
22:03:58.989808	58.435653	
22:03:59.011926	56.834676	
22:03:59.034044	58.435653	
22:03:59.056163	58.435653	
22:03:59.078281	58.435653	
22:03:59.100400	58.435653	
22:03:59.122518	57.635165	
22:03:59.144637	58.435653	
22:03:59.166755	59.236142	
22:03:59.188873	58.435653	
22:03:59.210992	56.834676	
22:03:59.233109	57.635165	
22:03:59.255228	58.435653	
22:03:59.277346	58.435653	
22:03:59.299465	58.435653	
22:03:59.321583	58.435653	
22:03:59.343702	59.236142	
22:03:59.365820	59.236142	
22:03:59.387939	57.635165	
22:03:59.410056	56.834676	
22:03:59.432175	57.635165	
22:03:59.454293	58.435653	
22:03:59.476412	58.435653	
22:03:59.498530	59.236142	
22:03:59.520648	59.236142	
22:03:59.542767	59.236142	
22:03:59.564885	60.837118	
22:03:59.587003	58.435653	
22:03:59.609121	56.834676	
22:03:59.631240	58.435653	
22:03:59.653358	58.435653	
22:03:59.675477	57.635165	
22:03:59.697595	58.435653	
22:03:59.719713	58.435653	
22:03:59.741832	59.236142	
22:03:59.763950	58.435653	
22:03:59.786068	57.635165	
22:03:59.808187	57.635165	
22:03:59.830305	59.236142	
22:03:59.852423	59.236142	
22:03:59.874542	59.236142	
22:03:59.896660	58.435653	
22:03:59.918779	59.236142	
22:03:59.940897	60.036630	
22:03:59.963015	59.236142	
22:03:59.985133	58.435653	
22:04:00.007252	56.034188	
22:04:00.029370	59.236142	
22:04:00.051488	59.236142	
22:04:00.073607	58.435653	
22:04:00.095725	58.435653	
22:04:00.117844	58.435653	
22:04:00.139962	60.036630	
22:04:00.162080	59.236142	
22:04:00.184198	57.635165	
22:04:00.206317	57.635165	
22:04:00.228435	58.435653	
22:04:00.250554	58.435653	
22:04:00.272672	57.635165	
22:04:00.294790	58.435653	
22:04:00.316909	59.236142	
22:04:00.339027	59.236142	
22:04:00.361145	59.236142	
22:04:00.383264	58.435653	
22:04:00.405382	56.034188	
22:04:00.427501	58.435653	
22:04:00.449618	58.435653	
22:04:00.471737	58.435653	
22:04:00.493855	58.435653	
22:04:00.515973	58.435653	
22:04:00.538092	60.036630	
22:04:00.560210	58.435653	
22:04:00.582329	58.435653	
22:04:00.604447	56.834676	
22:04:00.626565	58.435653	
22:04:00.648684	58.435653	
22:04:00.670802	58.435653	
22:04:00.692920	58.435653	
22:04:00.715039	57.635165	
22:04:00.737157	59.236142	
22:04:00.759276	58.435653	
22:04:00.781394	58.435653	
22:04:00.803512	56.834676	
22:04:00.825631	58.435653	
22:04:00.847749	58.435653	
22:04:00.869867	58.435653	
22:04:00.891986	58.435653	
22:04:00.914104	58.435653	
22:04:00.936222	58.435653	
22:04:00.958341	59.236142	
22:04:00.980459	57.635165	
22:04:01.002577	57.635165	
22:04:01.024695	59.236142	
22:04:01.046814	58.435653	
22:04:01.068933	58.435653	
22:04:01.091051	57.635165	
22:04:01.113169	58.435653	
22:04:01.135287	60.036630	
22:04:01.157406	58.435653	
22:04:01.179524	59.236142	
22:04:01.201642	56.834676	
22:04:01.223760	58.435653	
22:04:01.245879	59.236142	
22:04:01.267998	59.236142	
22:04:01.290116	58.435653	
22:04:01.312234	58.435653	
22:04:01.334352	59.236142	
22:04:01.356471	59.236142	
22:04:01.378590	58.435653	
22:04:01.400707	56.834676	
22:04:01.422826	58.435653	
22:04:01.444944	58.435653	
22:04:01.467063	59.236142	
22:04:01.489181	59.236142	
22:04:01.511299	59.236142	
22:04:01.533418	59.236142	
22:04:01.555536	59.236142	
22:04:01.577655	57.635165	
22:04:01.599772	56.834676	
22:04:01.621891	58.435653	
22:04:01.644010	59.236142	
22:04:01.666128	58.435653	
22:04:01.688246	58.435653	
22:04:01.710365	58.435653	
22:04:01.732483	60.036630	
22:04:01.754601	60.036630	
22:04:01.776720	57.635165	
22:04:01.798838	56.834676	
22:04:01.820956	58.435653	
22:04:01.843075	57.635165	
22:04:01.865193	58.435653	
22:04:01.887311	59.236142	
22:04:01.909429	58.435653	
22:04:01.931548	59.236142	
22:04:01.953667	59.236142	
22:04:01.975784	57.635165	
22:04:01.997903	56.834676	
22:04:02.020021	59.236142	
22:04:02.042140	58.435653	
22:04:02.064258	58.435653	
22:04:02.086376	58.435653	
22:04:02.108495	57.635165	
22:04:02.130613	60.036630	
22:04:02.152731	59.236142	
22:04:02.174849	58.435653	
22:04:02.196968	56.834676	
22:04:02.219086	59.236142	
22:04:02.241205	58.435653	
22:04:02.263323	59.236142	
22:04:02.285441	59.236142	
22:04:02.307560	58.435653	
22:04:02.329678	59.236142	
22:04:02.351796	59.236142	
22:04:02.373915	58.435653	
22:04:02.396033	84.051282	
22:04:02.418152	54.433211	
22:04:02.440270	53.632723	
22:04:02.462388	54.433211	
22:04:02.484507	54.433211	
22:04:02.506625	55.233700	
22:04:02.528744	55.233700	
22:04:02.550861	54.433211	
22:04:02.572980	54.433211	
22:04:02.595098	53.632723	
22:04:02.617217	53.632723	
22:04:02.639335	54.433211	
22:04:02.661454	54.433211	
22:04:02.683572	53.632723	
22:04:02.705690	54.433211	
22:04:02.727809	54.433211	
22:04:02.749927	53.632723	
22:04:02.772045	55.233700	
22:04:02.794163	54.433211	
22:04:02.816282	54.433211	
22:04:02.838400	55.233700	
22:04:02.860519	54.433211	
22:04:02.882637	54.433211	
22:04:02.904755	53.632723	
22:04:02.926873	55.233700	
22:04:02.948992	54.433211	
22:04:02.971110	55.233700	
22:04:02.993228	54.433211	
22:04:03.015347	54.433211	
22:04:03.037466	53.632723	
22:04:03.059583	54.433211	
22:04:03.081702	55.233700	
22:04:03.103820	55.233700	
22:04:03.125938	54.433211	
22:04:03.148057	54.433211	
22:04:03.170175	54.433211	
22:04:03.192294	54.433211	
22:04:03.214412	53.632723	
22:04:03.236530	55.233700	
22:04:03.258649	53.632723	
22:04:03.280767	55.233700	
22:04:03.302885	53.632723	
22:04:03.325004	54.433211	
22:04:03.347122	54.433211	
22:04:03.369241	55.233700	
22:04:03.391359	54.433211	
22:04:03.413477	55.233700	
22:04:03.435595	54.433211	
22:04:03.457714	55.233700	
22:04:03.479832	54.433211	
22:04:03.501950	53.632723	
22:04:03.524069	53.632723	
22:04:03.546187	54.433211	
22:04:03.568306	55.233700	
22:04:03.590424	55.233700	
22:04:03.612542	55.233700	
22:04:03.634660	54.433211	
22:04:03.656779	54.433211	
22:04:03.678898	54.433211	
22:04:03.701016	54.433211	
22:04:03.723134	54.433211	
22:04:03.745252	54.433211	
22:04:03.767371	55.233700	
22:04:03.789489	53.632723	
22:04:03.811608	54.433211	
22:04:03.833726	54.433211	
22:04:03.855844	55.233700	
22:04:03.877963	55.233700	
22:04:03.900081	55.233700	
22:04:03.922199	56.834676	
22:04:03.944318	56.034188	
22:04:03.966436	56.834676	
22:04:03.988555	55.233700	
22:04:04.010672	56.034188	
22:04:04.032791	56.834676	
22:04:04.054909	56.834676	
22:04:04.077028	56.034188	
22:04:04.099146	56.834676	
22:04:04.121264	57.635165	
22:04:04.143383	56.034188	
22:04:04.165501	57.635165	
22:04:04.187620	56.034188	
22:04:04.209738	56.034188	
22:04:04.231856	56.034188	
22:04:04.253974	56.834676	
22:04:04.276093	56.834676	
22:04:04.298211	56.834676	
22:04:04.320330	56.034188	
22:04:04.342448	56.834676	
22:04:04.364566	56.834676	
22:04:04.386684	56.834676	
22:04:04.408803	56.834676	
22:04:04.430921	56.834676	
22:04:04.453039	57.635165	
22:04:04.475158	56.034188	
22:04:04.497276	56.834676	
22:04:04.519394	56.034188	
22:04:04.541513	56.834676	
22:04:04.563631	56.834676	
22:04:04.585749	56.834676	
22:04:04.607868	56.034188	
22:04:04.629986	56.834676	
22:04:04.652105	56.834676	
22:04:04.674223	56.834676	
22:04:04.696341	57.635165	
22:04:04.718460	56.034188	
22:04:04.740579	56.834676	
22:04:04.762696	56.034188	
22:04:04.784815	56.834676	
22:04:04.806933	56.834676	
22:04:04.829052	56.834676	
22:04:04.851170	56.034188	
22:04:04.873288	57.635165	
22:04:04.895406	56.034188	
22:04:04.917525	56.834676	
22:04:04.939644	56.034188	
22:04:04.961761	57.635165	
22:04:04.983880	56.034188	
22:04:05.005998	57.635165	
22:04:05.028117	56.834676	
22:04:05.050235	56.834676	
22:04:05.072353	56.034188	
22:04:05.094471	56.034188	
22:04:05.116590	56.834676	
22:04:05.138709	56.034188	
22:04:05.160827	56.034188	
22:04:05.182945	56.834676	
22:04:05.205063	56.034188	
22:04:05.227182	56.834676	
22:04:05.249300	56.034188	
22:04:05.271418	56.834676	
22:04:05.293536	56.834676	
22:04:05.315655	57.635165	
22:04:05.337774	56.834676	
22:04:05.359892	56.834676	
22:04:05.382010	56.034188	
22:04:05.404128	56.034188	
22:04:05.426247	56.834676	
22:04:05.448366	56.834676	
22:04:05.470483	56.834676	
22:04:05.492602	56.834676	
22:04:05.514720	57.635165	
22:04:05.536839	56.834676	
22:04:05.558957	55.233700	
22:04:05.581075	56.834676	
22:04:05.603194	56.834676	
22:04:05.625312	57.635165	
22:04:05.647431	56.034188	
22:04:05.669548	56.034188	
22:04:05.691667	56.034188	
22:04:05.713785	56.034188	
22:04:05.735904	57.635165	
22:04:05.758022	57.635165	
22:04:05.780140	56.834676	
22:04:05.802259	56.834676	
22:04:05.824377	56.034188	
22:04:05.846495	57.635165	
22:04:05.868614	56.834676	
22:04:05.890732	56.034188	
22:04:05.912850	56.034188	
22:04:05.934969	57.635165	
22:04:05.957087	56.834676	
22:04:05.979206	56.034188	
22:04:06.001323	56.034188	
22:04:06.023442	56.034188	
22:04:06.045560	56.834676	
22:04:06.067679	56.834676	
22:04:06.089797	56.834676	
22:04:06.111916	57.635165	
22:04:06.134034	56.834676	
22:04:06.156152	56.034188	
22:04:06.178271	56.034188	
22:04:06.200389	56.834676	
22:04:06.222507	57.635165	
22:04:06.244626	56.834676	
22:04:06.266744	56.034188	
22:04:06.288862	56.834676	
22:04:06.310981	56.834676	
22:04:06.333099	56.834676	
22:04:06.355217	56.834676	
22:04:06.377336	56.034188	
22:04:06.399454	56.834676	
22:04:06.421572	56.034188	
22:04:06.443691	56.034188	
22:04:06.465809	56.034188	
22:04:06.487928	56.834676	
22:04:06.510046	56.834676	
22:04:06.532164	56.034188	
22:04:06.554282	57.635165	
22:04:06.576401	56.034188	
22:04:06.598520	56.034188	
22:04:06.620637	56.834676	
22:04:06.642756	56.834676	
22:04:06.664874	56.034188	
22:04:06.686993	57.635165	
22:04:06.709111	56.834676	
22:04:06.731229	56.834676	
22:04:06.753347	56.834676	
22:04:06.775466	56.834676	
22:04:06.797585	56.834676	
22:04:06.819703	56.834676	
22:04:06.841821	56.834676	
22:04:06.863939	57.635165	
22:04:06.886058	56.034188	
22:04:06.908176	56.834676	
22:04:06.930294	56.834676	
22:04:06.952413	56.834676	
22:04:06.974531	56.834676	
22:04:06.996649	56.034188	
22:04:07.018768	56.834676	
22:04:07.040886	56.834676	
22:04:07.063004	56.034188	
22:04:07.085122	56.834676	
22:04:07.107242	56.834676	
22:04:07.129359	58.435653	
22:04:07.151478	56.834676	
22:04:07.173596	56.034188	
22:04:07.195714	56.034188	
22:04:07.217833	57.635165	
22:04:07.239951	56.834676	
22:04:07.262070	56.834676	
22:04:07.284188	56.834676	
22:04:07.306306	56.834676	
22:04:07.328425	56.034188	
22:04:07.350543	56.034188	
22:04:07.372661	56.034188	
22:04:07.394780	56.034188	
22:04:07.416898	56.834676	
22:04:07.439017	56.834676	
22:04:07.461134	56.834676	
22:04:07.483253	56.834676	
22:04:07.505371	56.834676	
22:04:07.527490	56.834676	
