IRIG Time	ARC_DECOM_STREAM_1: LEP MCP	ARC_DECOM_STREAM_1: LEP Mesh	ARC_DECOM_STREAM_1: LEP SvFix	ARC_DECOM_STREAM_1: LEP Sweep	
22:10:16.332499	2028	2083	121	1975	
22:10:16.354617	2082	2089	270	1978	
22:10:16.376735	2147	2195	216	1886	
22:10:16.398854	2014	2037	97	2018	
22:10:16.420973	2104	1945	71	2051	
22:10:16.443091	2126	2002	129	1910	
22:10:16.465209	2100	2191	143	1993	
22:10:16.487328	2014	1863	0	1851	
22:10:16.509446	2057	2181	231	1952	
22:10:16.531565	2113	2050	247	2022	
22:10:16.553683	2046	2028	35	1952	
22:10:16.575801	2062	1844	130	1955	
22:10:16.597920	2097	2147	0	1870	
22:10:16.620039	2164	2135	95	1896	
22:10:16.642157	2024	2162	183	2005	
22:10:16.664275	1993	2136	7	1951	
22:10:16.686394	2024	1763	293	1951	
22:10:16.708513	1960	1818	28	1986	
22:10:16.730632	2025	2047	197	2035	
22:10:16.752749	2125	1907	246	1885	
22:10:16.774867	2108	2211	72	1925	
22:10:16.796986	2059	1906	303	1998	
22:10:16.819105	2111	2096	199	1951	
22:10:16.841223	2044	2080	166	1922	
22:10:16.863341	1964	1947	27	2061	
22:10:16.885459	2048	2086	128	1911	
22:10:16.907578	2010	2129	194	1953	
22:10:16.929697	2015	1888	138	2060	
22:10:16.951815	1969	1913	70	1916	
22:10:16.973933	2095	2171	145	1974	
22:10:16.996052	2175	2232	119	2005	
22:10:17.018171	1947	1877	131	2011	
22:10:17.040290	2056	2061	137	1879	
22:10:17.062407	2062	2221	185	1857	
22:10:17.084525	2031	2122	197	1902	
22:10:17.106644	2059	2119	0	1921	
22:10:17.128763	2062	2047	98	1950	
22:10:17.150881	2018	2056	205	1995	
22:10:17.172999	2052	1848	92	1964	
22:10:17.195119	2095	2257	136	1864	
22:10:17.217236	2017	2187	194	2016	
22:10:17.239354	2009	2025	74	1987	
22:10:17.261473	2040	2093	140	1906	
22:10:17.283591	2110	2043	237	1929	
22:10:17.305709	1961	1898	105	1939	
22:10:17.327828	2017	2132	0	1910	
22:10:17.349946	2062	1953	190	2007	
22:10:17.372065	2116	2147	105	1949	
22:10:17.394183	2002	1913	153	1969	
22:10:17.416302	2069	2143	157	1925	
22:10:17.438422	2093	2111	204	1986	
22:10:17.460538	2055	2175	128	1976	
22:10:17.482657	2031	2260	164	1909	
22:10:17.504775	1959	2245	57	1929	
22:10:17.526894	2072	2089	73	1976	
22:10:17.549013	2010	2188	209	1973	
22:10:17.571131	2024	2071	0	1954	
22:10:17.593249	2103	1998	183	2007	
22:10:17.615367	2040	2017	193	2044	
22:10:17.637486	2156	2016	143	1848	
22:10:17.659604	2059	2174	170	2019	
22:10:17.681723	1993	1847	58	1784	
22:10:17.703841	2027	2143	217	2011	
22:10:17.725960	1961	2019	197	1975	
22:10:17.748079	2109	1973	236	2049	
22:10:17.770196	2139	2131	185	1946	
22:10:17.792315	2092	2012	215	1972	
22:10:17.814433	2032	1908	75	1929	
22:10:17.836552	2094	2219	62	1827	
22:10:17.858670	2078	2001	236	1965	
22:10:17.880788	2093	1842	102	1977	
22:10:17.902907	2010	2349	183	1903	
22:10:17.925025	2004	1904	122	2043	
22:10:17.947144	1950	1973	71	1920	
22:10:17.969263	2063	2101	123	2047	
22:10:17.991381	2085	1978	129	1978	
22:10:18.013499	2039	2129	166	1931	
22:10:18.035617	1958	2314	131	1953	
22:10:18.057736	2123	2171	206	1954	
22:10:18.079855	2036	2190	139	1873	
22:10:18.101973	2061	2092	127	1926	
22:10:18.124092	2012	2000	96	1915	
22:10:18.146210	2131	2046	140	1917	
22:10:18.168329	2095	2153	151	1952	
22:10:18.190447	2113	1970	124	2031	
22:10:18.212565	2014	2165	29	1902	
22:10:18.234685	2104	2038	128	1958	
22:10:18.256802	2099	2201	98	1956	
22:10:18.278921	2097	2047	144	1923	
22:10:18.301039	2025	2002	187	2012	
22:10:18.323157	2024	2216	125	1937	
22:10:18.345275	2039	2035	146	1968	
22:10:18.367394	1913	2073	0	1937	
22:10:18.389512	1972	2075	230	1998	
22:10:18.411631	2037	2117	0	1953	
22:10:18.433749	1919	1866	19	1943	
22:10:18.455867	2094	2268	261	2011	
22:10:18.477986	1968	2137	139	1969	
22:10:18.500104	1965	1772	21	1985	
22:10:18.522223	2018	2087	79	1973	
22:10:18.544341	1993	2154	184	1977	
22:10:18.566459	2044	2073	146	1968	
22:10:18.588578	2086	2133	143	2038	
22:10:18.610696	2110	2121	76	1876	
22:10:18.632815	2043	2283	214	1989	
22:10:18.654933	2087	2207	102	1987	
22:10:18.677052	2061	1862	56	1917	
22:10:18.699170	1948	1980	0	1944	
22:10:18.721289	2136	2225	188	1970	
22:10:18.743407	2019	2136	73	1970	
22:10:18.765525	2119	1938	281	2051	
22:10:18.787644	2117	2189	204	1933	
22:10:18.809763	2134	2142	212	2008	
22:10:18.831881	2001	2215	136	2016	
22:10:18.853999	2002	2195	202	1995	
22:10:18.876117	2081	2192	134	2024	
22:10:18.898236	2085	2042	217	1983	
22:10:18.920355	2038	1957	0	1942	
22:10:18.942473	2121	2135	175	2000	
22:10:18.964591	2068	2125	258	1956	
22:10:18.986709	2079	2175	12	1945	
22:10:19.008828	2082	2187	235	1973	
22:10:19.030946	2030	1983	220	1974	
22:10:19.053065	2059	2163	168	1941	
22:10:19.075183	2134	2207	221	2016	
22:10:19.097302	2007	2112	215	1863	
22:10:19.119421	1991	2044	105	1914	
22:10:19.141539	2003	2071	179	2009	
22:10:19.163657	2010	2095	190	1931	
22:10:19.185775	2053	2188	84	1985	
22:10:19.207894	2111	2018	123	1913	
22:10:19.230012	2060	2060	0	1958	
22:10:19.252131	2074	2173	40	1994	
22:10:19.274249	2104	2093	240	2027	
22:10:19.296368	1979	2019	179	1989	
22:10:19.318487	2067	1964	43	1898	
22:10:19.340605	2016	1977	180	1934	
22:10:19.362723	2060	2090	143	2011	
22:10:19.384841	1997	2208	164	1946	
22:10:19.406960	1998	2141	230	1894	
22:10:19.429078	2082	2091	79	1913	
22:10:19.451196	2027	2159	210	1992	
22:10:19.473315	2121	2191	132	2018	
22:10:19.495433	2072	1815	149	1926	
22:10:19.517552	1940	2113	190	1992	
22:10:19.539670	2056	1931	166	1913	
22:10:19.561789	2078	2112	206	1964	
22:10:19.583907	2142	2086	106	2034	
22:10:19.606025	2028	2165	0	1983	
22:10:19.628144	2037	2097	52	1918	
22:10:19.650262	2108	1887	0	1915	
22:10:19.672381	2034	1863	276	1894	
22:10:19.694499	2128	2130	144	1923	
22:10:19.716618	2047	2167	125	2011	
22:10:19.738737	2035	1795	166	1944	
22:10:19.760855	2023	1780	2	1901	
22:10:19.782973	2040	1989	146	1910	
22:10:19.805091	2035	2088	196	1976	
22:10:19.827210	2067	2063	194	1914	
22:10:19.849330	2035	2156	153	1935	
22:10:19.871447	2056	1881	0	1969	
22:10:19.893565	2125	2225	214	2000	
22:10:19.915683	2105	2197	218	1979	
22:10:19.937802	2037	1946	78	1921	
22:10:19.959920	1994	1974	142	1989	
22:10:19.982039	2014	2029	91	1946	
22:10:20.004157	2075	2031	219	2025	
22:10:20.026275	2037	2084	295	1974	
22:10:20.048394	2057	2078	66	1880	
22:10:20.070512	2059	2252	181	2004	
22:10:20.092631	2111	1938	158	1963	
22:10:20.114749	2088	2128	101	1909	
22:10:20.136868	2132	2043	126	1919	
22:10:20.158987	2066	2177	179	1887	
22:10:20.181106	2017	2100	159	1915	
22:10:20.203223	2128	2034	155	1981	
22:10:20.225341	2046	2015	90	1997	
22:10:20.247460	1985	2018	0	1900	
22:10:20.269578	2020	2099	111	1975	
22:10:20.291697	1999	2060	20	1910	
22:10:20.313815	2099	1830	0	2005	
22:10:20.335933	2141	2068	97	1824	
22:10:20.358054	2023	2170	136	1881	
22:10:20.380170	2056	1909	176	2013	
22:10:20.402289	2072	2096	88	2011	
22:10:20.424408	2148	2024	177	1948	
22:10:20.446526	2025	2110	212	1897	
22:10:20.468645	2043	1801	152	2009	
22:10:20.490764	2076	2088	152	2003	
22:10:20.512881	2112	2179	89	1871	
22:10:20.534999	2061	2136	144	1987	
22:10:20.557118	2112	2123	131	2019	
22:10:20.579236	2007	2167	96	1932	
22:10:20.601354	2005	2143	159	2018	
22:10:20.623473	2077	2164	97	1940	
22:10:20.645591	2044	2090	75	1927	
22:10:20.667710	2041	1894	208	1974	
22:10:20.689828	2067	2220	11	1926	
22:10:20.711947	1997	2025	69	1910	
22:10:20.734065	2016	1934	83	1921	
22:10:20.756183	2079	1933	84	1877	
22:10:20.778302	2115	2077	190	1956	
22:10:20.800421	2058	1938	0	1895	
22:10:20.822539	1969	2159	167	2003	
22:10:20.844657	2164	2204	193	1914	
22:10:20.866776	2075	2266	162	1983	
22:10:20.888896	2173	2208	251	1945	
22:10:20.911012	2061	2077	157	1960	
22:10:20.933131	1986	1984	181	1977	
22:10:20.955249	2090	2252	52	1839	
22:10:20.977368	2018	2189	16	1935	
22:10:20.999487	1994	2117	168	1990	
22:10:21.021605	2088	2039	212	1981	
22:10:21.043723	2146	2159	144	1957	
22:10:21.065843	2135	2070	139	1982	
22:10:21.087960	1958	2037	152	1874	
22:10:21.110078	2074	2313	0	1971	
22:10:21.132196	2124	2061	109	1916	
22:10:21.154315	1960	2195	179	2039	
22:10:21.176433	2007	2157	166	1941	
22:10:21.198552	2080	1940	102	1991	
22:10:21.220671	2094	2187	184	1932	
22:10:21.242789	2096	2081	102	2007	
22:10:21.264907	2046	1944	204	1988	
22:10:21.287025	2012	2126	212	1983	
22:10:21.309146	2094	2085	172	1974	
22:10:21.331262	2030	2129	74	1918	
22:10:21.353381	1992	2150	122	2046	
22:10:21.375499	2029	2024	197	1903	
22:10:21.397618	2147	2075	92	2031	
22:10:21.419737	2011	2045	143	1942	
22:10:21.441854	2090	2099	54	1899	
22:10:21.463973	2025	2073	141	2005	
22:10:21.486093	2064	2022	50	2006	
22:10:21.508210	2055	2187	104	1976	
22:10:21.530328	2008	2103	2	1923	
22:10:21.552447	1999	1950	81	1958	
22:10:21.574565	1990	2168	98	1947	
22:10:21.596685	2108	2175	21	1967	
22:10:21.618802	2103	2131	161	2025	
22:10:21.640920	2045	2113	175	1975	
22:10:21.663039	2052	1796	143	1909	
22:10:21.685157	2014	1951	89	1906	
22:10:21.707276	2098	2082	254	1969	
22:10:21.729395	1982	1912	108	1929	
22:10:21.751513	2081	2244	164	1962	
22:10:21.773631	2091	2002	102	1906	
22:10:21.795749	2046	2107	195	1979	
22:10:21.817868	2048	1973	192	1953	
22:10:21.839987	2077	2100	113	1933	
22:10:21.862105	2054	2161	197	2023	
22:10:21.884223	2059	1981	96	1933	
22:10:21.906341	2084	2063	124	1858	
22:10:21.928460	2051	2254	78	1908	
22:10:21.950578	2125	1801	200	2005	
22:10:21.972696	2144	2008	148	2020	
22:10:21.994815	2026	1964	20	1965	
22:10:22.016933	2115	2088	94	1934	
22:10:22.039052	2042	2171	194	1989	
22:10:22.061170	2081	2172	330	1970	
22:10:22.083289	2083	2154	174	1962	
22:10:22.105407	2051	2122	194	1915	
22:10:22.127526	2089	2021	177	1981	
22:10:22.149644	1999	2100	153	1913	
22:10:22.171763	1998	2017	162	1873	
22:10:22.193881	2044	2056	118	1942	
22:10:22.215999	2112	2060	132	1988	
22:10:22.238118	2143	2179	0	2022	
22:10:22.260236	2008	2061	97	1903	
22:10:22.282355	2133	2109	103	1911	
22:10:22.304473	2031	2178	104	1920	
22:10:22.326591	2095	2183	149	1970	
22:10:22.348710	2104	2137	183	2034	
22:10:22.370828	2006	2026	171	1912	
22:10:22.392946	2108	2182	108	1996	
22:10:22.415065	2067	1979	117	1918	
22:10:22.437183	2021	1935	104	1930	
22:10:22.459302	2011	1997	123	2025	
22:10:22.481420	1994	2073	119	1971	
22:10:22.503538	2034	2061	102	1965	
22:10:22.525657	2066	2022	187	1993	
22:10:22.547776	2029	2158	86	1907	
22:10:22.569894	2018	2083	74	1979	
22:10:22.592012	2093	2201	165	1951	
22:10:22.614131	2133	2208	0	1996	
22:10:22.636249	1920	2253	57	1968	
22:10:22.658368	2064	2219	161	2009	
22:10:22.680486	2033	1993	125	1954	
22:10:22.702604	2103	2268	144	1925	
22:10:22.724723	2022	2055	190	1958	
22:10:22.746841	2113	2012	288	1967	
22:10:22.768960	2142	2165	93	1933	
22:10:22.791079	2133	2047	61	1921	
22:10:22.813197	2137	2036	112	1936	
22:10:22.835315	2093	2138	117	1920	
22:10:22.857433	1953	2066	149	1892	
22:10:22.879552	2030	2193	0	1981	
22:10:22.901671	2080	2150	313	1955	
22:10:22.923789	2101	1938	0	1959	
22:10:22.945907	2097	2209	117	1954	
22:10:22.968026	2102	2010	146	1917	
22:10:22.990144	2101	2119	173	1983	
22:10:23.012264	2097	2012	98	2066	
22:10:23.034380	1996	2166	193	1976	
22:10:23.056499	2088	2146	158	1939	
22:10:23.078618	2124	2080	172	1952	
22:10:23.100736	2150	1733	245	2005	
22:10:23.122856	2072	2196	51	1901	
22:10:23.144973	1938	1994	191	1964	
22:10:23.167092	2044	2047	187	2015	
22:10:23.189210	2127	1812	247	1895	
22:10:23.211328	2057	2220	59	1943	
22:10:23.233446	2087	2154	132	1894	
22:10:23.255565	2025	2163	189	1987	
22:10:23.277684	2062	1894	221	1923	
22:10:23.299802	2050	2038	130	1915	
22:10:23.321921	2015	2092	210	1962	
22:10:23.344039	2095	2158	89	1938	
22:10:23.366159	2033	2036	144	2014	
22:10:23.388276	2088	2129	180	1926	
22:10:23.410394	2029	2019	102	1936	
22:10:23.432512	2059	1951	30	1953	
22:10:23.454631	1972	1826	79	2017	
22:10:23.476749	1963	2101	183	1954	
22:10:23.498868	2034	1917	176	1977	
22:10:23.520987	2025	2127	27	1938	
22:10:23.543105	2087	2034	97	1969	
22:10:23.565223	2165	2128	169	1884	
22:10:23.587341	1988	2095	148	1991	
22:10:23.609460	2053	2177	175	1930	
22:10:23.631578	1995	2026	123	1994	
22:10:23.653697	2116	2211	123	1934	
22:10:23.675815	2058	2202	239	1904	
22:10:23.697934	2051	2127	2	1962	
22:10:23.720054	2155	2079	108	2002	
22:10:23.742171	2038	2095	168	1935	
22:10:23.764289	2022	1965	237	1959	
22:10:23.786407	2096	2152	153	1893	
22:10:23.808526	2015	1811	228	1975	
22:10:23.830645	2027	1948	99	1970	
22:10:23.852763	2164	2065	101	1996	
22:10:23.874881	2066	1911	88	1899	
22:10:23.897001	2098	2025	170	1998	
22:10:23.919118	2075	1990	194	1912	
22:10:23.941236	2013	2132	142	1884	
22:10:23.963354	2120	2212	273	1964	
22:10:23.985473	1964	2179	145	1972	
22:10:24.007592	2075	2237	4	1939	
22:10:24.029710	2121	2147	215	1956	
22:10:24.051828	2097	2087	204	1902	
22:10:24.073947	2024	1988	194	2042	
22:10:24.096065	2137	2174	93	1973	
22:10:24.118184	2108	1948	94	1981	
22:10:24.140302	2154	2290	211	1938	
22:10:24.162420	2147	2119	99	1903	
22:10:24.184539	2066	2119	65	1963	
22:10:24.206657	2036	2074	192	2013	
22:10:24.228776	2125	2011	211	1987	
22:10:24.250894	2068	2029	73	2021	
22:10:24.273012	2004	2259	252	2030	
22:10:24.295131	2098	2114	94	1906	
22:10:24.317250	2003	2215	209	1968	
22:10:24.339368	2094	2234	152	1909	
22:10:24.361486	2028	2018	157	1924	
22:10:24.383605	2022	2231	28	1905	
22:10:24.405723	2030	2217	155	1910	
22:10:24.427842	1996	2161	300	1998	
22:10:24.449960	2140	2071	127	1999	
22:10:24.472078	2088	2090	204	2035	
22:10:24.494197	2104	2205	203	1931	
22:10:24.516315	2084	2190	0	1985	
22:10:24.538434	2076	2137	109	1946	
22:10:24.560551	2037	2079	64	1872	
22:10:24.582670	2085	2159	136	2012	
22:10:24.604789	2044	1864	212	1880	
22:10:24.626907	2055	2188	182	1948	
22:10:24.649026	2132	2022	177	1886	
22:10:24.671144	2055	2145	152	1998	
22:10:24.693262	2031	2166	69	1950	
22:10:24.715381	2089	1984	194	1975	
22:10:24.737499	2057	2144	45	1875	
22:10:24.759618	2045	2238	241	1905	
22:10:24.781736	2184	2085	123	1919	
22:10:24.803854	1981	2062	165	1993	
22:10:24.825973	2093	2235	197	1994	
22:10:24.848092	2046	2128	178	2023	
22:10:24.870210	2079	2197	148	2003	
22:10:24.892328	1975	2058	200	1962	
22:10:24.914447	2104	2016	100	1911	
22:10:24.936565	2104	2099	143	1997	
22:10:24.958684	1990	2192	173	1871	
22:10:24.980802	2119	2206	194	1989	
22:10:25.002920	2092	2100	156	2008	
22:10:25.025039	2077	1863	40	1932	
22:10:25.047157	2004	1871	119	2031	
22:10:25.069276	2112	2012	210	1915	
22:10:25.091394	2115	2095	220	2034	
22:10:25.113512	1997	2023	107	2027	
22:10:25.135631	2015	2125	185	1906	
22:10:25.157750	2046	1988	234	1941	
22:10:25.179868	1942	2140	0	1993	
22:10:25.201986	2068	1982	223	1890	
22:10:25.224105	2077	1944	179	2036	
22:10:25.246223	1987	2095	161	2027	
22:10:25.268342	2033	2133	57	2012	
22:10:25.290460	2042	2026	0	2024	
22:10:25.312580	2027	1817	123	1932	
22:10:25.334697	2085	2116	79	1955	
22:10:25.356815	2122	2117	209	1983	
22:10:25.378934	2026	1963	177	2021	
22:10:25.401052	2051	1972	215	1900	
22:10:25.423171	2011	2012	99	1915	
22:10:25.445289	2071	2193	236	2066	
22:10:25.467409	2022	1996	201	1894	
22:10:25.489525	2053	2254	9	2011	
22:10:25.511644	2001	1983	199	2022	
22:10:25.533762	1988	2010	202	1944	
22:10:25.555881	2122	2132	175	1919	
22:10:25.578000	2052	2123	0	2004	
22:10:25.600117	2062	2189	130	2019	
22:10:25.622236	1943	2168	241	2049	
22:10:25.644354	2053	2197	155	1935	
22:10:25.666473	2177	1992	89	1958	
22:10:25.688592	2091	2174	126	1920	
22:10:25.710710	2045	2023	163	2002	
22:10:25.732828	2086	2008	0	1908	
22:10:25.754948	2034	1956	114	1855	
22:10:25.777066	2013	2114	20	1983	
22:10:25.799184	2080	2075	234	1852	
22:10:25.821302	1924	2028	174	1962	
22:10:25.843420	2107	2117	174	1964	
22:10:25.865538	2127	2229	155	1924	
22:10:25.887657	2101	2064	88	1913	
22:10:25.909775	2173	2217	163	1894	
22:10:25.931894	2166	2077	160	1885	
22:10:25.954012	2053	2030	113	1906	
22:10:25.976131	2031	1915	193	1990	
22:10:25.998249	2066	1839	110	2006	
22:10:26.020368	2091	2156	184	1957	
22:10:26.042486	2124	1995	246	1999	
22:10:26.064604	2044	2121	55	1903	
22:10:26.086723	2036	2102	0	1907	
22:10:26.108842	2061	2062	0	1921	
22:10:26.130959	1979	2022	105	2025	
22:10:26.153078	2052	2152	205	1988	
22:10:26.175196	2133	2005	106	1991	
22:10:26.197315	2104	2120	200	1917	
22:10:26.219434	2032	2144	217	1949	
22:10:26.241552	2009	2176	233	1977	
22:10:26.263670	2119	2077	189	1982	
22:10:26.285789	2088	2026	133	1978	
22:10:26.307908	2065	2141	48	1970	
22:10:26.330025	2056	2107	168	1929	
22:10:26.352144	2094	1953	201	1915	
22:10:26.374262	2070	2044	295	1924	
22:10:26.396381	2091	2011	163	1885	
22:10:26.418500	2022	2278	58	1906	
22:10:26.440618	2102	2017	124	1895	
22:10:26.462736	1999	2087	203	1885	
22:10:26.484855	2070	1788	56	2041	
22:10:26.506973	2148	2096	164	1997	
22:10:26.529091	2045	2014	118	1986	
22:10:26.551210	2057	2021	183	1963	
22:10:26.573328	1980	2013	212	1885	
22:10:26.595446	2036	2117	0	1871	
22:10:26.617565	2054	1991	220	1928	
22:10:26.639684	2059	2021	106	1956	
22:10:26.661801	2084	1927	149	1907	
22:10:26.683920	2034	1936	190	1919	
22:10:26.706038	2195	1938	324	1985	
22:10:26.728157	2013	2125	142	1921	
22:10:26.750277	2086	2081	88	1956	
22:10:26.772395	2057	2094	119	1980	
22:10:26.794512	2076	2101	190	2012	
22:10:26.816630	2038	2092	225	1917	
22:10:26.838749	2129	2199	185	1924	
22:10:26.860868	1980	2158	135	2030	
22:10:26.882986	2047	2200	83	1968	
22:10:26.905104	2131	2174	133	1974	
22:10:26.927223	2159	2195	75	1899	
22:10:26.949341	2160	2137	0	1899	
22:10:26.971459	2130	2192	175	1996	
22:10:26.993578	1996	2000	194	1925	
22:10:27.015696	2044	2024	282	1970	
22:10:27.037815	2001	2162	0	1897	
22:10:27.059933	2065	1899	218	1988	
22:10:27.082052	1970	2132	141	1996	
22:10:27.104170	1996	2045	161	1904	
22:10:27.126289	1997	2098	3	2032	
22:10:27.148408	2044	1750	72	1998	
22:10:27.170525	2008	2162	177	1904	
22:10:27.192644	1914	2096	134	1905	
22:10:27.214762	2082	2242	239	1932	
22:10:27.236880	2076	2052	14	1912	
22:10:27.258999	2101	2127	167	1936	
22:10:27.281118	2196	2197	200	1945	
22:10:27.303236	2062	1931	0	1934	
22:10:27.325355	1989	2071	143	1964	
22:10:27.347473	2019	2028	33	1913	
22:10:27.369591	2016	2004	119	1960	
22:10:27.391710	2034	1947	168	1959	
22:10:27.413828	2132	2070	76	1932	
22:10:27.435946	2088	2141	124	1896	
22:10:27.458065	2050	1778	116	2031	
22:10:27.480183	2099	2200	142	1889	
22:10:27.502301	2141	2137	383	2008	
22:10:27.524420	2095	2090	46	1902	
22:10:27.546538	2110	2097	0	1923	
22:10:27.568657	2001	2008	126	1943	
22:10:27.590775	2075	2234	75	2009	
22:10:27.612894	2102	2202	161	1869	
22:10:27.635012	2064	2044	60	1967	
22:10:27.657130	2011	2099	220	1984	
22:10:27.679249	2120	2246	116	2033	
22:10:27.701367	1995	2106	135	1887	
22:10:27.723486	2066	2094	242	1914	
22:10:27.745604	2018	2114	183	1949	
22:10:27.767723	2047	2000	204	1982	
22:10:27.789842	2012	2162	184	1951	
22:10:27.811960	2093	2145	128	2033	
22:10:27.834078	2123	2049	72	1940	
22:10:27.856196	2094	2072	207	1995	
22:10:27.878315	2000	2109	178	1955	
22:10:27.900434	2056	2177	91	2007	
22:10:27.922552	2118	2004	155	1979	
22:10:27.944670	2007	1987	124	1859	
22:10:27.966790	2067	2103	128	1985	
22:10:27.988907	2026	2196	296	1995	
22:10:28.011025	2090	2100	145	1943	
22:10:28.033144	2090	2000	88	1933	
22:10:28.055262	2140	1870	14	1998	
22:10:28.077381	2086	2136	199	1964	
22:10:28.099499	2116	1912	83	1941	
22:10:28.121619	2029	2089	115	1909	
22:10:28.143737	2116	2180	153	1990	
22:10:28.165854	2074	2093	63	1912	
22:10:28.187973	1989	2089	79	1946	
22:10:28.210091	2143	2014	196	1978	
22:10:28.232209	2088	2074	154	1935	
22:10:28.254328	2135	2083	150	1969	
22:10:28.276446	2012	2000	113	1945	
22:10:28.298565	1973	2120	176	1977	
22:10:28.320683	2061	1986	180	1971	
22:10:28.342801	2096	2201	195	2001	
22:10:28.364920	1956	1961	24	1891	
22:10:28.387038	2034	2164	150	1935	
22:10:28.409157	2058	2015	126	1980	
22:10:28.431275	1977	2065	243	2043	
22:10:28.453394	2007	2113	63	1899	
22:10:28.475512	2093	2231	165	2047	
22:10:28.497630	2168	2099	177	2005	
22:10:28.519749	2023	2232	200	2016	
22:10:28.541867	2100	1997	136	1951	
22:10:28.563986	2063	2007	66	1918	
22:10:28.586104	2000	2226	150	1999	
22:10:28.608223	2080	2206	150	1941	
22:10:28.630341	2072	2099	169	1982	
22:10:28.652459	2168	2101	211	1911	
22:10:28.674579	2042	2160	156	1992	
22:10:28.696696	1950	2031	1	2027	
22:10:28.718815	2074	2025	112	1976	
22:10:28.740933	2068	2053	84	1995	
22:10:28.763051	2017	2130	130	1962	
22:10:28.785170	2077	2059	196	1976	
22:10:28.807289	2061	2003	196	2004	
22:10:28.829407	2007	2156	203	1915	
22:10:28.851525	2036	1829	163	1884	
22:10:28.873645	2005	2113	164	1959	
22:10:28.895762	2107	2096	98	1928	
22:10:28.917881	2019	1906	124	1984	
22:10:28.939999	2111	2114	42	1852	
22:10:28.962117	2079	2193	26	1996	
22:10:28.984235	1986	2097	231	1931	
22:10:29.006354	2069	2099	175	1973	
22:10:29.028473	2117	1997	113	1995	
22:10:29.050591	1970	2219	140	1913	
22:10:29.072711	2073	2026	115	2052	
22:10:29.094828	2038	2216	0	1931	
22:10:29.116946	2121	2232	160	2025	
22:10:29.139065	1980	2038	311	1996	
22:10:29.161183	2008	2053	0	1979	
22:10:29.183302	2119	2053	110	1904	
22:10:29.205420	2080	2177	171	1999	
22:10:29.227540	2079	2105	280	1991	
22:10:29.249658	2050	1878	95	1933	
22:10:29.271775	2050	1997	0	2004	
22:10:29.293893	2061	1959	167	2041	
22:10:29.316012	2051	2129	114	1906	
22:10:29.338131	1996	2134	50	1906	
22:10:29.360249	2107	1975	147	1950	
22:10:29.382367	2050	1764	133	1876	
22:10:29.404485	2109	1898	171	1944	
22:10:29.426604	1991	1888	53	1959	
22:10:29.448723	2018	2072	74	1966	
22:10:29.470841	1864	2064	129	1969	
22:10:29.492960	2087	2041	183	1987	
22:10:29.515078	2049	1859	213	1890	
22:10:29.537196	1996	1962	148	1983	
22:10:29.559315	1992	1965	13	1928	
22:10:29.581433	2066	2241	163	1949	
22:10:29.603551	2032	2021	188	2019	
22:10:29.625670	2079	2117	188	1906	
22:10:29.647788	2135	2007	133	1935	
22:10:29.669906	2176	2315	106	1965	
22:10:29.692025	2002	2044	152	1891	
22:10:29.714143	2001	2211	165	1955	
22:10:29.736262	2075	2039	201	1940	
22:10:29.758381	1956	2150	138	2015	
22:10:29.780498	2088	1915	182	1962	
22:10:29.802617	2103	1941	188	1904	
22:10:29.824736	2028	2169	61	2048	
22:10:29.846854	2143	2091	62	1943	
22:10:29.868973	2108	2126	162	1903	
22:10:29.891090	2026	2086	0	1942	
22:10:29.913209	2014	1884	216	1932	
22:10:29.935328	2048	2043	0	1947	
22:10:29.957446	2052	1996	43	1840	
22:10:29.979565	2044	2014	148	1896	
22:10:30.001683	2073	2180	128	1903	
22:10:30.023801	2031	2027	109	1895	
22:10:30.045920	1987	2138	0	1938	
22:10:30.068038	2091	1931	134	1902	
22:10:30.090157	2062	2110	100	1859	
22:10:30.112275	2105	2101	114	1862	
22:10:30.134394	2071	2136	180	1937	
22:10:30.156512	2118	2100	35	1856	
22:10:30.178631	2009	2211	229	1948	
22:10:30.200749	2054	2114	169	1904	
22:10:30.222868	2037	2062	109	1973	
22:10:30.244986	2161	1988	167	1956	
22:10:30.267104	2099	2039	136	1989	
22:10:30.289222	2021	2126	154	1920	
22:10:30.311340	2087	1839	114	1896	
22:10:30.333459	1999	1848	98	1921	
22:10:30.355578	2080	2108	0	1858	
22:10:30.377698	1986	2229	132	1955	
22:10:30.399814	2119	2076	184	1931	
22:10:30.421933	2045	2133	25	1959	
22:10:30.444051	2058	2182	243	1916	
22:10:30.466170	1985	2168	77	1944	
22:10:30.488289	2037	2035	195	2006	
22:10:30.510408	2056	2159	196	1960	
22:10:30.532525	2099	2013	167	1943	
22:10:30.554644	1982	2110	8	1929	
22:10:30.576762	2060	2161	0	1989	
22:10:30.598880	2050	2196	315	1899	
22:10:30.620999	2052	1998	87	1941	
22:10:30.643117	1993	2236	53	1906	
22:10:30.665235	2025	2074	142	1881	
22:10:30.687355	2005	2194	103	1972	
22:10:30.709473	2082	1885	125	1974	
22:10:30.731590	2118	1937	208	1962	
22:10:30.753709	2053	2140	219	1933	
22:10:30.775827	2083	2153	212	2089	
22:10:30.797946	2100	2217	239	1961	
22:10:30.820065	2125	2009	111	1956	
22:10:30.842183	2088	2084	204	1968	
22:10:30.864301	2011	2266	210	1879	
22:10:30.886421	2103	1949	187	1926	
22:10:30.908538	2031	2072	244	1935	
22:10:30.930657	2173	2040	170	2027	
