IRIG Time	ARC_DECOM_STREAM_1: LEP MCP	ARC_DECOM_STREAM_1: LEP Mesh	ARC_DECOM_STREAM_1: LEP SvFix	ARC_DECOM_STREAM_1: LEP Sweep	
22:04:20.447155	23	2049	0	94	
22:04:20.469273	51	2045	0	0	
22:04:20.491391	40	2087	2	0	
22:04:20.513509	0	2123	50	6	
22:04:20.535628	29	1767	37	0	
22:04:20.557746	57	1936	0	41	
22:04:20.579865	0	2136	0	45	
22:04:20.601983	50	2072	0	37	
22:04:20.624102	34	1986	0	2	
22:04:20.646220	42	1943	0	0	
22:04:20.668339	43	2051	0	42	
22:04:20.690456	64	2111	0	68	
22:04:20.712575	40	2116	33	9	
22:04:20.734693	40	1918	53	19	
22:04:20.756812	9	2141	0	35	
22:04:20.778930	48	2108	0	7	
22:04:20.801048	0	1847	40	0	
22:04:20.823167	14	1753	33	17	
22:04:20.845284	42	2061	0	65	
22:04:20.867403	56	2156	0	11	
22:04:20.889521	25	2133	32	0	
22:04:20.911640	12	1853	41	6	
22:04:20.933758	23	2015	0	18	
22:04:20.955877	8	2082	71	0	
22:04:20.977995	61	1808	47	22	
22:04:21.000114	20	2046	67	0	
22:04:21.022232	13	1993	0	46	
22:04:21.044350	6	1923	83	0	
22:04:21.066468	8	2210	34	0	
22:04:21.088587	46	2081	7	0	
22:04:21.110705	23	1955	0	0	
22:04:21.132823	47	2015	0	49	
22:04:21.154942	36	1981	0	12	
22:04:21.177060	38	1925	0	27	
22:04:21.199179	16	2068	0	31	
22:04:21.221297	4	1805	24	53	
22:04:21.243415	0	2105	82	22	
22:04:21.265533	32	1997	0	34	
22:04:21.287652	0	1762	0	35	
22:04:21.309770	29	2041	0	104	
22:04:21.331888	23	2041	12	42	
22:04:21.354007	27	2015	12	0	
22:04:21.376125	0	1882	81	0	
22:04:21.398244	1	2001	77	23	
22:04:21.420362	19	1919	56	0	
22:04:21.442480	0	2111	70	5	
22:04:21.464599	66	1900	0	14	
22:04:21.486717	45	2002	0	0	
22:04:21.508836	9	1992	46	1	
22:04:21.530954	43	2018	0	0	
22:04:21.553072	61	1957	3	25	
22:04:21.575190	70	1966	22	0	
22:04:21.597309	48	2049	3	50	
22:04:21.619428	17	1894	10	38	
22:04:21.641545	0	1995	2	27	
22:04:21.663664	36	2044	63	0	
22:04:21.685782	42	1899	11	41	
22:04:21.707901	54	2029	0	56	
22:04:21.730019	0	2028	21	83	
22:04:21.752138	40	2102	65	0	
22:04:21.774255	0	1886	57	50	
22:04:21.796374	0	1934	41	16	
22:04:21.818493	25	1954	0	0	
22:04:21.840611	0	1869	32	56	
22:04:21.862729	0	1963	45	43	
22:04:21.884847	6	2082	1	3	
22:04:21.906965	61	2078	133	110	
22:04:21.929084	52	2028	0	13	
22:04:21.951203	34	1867	0	0	
22:04:21.973320	26	2035	19	0	
22:04:21.995439	42	1836	38	18	
22:04:22.017557	12	2046	0	13	
22:04:22.039676	50	1930	0	44	
22:04:22.061794	52	2093	30	23	
22:04:22.083912	37	2239	28	0	
22:04:22.106030	11	1939	137	4	
22:04:22.128150	33	1829	40	73	
22:04:22.150267	24	2061	0	0	
22:04:22.172386	9	2123	0	0	
22:04:22.194504	5	2029	38	19	
22:04:22.216622	60	1956	41	0	
22:04:22.238741	0	1972	19	0	
22:04:22.260859	0	2182	19	42	
22:04:22.282977	25	2033	0	56	
22:04:22.305095	20	2074	0	13	
22:04:22.327214	0	1934	52	34	
22:04:22.349332	5	2043	37	32	
22:04:22.371451	0	1984	0	0	
22:04:22.393569	0	1769	78	0	
22:04:22.415688	12	1763	35	16	
22:04:22.437806	0	1843	8	26	
22:04:22.459924	41	1995	0	4	
22:04:22.482042	54	2053	0	60	
22:04:22.504161	23	1996	23	19	
22:04:22.526279	0	1898	19	0	
22:04:22.548398	14	2077	70	0	
22:04:22.570516	0	1978	0	0	
22:04:22.592634	0	1929	31	45	
22:04:22.614753	0	2022	86	14	
22:04:22.636871	9	2039	0	24	
22:04:22.658990	51	2086	16	36	
22:04:22.681108	27	2088	0	37	
22:04:22.703226	0	1840	27	0	
22:04:22.725344	62	2008	0	18	
22:04:22.747463	46	2037	0	10	
22:04:22.769581	42	2200	37	0	
22:04:22.791700	0	2078	0	14	
22:04:22.813818	53	2046	17	0	
22:04:22.835936	35	1874	30	0	
22:04:22.858055	59	2045	0	13	
22:04:22.880173	57	2013	59	0	
22:04:22.902291	58	2084	75	28	
22:04:22.924410	48	2123	0	45	
22:04:22.946528	17	2035	0	21	
22:04:22.968646	38	2009	0	0	
22:04:22.990764	56	2199	0	59	
22:04:23.012882	0	2019	34	8	
22:04:23.035001	6	2009	15	52	
22:04:23.057119	35	2067	0	6	
22:04:23.079238	67	2069	0	63	
22:04:23.101356	38	1978	43	18	
22:04:23.123475	0	1946	37	48	
22:04:23.145593	36	1989	88	5	
22:04:23.167712	91	2056	22	0	
22:04:23.189830	6	2069	0	82	
22:04:23.211948	4	1931	0	23	
22:04:23.234066	16	2133	0	0	
22:04:23.256184	0	1770	35	34	
22:04:23.278303	12	1779	23	0	
22:04:23.300422	32	2159	0	69	
22:04:23.322540	0	2040	104	41	
22:04:23.344658	58	2089	108	15	
22:04:23.366776	28	2141	10	16	
22:04:23.388895	68	2005	88	39	
22:04:23.411013	28	1979	32	0	
22:04:23.433131	0	2026	49	29	
22:04:23.455250	22	2007	120	46	
22:04:23.477368	0	1991	0	32	
22:04:23.499487	0	2003	44	0	
22:04:23.521605	55	1959	61	32	
22:04:23.543723	37	2006	173	52	
22:04:23.565841	0	1993	11	31	
22:04:23.587960	8	2008	0	39	
22:04:23.610078	29	2084	77	46	
22:04:23.632196	0	2068	0	46	
22:04:23.654315	50	2001	62	36	
22:04:23.676433	11	2011	29	0	
22:04:23.698552	70	2116	62	32	
22:04:23.720670	56	2043	0	0	
22:04:23.742788	0	2221	0	0	
22:04:23.764907	26	1907	0	39	
22:04:23.787025	0	1963	27	38	
22:04:23.809144	41	2083	120	0	
22:04:23.831262	16	1973	51	50	
22:04:23.853380	20	1963	0	23	
22:04:23.875498	0	1999	0	31	
22:04:23.897617	33	2045	0	0	
22:04:23.919735	0	2123	0	28	
22:04:23.941853	68	2012	64	4	
22:04:23.963971	0	1994	0	0	
22:04:23.986090	37	2103	97	29	
22:04:24.008209	40	2134	24	49	
22:04:24.030327	58	2073	0	0	
22:04:24.052445	43	2073	61	12	
22:04:24.074564	16	2080	0	68	
22:04:24.096682	41	2043	85	28	
22:04:24.118801	73	1981	0	66	
22:04:24.140919	0	2177	67	59	
22:04:24.163037	22	2006	0	30	
22:04:24.185155	62	1957	0	0	
22:04:24.207273	34	2024	64	0	
22:04:24.229392	55	2011	51	13	
22:04:24.251510	44	1860	0	36	
22:04:24.273629	4	2209	23	20	
22:04:24.295747	46	2041	30	46	
22:04:24.317866	78	2108	88	41	
22:04:24.339983	0	1706	0	0	
22:04:24.362102	12	2108	0	25	
22:04:24.384220	13	2161	93	41	
22:04:24.406339	0	1923	0	0	
22:04:24.428457	0	2109	3	58	
22:04:24.450575	0	1965	0	0	
22:04:24.472694	0	2048	0	4	
22:04:24.494812	0	2120	49	20	
22:04:24.516930	18	1915	84	50	
22:04:24.539049	47	2065	0	25	
22:04:24.561167	0	2073	5	41	
22:04:24.583285	35	2114	44	28	
22:04:24.605404	46	2049	30	0	
22:04:24.627522	0	2094	0	0	
22:04:24.649641	23	1815	0	8	
22:04:24.671759	38	2119	25	46	
22:04:24.693877	0	1925	0	0	
22:04:24.715996	8	2101	31	11	
22:04:24.738115	14	1962	0	33	
22:04:24.760233	79	2177	41	38	
22:04:24.782351	38	2108	0	48	
22:04:24.804469	16	1745	0	0	
22:04:24.826587	0	2009	0	13	
22:04:24.848706	83	1840	20	16	
22:04:24.870824	34	2113	0	11	
22:04:24.892942	0	2023	0	19	
22:04:24.915060	64	2102	0	0	
22:04:24.937179	48	2211	66	10	
22:04:24.959298	18	2058	0	0	
22:04:24.981416	56	1892	4	9	
22:04:25.003534	19	1996	45	50	
22:04:25.025653	0	2128	16	57	
22:04:25.047771	29	1991	26	26	
22:04:25.069889	10	2126	0	27	
22:04:25.092007	24	1959	21	0	
22:04:25.114125	39	2118	89	24	
22:04:25.136244	0	1880	0	59	
22:04:25.158363	3	2126	45	20	
22:04:25.180481	24	2070	0	62	
22:04:25.202599	0	2239	44	0	
22:04:25.224718	11	2251	74	32	
22:04:25.246836	70	2090	127	53	
22:04:25.268955	20	2033	33	29	
22:04:25.291072	28	2036	26	40	
22:04:25.313191	0	1793	0	42	
22:04:25.335309	36	1981	47	0	
22:04:25.357428	80	2160	79	54	
22:04:25.379546	0	2124	3	55	
22:04:25.401664	55	2145	0	0	
22:04:25.423783	45	1918	12	0	
22:04:25.445901	29	2129	28	49	
22:04:25.468020	0	2011	0	18	
22:04:25.490137	52	2062	0	3	
22:04:25.512256	1	2006	70	5	
22:04:25.534374	60	1987	37	56	
22:04:25.556493	11	1953	44	9	
22:04:25.578611	52	2117	0	65	
22:04:25.600729	10	1985	30	32	
22:04:25.622848	82	2010	37	3	
22:04:25.644966	2	2107	23	8	
22:04:25.667084	0	1966	37	39	
22:04:25.689203	39	2061	0	0	
22:04:25.711321	0	1960	0	4	
22:04:25.733439	35	2009	0	30	
22:04:25.755558	0	2132	39	26	
22:04:25.777676	20	2084	0	49	
22:04:25.799795	16	1956	0	17	
22:04:25.821913	12	2094	34	46	
22:04:25.844031	12	2010	0	0	
22:04:25.866149	59	2069	9	0	
22:04:25.888268	46	2002	60	0	
22:04:25.910386	39	2108	104	4	
22:04:25.932505	44	2001	67	0	
22:04:25.954623	60	2067	41	12	
22:04:25.976741	0	2069	0	72	
22:04:25.998860	36	1949	0	7	
22:04:26.020979	23	2056	19	57	
22:04:26.043096	0	2114	27	22	
22:04:26.065215	0	2037	13	17	
22:04:26.087333	15	1976	22	0	
22:04:26.109451	16	2047	12	49	
22:04:26.131570	31	2044	18	17	
22:04:26.153688	8	2108	79	56	
22:04:26.175806	61	2015	111	34	
22:04:26.197925	8	1864	0	12	
22:04:26.220044	1	2188	51	50	
22:04:26.242161	91	2082	47	0	
22:04:26.264280	33	2048	19	21	
22:04:26.286398	50	2278	98	0	
22:04:26.308517	0	2046	19	38	
22:04:26.330635	12	1916	0	10	
22:04:26.352753	28	2011	29	27	
22:04:26.374871	51	2008	0	51	
22:04:26.396990	18	1847	0	0	
22:04:26.419109	0	1985	0	38	
22:04:26.441226	13	2219	81	65	
22:04:26.463345	43	2145	72	16	
22:04:26.485463	30	2124	106	37	
22:04:26.507582	43	1906	0	0	
22:04:26.529700	0	1996	0	17	
22:04:26.551818	40	2016	42	0	
22:04:26.573937	47	2021	0	21	
22:04:26.596055	24	1911	0	45	
22:04:26.618174	2	1888	0	0	
22:04:26.640292	0	2018	0	0	
22:04:26.662410	42	2023	48	6	
22:04:26.684529	28	1941	42	34	
22:04:26.706647	38	2035	80	50	
22:04:26.728765	0	2090	52	14	
22:04:26.750884	43	2133	0	28	
22:04:26.773002	7	2000	0	15	
22:04:26.795120	41	2027	37	67	
22:04:26.817238	43	2142	47	29	
22:04:26.839357	46	1951	0	16	
22:04:26.861475	1	1967	0	0	
22:04:26.883594	25	2016	90	29	
22:04:26.905712	28	2104	79	39	
22:04:26.927831	41	1929	0	10	
22:04:26.949949	33	2068	40	30	
22:04:26.972067	42	1982	46	4	
22:04:26.994185	57	2026	6	29	
22:04:27.016303	18	2175	28	26	
22:04:27.038422	14	1985	56	32	
22:04:27.060540	0	1966	0	0	
22:04:27.082659	81	1869	0	0	
22:04:27.104777	29	2031	12	2	
22:04:27.126895	28	1939	0	0	
22:04:27.149014	40	2225	142	59	
22:04:27.171132	48	2163	13	25	
22:04:27.193250	0	2106	0	35	
22:04:27.215369	50	2114	0	20	
22:04:27.237487	56	2067	34	33	
22:04:27.259606	7	2031	0	0	
22:04:27.281724	15	2139	0	0	
22:04:27.303842	99	2133	48	85	
22:04:27.325960	6	2087	33	0	
22:04:27.348079	47	2000	54	40	
22:04:27.370197	81	2093	26	0	
22:04:27.392315	86	1853	0	1	
22:04:27.414434	61	2016	15	83	
22:04:27.436552	0	2076	113	28	
22:04:27.458671	27	2094	0	23	
22:04:27.480789	26	2057	0	53	
22:04:27.502907	37	2083	0	0	
22:04:27.525026	27	2088	44	73	
22:04:27.547144	45	1988	30	28	
22:04:27.569262	41	2108	0	0	
22:04:27.591381	24	1984	0	42	
22:04:27.613499	0	1834	111	26	
22:04:27.635617	44	2044	12	41	
22:04:27.657736	43	1909	0	21	
22:04:27.679854	0	1991	0	0	
22:04:27.701972	16	2013	0	29	
22:04:27.724091	13	1865	0	28	
22:04:27.746209	10	1875	0	0	
22:04:27.768328	13	1965	38	21	
22:04:27.790446	38	2156	72	32	
22:04:27.812564	28	1972	0	35	
22:04:27.834682	0	2033	167	67	
22:04:27.856801	41	2022	21	2	
22:04:27.878920	0	1977	0	0	
22:04:27.901038	0	2140	0	61	
22:04:27.923156	10	2106	137	28	
22:04:27.945274	64	1990	0	21	
22:04:27.967392	43	1742	27	26	
22:04:27.989511	12	2026	2	8	
22:04:28.011629	53	1898	48	0	
22:04:28.033747	24	2103	0	25	
22:04:28.055866	14	1889	35	23	
22:04:28.077985	36	2007	49	28	
22:04:28.100102	0	2151	0	33	
22:04:28.122221	17	2038	70	25	
22:04:28.144339	0	1940	0	0	
22:04:28.166458	14	2253	0	45	
22:04:28.188576	0	1953	40	0	
22:04:28.210694	0	2021	0	27	
22:04:28.232813	0	2131	0	19	
22:04:28.254931	17	2048	0	0	
22:04:28.277049	76	2086	0	0	
22:04:28.299168	12	2046	0	16	
22:04:28.321286	14	1976	0	32	
22:04:28.343404	0	2156	0	10	
22:04:28.365523	29	2058	17	14	
22:04:28.387641	28	2023	0	28	
22:04:28.409760	64	2100	72	8	
22:04:28.431878	10	2030	0	20	
22:04:28.453996	51	1980	84	37	
22:04:28.476114	0	2131	70	39	
22:04:28.498233	3	2095	34	37	
22:04:28.520352	35	2137	88	37	
22:04:28.542470	26	2096	43	49	
22:04:28.564588	41	2023	66	43	
22:04:28.586706	1	2090	0	47	
22:04:28.608825	23	1981	0	0	
22:04:28.630943	0	1829	120	65	
22:04:28.653061	0	2121	0	55	
22:04:28.675179	0	2113	27	0	
22:04:28.697298	35	2006	28	0	
22:04:28.719417	68	1946	20	0	
22:04:28.741535	53	2119	13	23	
22:04:28.763653	3	2132	13	2	
22:04:28.785771	0	1775	0	0	
22:04:28.807890	43	2103	59	25	
22:04:28.830009	59	1957	0	34	
22:04:28.852126	51	1883	6	0	
22:04:28.874245	24	2182	0	18	
22:04:28.896363	21	2163	42	8	
22:04:28.918482	0	2034	46	0	
22:04:28.940600	0	2054	0	24	
22:04:28.962718	0	1963	0	37	
22:04:28.984836	1	1956	0	15	
22:04:29.006954	0	1772	0	17	
22:04:29.029074	48	2009	0	74	
22:04:29.051192	59	1993	10	7	
22:04:29.073310	39	2052	33	26	
22:04:29.095428	18	1885	0	28	
22:04:29.117547	21	1938	0	0	
22:04:29.139665	52	1971	0	0	
22:04:29.161783	14	1997	0	0	
22:04:29.183901	72	1905	64	0	
22:04:29.206020	25	1989	0	3	
22:04:29.228139	44	2033	51	25	
22:04:29.250257	0	2119	5	0	
22:04:29.272375	0	2113	0	28	
22:04:29.294494	82	1992	7	27	
22:04:29.316612	24	2078	0	10	
22:04:29.338731	25	2039	22	43	
22:04:29.360848	86	1909	46	50	
22:04:29.382966	14	1989	0	23	
22:04:29.405085	0	1970	48	13	
22:04:29.427203	46	2086	37	27	
22:04:29.449322	43	2148	0	0	
22:04:29.471440	20	1934	0	22	
22:04:29.493559	24	2034	50	38	
22:04:29.515677	0	2066	0	0	
22:04:29.537796	36	2075	0	24	
22:04:29.559913	32	2055	59	0	
22:04:29.582032	3	2058	18	29	
22:04:29.604150	15	2001	27	0	
22:04:29.626269	23	1987	0	37	
22:04:29.648387	52	1947	7	0	
22:04:29.670505	21	2041	0	10	
22:04:29.692624	48	2122	80	0	
22:04:29.714742	34	2106	0	0	
22:04:29.736860	48	2075	0	20	
22:04:29.758979	0	2053	49	21	
22:04:29.781098	48	2023	0	16	
22:04:29.803215	32	1982	0	23	
22:04:29.825334	0	2267	35	32	
22:04:29.847452	9	2018	0	30	
22:04:29.869571	0	2045	0	38	
22:04:29.891689	39	1886	15	39	
22:04:29.913807	30	2124	0	0	
22:04:29.935925	12	1670	96	38	
22:04:29.958044	30	2015	30	31	
22:04:29.980162	49	1997	32	0	
22:04:30.002280	4	1839	0	0	
22:04:30.024399	28	1843	130	29	
22:04:30.046517	17	1835	10	46	
22:04:30.068636	75	2046	40	0	
22:04:30.090754	27	2080	54	0	
22:04:30.112872	0	2049	0	0	
22:04:30.134990	42	2032	17	0	
22:04:30.157109	0	2067	0	10	
22:04:30.179227	0	2106	0	17	
22:04:30.201346	2	2049	0	38	
22:04:30.223464	0	2005	18	0	
22:04:30.245582	13	2007	53	10	
22:04:30.267701	44	1878	51	0	
22:04:30.289819	14	2104	0	41	
22:04:30.311937	16	1937	131	34	
22:04:30.334055	50	2030	0	24	
22:04:30.356174	40	2035	0	40	
22:04:30.378293	0	2043	0	15	
22:04:30.400411	19	1992	11	36	
22:04:30.422529	3	2183	0	37	
22:04:30.444647	53	2205	1	8	
22:04:30.466766	14	1759	30	13	
22:04:30.488885	0	2033	0	39	
22:04:30.511002	0	2035	35	0	
22:04:30.533120	40	1987	46	15	
22:04:30.555239	0	1971	75	21	
22:04:30.577357	0	1923	0	20	
22:04:30.599476	0	2000	10	0	
22:04:30.621594	0	2091	0	0	
22:04:30.643713	40	1900	0	52	
22:04:30.665831	21	2025	37	10	
22:04:30.687950	49	2091	0	41	
22:04:30.710067	0	1895	0	0	
22:04:30.732186	58	2077	41	9	
22:04:30.754304	24	1880	111	24	
22:04:30.776423	0	2176	0	26	
22:04:30.798541	11	2112	57	23	
22:04:30.820660	0	1946	0	40	
22:04:30.842778	0	2091	0	14	
22:04:30.864896	0	1918	44	17	
22:04:30.887014	28	1967	28	12	
22:04:30.909133	50	1856	0	0	
22:04:30.931251	18	2085	0	5	
22:04:30.953369	9	1952	60	28	
22:04:30.975488	43	2132	45	7	
22:04:30.997606	0	2168	0	0	
22:04:31.019725	48	1968	84	0	
22:04:31.041843	41	2031	56	0	
22:04:31.063961	0	2095	0	17	
22:04:31.086079	4	1964	69	0	
22:04:31.108198	42	1982	36	103	
22:04:31.130316	25	2143	0	48	
22:04:31.152435	13	1916	53	15	
22:04:31.174553	64	2084	0	44	
22:04:31.196671	28	2109	0	35	
22:04:31.218790	0	2069	4	33	
22:04:31.240908	1	2178	1	51	
22:04:31.263026	40	2219	0	0	
22:04:31.285144	16	1966	37	42	
22:04:31.307263	0	2053	23	0	
22:04:31.329381	0	2095	0	24	
22:04:31.351500	0	2001	53	0	
22:04:31.373618	32	1990	0	34	
22:04:31.395736	52	2077	0	18	
22:04:31.417855	0	2187	0	37	
22:04:31.439973	74	1978	56	16	
22:04:31.462091	57	2151	0	36	
22:04:31.484210	27	2081	0	0	
22:04:31.506328	0	1999	16	0	
22:04:31.528447	0	2039	64	19	
22:04:31.550565	0	2082	29	1	
22:04:31.572683	17	1937	25	0	
22:04:31.594801	0	1964	0	44	
22:04:31.616920	33	2108	115	8	
22:04:31.639039	10	2013	10	18	
22:04:31.661156	44	1817	41	36	
22:04:31.683275	6	1917	45	0	
22:04:31.705393	28	1996	0	0	
22:04:31.727512	28	2102	56	3	
22:04:31.749630	20	1893	156	19	
22:04:31.771748	0	1989	17	29	
22:04:31.793866	0	2010	51	29	
22:04:31.815985	14	2137	5	0	
22:04:31.838104	0	2000	61	20	
22:04:31.860222	0	2024	157	46	
22:04:31.882340	0	2007	0	46	
22:04:31.904458	44	2209	51	35	
22:04:31.926577	19	2020	0	0	
22:04:31.948695	36	2003	0	0	
22:04:31.970813	24	2051	0	30	
22:04:31.992931	49	1968	0	32	
22:04:32.015050	60	2051	13	0	
22:04:32.037168	0	1963	92	0	
22:04:32.059287	49	2108	99	0	
22:04:32.081405	34	2013	0	21	
22:04:32.103524	47	2060	0	0	
22:04:32.125642	0	2015	56	38	
22:04:32.147760	15	2078	53	4	
22:04:32.169878	1	2039	47	9	
22:04:32.191997	47	2183	55	25	
22:04:32.214115	3	2182	24	56	
22:04:32.236233	0	2246	0	0	
22:04:32.258352	0	1983	6	34	
22:04:32.280471	44	2151	0	0	
22:04:32.302589	0	2060	0	26	
22:04:32.324707	0	2142	0	26	
22:04:32.346825	55	1991	0	29	
22:04:32.368944	82	2022	0	0	
22:04:32.391062	30	2050	0	17	
22:04:32.413180	44	1704	129	41	
22:04:32.435298	23	2105	0	0	
22:04:32.457417	29	1972	0	36	
22:04:32.479535	22	1925	155	19	
22:04:32.501654	55	2149	0	28	
22:04:32.523772	0	2097	0	73	
22:04:32.545890	0	1946	20	0	
22:04:32.568009	0	2043	0	3	
22:04:32.590127	0	2095	0	16	
22:04:32.612245	42	1919	9	15	
22:04:32.634364	0	1943	13	26	
22:04:32.656482	38	2109	0	0	
22:04:32.678601	17	1840	123	22	
22:04:32.700719	52	1974	0	49	
22:04:32.722837	59	2061	0	0	
22:04:32.744955	26	1828	11	0	
22:04:32.767074	53	1870	43	36	
22:04:32.789193	111	2212	42	0	
22:04:32.811310	31	2140	0	0	
22:04:32.833429	18	1977	0	54	
22:04:32.855547	48	1976	0	4	
22:04:32.877666	44	2154	0	0	
22:04:32.899784	0	1854	0	36	
22:04:32.921903	28	2049	0	11	
22:04:32.944020	36	2100	0	40	
22:04:32.966139	4	1999	99	26	
22:04:32.988258	0	1976	13	46	
22:04:33.010375	33	2114	0	0	
22:04:33.032494	20	1993	64	63	
22:04:33.054612	28	2130	32	0	
22:04:33.076731	0	1972	50	4	
22:04:33.098849	4	2205	23	0	
22:04:33.120968	64	1942	0	22	
22:04:33.143085	51	1864	0	33	
22:04:33.165204	23	2171	65	24	
22:04:33.187323	10	2249	22	0	
22:04:33.209441	32	2105	24	6	
22:04:33.231559	0	2051	0	32	
22:04:33.253678	37	2261	0	10	
22:04:33.275796	0	1903	63	38	
22:04:33.297915	12	2147	34	0	
22:04:33.320033	41	2087	0	49	
22:04:33.342151	0	2032	26	29	
22:04:33.364269	0	1931	1	16	
22:04:33.386387	81	2085	28	0	
22:04:33.408506	33	1994	118	19	
22:04:33.430624	34	2007	0	42	
22:04:33.452743	13	1965	0	37	
22:04:33.474861	50	2065	45	0	
22:04:33.496979	26	2168	0	0	
22:04:33.519098	58	1825	0	33	
22:04:33.541216	43	2201	16	27	
22:04:33.563334	54	2153	6	0	
22:04:33.585453	40	2171	60	0	
22:04:33.607571	18	2061	43	33	
22:04:33.629689	0	2017	0	0	
22:04:33.651808	0	1937	11	35	
22:04:33.673926	0	1979	15	0	
22:04:33.696044	16	2072	25	75	
22:04:33.718163	0	1975	24	19	
22:04:33.740281	45	2009	0	3	
22:04:33.762399	0	2201	135	0	
22:04:33.784518	6	2073	0	6	
22:04:33.806636	37	2013	0	19	
22:04:33.828755	56	1864	26	0	
22:04:33.850873	51	2073	0	4	
22:04:33.872991	25	1700	0	86	
22:04:33.895109	40	2100	24	0	
22:04:33.917228	36	2112	0	20	
22:04:33.939346	34	2174	2	32	
22:04:33.961465	20	2023	0	0	
22:04:33.983583	56	2130	70	0	
22:04:34.005701	2	2185	54	41	
22:04:34.027820	62	2125	39	0	
22:04:34.049938	50	1875	0	33	
22:04:34.072056	56	2066	0	0	
22:04:34.094174	0	1993	12	0	
22:04:34.116293	8	2015	0	32	
22:04:34.138412	50	2077	52	21	
22:04:34.160530	71	2117	0	41	
22:04:34.182648	30	2039	0	21	
22:04:34.204767	1	2137	65	43	
22:04:34.226885	9	1811	0	44	
22:04:34.249004	17	2152	29	18	
22:04:34.271121	0	2063	22	22	
22:04:34.293240	0	2095	18	7	
22:04:34.315358	37	2084	0	15	
22:04:34.337476	29	2048	0	41	
22:04:34.359595	0	2057	0	0	
22:04:34.381713	0	2128	0	42	
22:04:34.403832	22	1964	0	11	
22:04:34.425950	36	2025	19	46	
22:04:34.448069	20	2113	80	0	
22:04:34.470186	0	2045	36	7	
22:04:34.492305	15	2117	58	26	
22:04:34.514423	12	2204	20	19	
22:04:34.536542	85	1972	0	0	
22:04:34.558660	0	2088	33	0	
22:04:34.580778	65	2033	0	72	
22:04:34.602897	60	2027	12	101	
22:04:34.625015	0	2063	42	36	
22:04:34.647133	78	1884	0	0	
22:04:34.669252	0	2027	27	26	
22:04:34.691370	51	1930	31	21	
22:04:34.713488	25	1924	0	28	
22:04:34.735607	82	1843	0	32	
22:04:34.757725	26	1995	119	6	
22:04:34.779844	26	2031	0	35	
22:04:34.801962	0	2158	35	58	
22:04:34.824081	48	2081	0	19	
22:04:34.846198	42	2108	73	0	
22:04:34.868317	0	1962	0	8	
22:04:34.890435	24	2175	24	61	
22:04:34.912554	34	1815	0	11	
22:04:34.934672	18	2002	19	33	
22:04:34.956790	16	1970	0	64	
22:04:34.978909	41	2019	65	0	
22:04:35.001027	36	2126	0	0	
22:04:35.023146	41	1974	5	42	
22:04:35.045263	33	1988	117	0	
22:04:35.067382	0	2007	64	75	
22:04:35.089500	19	2182	76	34	
22:04:35.111619	41	2077	45	0	
22:04:35.133737	0	2000	100	0	
22:04:35.155855	44	2186	37	0	
22:04:35.177974	8	1952	71	0	
22:04:35.200092	35	2142	34	10	
22:04:35.222211	30	2012	106	0	
22:04:35.244329	91	2065	76	22	
22:04:35.266447	0	2055	25	3	
22:04:35.288566	40	1959	38	17	
22:04:35.310684	0	2072	34	19	
22:04:35.332802	46	2039	0	0	
22:04:35.354920	21	1960	50	0	
22:04:35.377039	17	1948	56	22	
22:04:35.399158	56	1815	67	30	
22:04:35.421276	52	1992	0	3	
22:04:35.443394	13	1988	30	0	
22:04:35.465512	27	2177	27	17	
22:04:35.487631	9	1895	89	28	
22:04:35.509749	0	2065	23	0	
22:04:35.531867	0	2040	22	5	
22:04:35.553985	48	2048	0	0	
22:04:35.576104	0	2005	108	28	
22:04:35.598223	21	2188	0	0	
22:04:35.620341	12	2231	25	0	
22:04:35.642459	16	1958	47	0	
22:04:35.664577	43	2062	35	1	
22:04:35.686696	22	2170	34	0	
22:04:35.708814	0	2013	98	0	
22:04:35.730933	42	2072	25	42	
22:04:35.753051	0	1999	44	29	
22:04:35.775169	32	1992	86	23	
22:04:35.797287	52	1971	2	30	
22:04:35.819406	0	2052	0	27	
22:04:35.841524	34	2191	12	34	
22:04:35.863642	28	1872	0	25	
22:04:35.885761	39	2139	0	16	
22:04:35.907879	24	1925	0	64	
22:04:35.929998	16	2131	84	7	
22:04:35.952116	2	2107	0	26	
22:04:35.974234	24	2026	0	42	
22:04:35.996352	31	1961	0	36	
22:04:36.018471	39	2054	0	0	
22:04:36.040589	31	2084	32	18	
22:04:36.062708	55	1941	5	39	
22:04:36.084826	25	2188	0	42	
22:04:36.106944	0	2113	51	0	
22:04:36.129063	67	1971	31	53	
22:04:36.151181	32	2035	0	10	
22:04:36.173299	22	2113	76	16	
22:04:36.195417	0	2081	0	16	
22:04:36.217536	39	2177	12	0	
22:04:36.239654	46	2001	0	32	
22:04:36.261773	39	2060	63	26	
22:04:36.283891	50	1970	50	0	
22:04:36.306009	29	1965	0	56	
22:04:36.328128	36	2029	20	20	
22:04:36.350246	48	2040	15	31	
22:04:36.372364	2	2034	0	19	
22:04:36.394483	1	1845	35	19	
22:04:36.416601	29	1908	13	0	
22:04:36.438720	2	2137	103	0	
22:04:36.460838	0	2067	81	21	
22:04:36.482956	0	2003	48	5	
22:04:36.505074	22	2205	0	36	
22:04:36.527193	50	1818	0	0	
22:04:36.549311	54	1685	50	18	
22:04:36.571429	35	2071	122	0	
22:04:36.593548	0	2058	0	28	
