IRIG Time	ARC_DECOM_STREAM_1: Imon FBP	ARC_DECOM_STREAM_1: Imon LEP	
22:03:48.728047	85.652259	104.863980	
22:03:48.750165	91.255678	100.061050	
22:03:48.772284	90.455189	96.058608	
22:03:48.794402	91.255678	104.063492	
22:03:48.816520	91.255678	104.863980	
22:03:48.838639	91.255678	104.063492	
22:03:48.860758	91.255678	103.263004	
22:03:48.882875	92.056166	106.464957	
22:03:48.904994	88.854212	106.464957	
22:03:48.927112	84.851770	104.063492	
22:03:48.949231	92.056166	99.260562	
22:03:48.971348	90.455189	96.058608	
22:03:48.993467	90.455189	104.863980	
22:03:49.015585	89.654701	104.863980	
22:03:49.037703	91.255678	104.063492	
22:03:49.059822	91.255678	103.263004	
22:03:49.081940	91.255678	106.464957	
22:03:49.104059	89.654701	105.664469	
22:03:49.126177	84.851770	104.063492	
22:03:49.148296	91.255678	99.260562	
22:03:49.170414	90.455189	96.859096	
22:03:49.192532	89.654701	104.063492	
22:03:49.214650	90.455189	104.063492	
22:03:49.236769	91.255678	104.063492	
22:03:49.258887	91.255678	103.263004	
22:03:49.281006	91.255678	106.464957	
22:03:49.303124	89.654701	106.464957	
22:03:49.325242	84.851770	104.063492	
22:03:49.347360	90.455189	100.061050	
22:03:49.369479	90.455189	96.058608	
22:03:49.391597	92.056166	104.063492	
22:03:49.413715	91.255678	104.063492	
22:03:49.435834	91.255678	104.863980	
22:03:49.457952	92.056166	104.063492	
22:03:49.480071	91.255678	106.464957	
22:03:49.502189	88.854212	107.265446	
22:03:49.524307	85.652259	104.863980	
22:03:49.546425	91.255678	100.061050	
22:03:49.568544	90.455189	95.258120	
22:03:49.590662	89.654701	103.263004	
22:03:49.612781	90.455189	104.863980	
22:03:49.634899	91.255678	104.863980	
22:03:49.657017	92.056166	103.263004	
22:03:49.679136	92.056166	107.265446	
22:03:49.701254	88.854212	106.464957	
22:03:49.723372	84.851770	104.863980	
22:03:49.745491	90.455189	100.061050	
22:03:49.767609	90.455189	95.258120	
22:03:49.789728	91.255678	104.063492	
22:03:49.811846	90.455189	104.863980	
22:03:49.833964	91.255678	104.863980	
22:03:49.856083	92.056166	103.263004	
22:03:49.878201	91.255678	106.464957	
22:03:49.900319	88.854212	106.464957	
22:03:49.922438	84.851770	104.863980	
22:03:49.944556	90.455189	99.260562	
22:03:49.966674	90.455189	95.258120	
22:03:49.988793	91.255678	104.063492	
22:03:50.010911	90.455189	104.063492	
22:03:50.033029	91.255678	104.063492	
22:03:50.055147	91.255678	103.263004	
22:03:50.077266	92.056166	106.464957	
22:03:50.099385	88.854212	106.464957	
22:03:50.121502	85.652259	104.863980	
22:03:50.143621	89.654701	100.061050	
22:03:50.165739	90.455189	95.258120	
22:03:50.187858	90.455189	104.863980	
22:03:50.209976	90.455189	103.263004	
22:03:50.232095	91.255678	104.063492	
22:03:50.254213	92.856654	103.263004	
22:03:50.276331	91.255678	105.664469	
22:03:50.298450	88.854212	106.464957	
22:03:50.320568	85.652259	104.863980	
22:03:50.342686	90.455189	100.061050	
22:03:50.364804	91.255678	96.859096	
22:03:50.386923	90.455189	104.863980	
22:03:50.409041	91.255678	104.063492	
22:03:50.431160	91.255678	104.063492	
22:03:50.453278	91.255678	103.263004	
22:03:50.475396	91.255678	106.464957	
22:03:50.497514	88.854212	106.464957	
22:03:50.519633	86.452747	104.863980	
22:03:50.541752	91.255678	100.061050	
22:03:50.563870	91.255678	96.058608	
22:03:50.585988	91.255678	104.063492	
22:03:50.608107	91.255678	104.063492	
22:03:50.630225	91.255678	104.063492	
22:03:50.652343	91.255678	104.063492	
22:03:50.674461	91.255678	106.464957	
22:03:50.696579	88.854212	106.464957	
22:03:50.718699	84.851770	104.863980	
22:03:50.740817	90.455189	100.061050	
22:03:50.762935	92.056166	96.859096	
22:03:50.785053	90.455189	104.863980	
22:03:50.807172	90.455189	104.063492	
22:03:50.829290	91.255678	104.063492	
22:03:50.851409	91.255678	103.263004	
22:03:50.873526	91.255678	106.464957	
22:03:50.895645	88.854212	106.464957	
22:03:50.917763	85.652259	104.863980	
22:03:50.939882	90.455189	100.061050	
22:03:50.962000	91.255678	96.058608	
22:03:50.984118	90.455189	104.063492	
22:03:51.006236	90.455189	104.063492	
22:03:51.028355	91.255678	104.063492	
22:03:51.050474	91.255678	103.263004	
22:03:51.072591	91.255678	106.464957	
22:03:51.094710	88.854212	106.464957	
22:03:51.116828	85.652259	104.063492	
22:03:51.138947	91.255678	100.861538	
22:03:51.161065	91.255678	95.258120	
22:03:51.183183	91.255678	104.063492	
22:03:51.205301	90.455189	104.063492	
22:03:51.227420	91.255678	104.863980	
22:03:51.249539	91.255678	103.263004	
22:03:51.271657	90.455189	106.464957	
22:03:51.293775	88.053724	106.464957	
22:03:51.315893	85.652259	104.063492	
22:03:51.338012	91.255678	100.061050	
22:03:51.360130	90.455189	96.058608	
22:03:51.382248	91.255678	104.863980	
22:03:51.404367	90.455189	104.063492	
22:03:51.426485	91.255678	104.863980	
22:03:51.448604	92.056166	102.462515	
22:03:51.470722	91.255678	105.664469	
22:03:51.492840	88.854212	106.464957	
22:03:51.514959	84.851770	104.863980	
22:03:51.537077	90.455189	100.061050	
22:03:51.559196	91.255678	96.058608	
22:03:51.581313	90.455189	104.063492	
22:03:51.603432	91.255678	104.063492	
22:03:51.625550	91.255678	104.063492	
22:03:51.647668	92.056166	103.263004	
22:03:51.669787	92.856654	105.664469	
22:03:51.691905	88.854212	106.464957	
22:03:51.714024	85.652259	105.664469	
22:03:51.736142	90.455189	100.061050	
22:03:51.758261	90.455189	96.058608	
22:03:51.780379	90.455189	104.863980	
22:03:51.802497	91.255678	104.063492	
22:03:51.824615	91.255678	104.063492	
22:03:51.846734	92.056166	103.263004	
22:03:51.868852	92.056166	106.464957	
22:03:51.890971	88.854212	105.664469	
22:03:51.913089	84.851770	104.063492	
22:03:51.935207	90.455189	100.061050	
22:03:51.957325	90.455189	96.058608	
22:03:51.979444	91.255678	104.863980	
22:03:52.001562	91.255678	104.863980	
22:03:52.023680	91.255678	104.063492	
22:03:52.045799	91.255678	103.263004	
22:03:52.067917	92.056166	106.464957	
22:03:52.090036	89.654701	105.664469	
22:03:52.112154	84.851770	104.063492	
22:03:52.134272	90.455189	100.061050	
22:03:52.156390	90.455189	96.058608	
22:03:52.178509	90.455189	104.063492	
22:03:52.200627	90.455189	104.063492	
22:03:52.222746	91.255678	104.063492	
22:03:52.244864	92.056166	103.263004	
22:03:52.266982	91.255678	106.464957	
22:03:52.289101	88.854212	106.464957	
22:03:52.311219	84.851770	104.863980	
22:03:52.333337	88.053724	100.061050	
22:03:52.355455	90.455189	96.058608	
22:03:52.377574	90.455189	104.863980	
22:03:52.399693	90.455189	104.863980	
22:03:52.421811	91.255678	104.863980	
22:03:52.443929	92.056166	104.063492	
22:03:52.466048	91.255678	106.464957	
22:03:52.488166	88.854212	105.664469	
22:03:52.510284	84.851770	104.863980	
22:03:52.532402	92.056166	99.260562	
22:03:52.554521	90.455189	95.258120	
22:03:52.576639	91.255678	104.863980	
22:03:52.598758	90.455189	104.063492	
22:03:52.620876	91.255678	104.063492	
22:03:52.642994	91.255678	104.063492	
22:03:52.665113	91.255678	106.464957	
22:03:52.687231	89.654701	105.664469	
22:03:52.709350	85.652259	104.863980	
22:03:52.731467	90.455189	100.061050	
22:03:52.753586	90.455189	96.058608	
22:03:52.775704	91.255678	104.063492	
22:03:52.797823	91.255678	104.063492	
22:03:52.819941	91.255678	104.063492	
22:03:52.842060	92.056166	103.263004	
22:03:52.864178	92.056166	107.265446	
22:03:52.886296	89.654701	106.464957	
22:03:52.908415	84.851770	104.063492	
22:03:52.930532	90.455189	99.260562	
22:03:52.952652	90.455189	95.258120	
22:03:52.974769	90.455189	104.063492	
22:03:52.996888	90.455189	104.063492	
22:03:53.019006	91.255678	104.863980	
22:03:53.041125	92.056166	104.063492	
22:03:53.063243	91.255678	105.664469	
22:03:53.085361	88.854212	106.464957	
22:03:53.107479	84.851770	104.863980	
22:03:53.129598	90.455189	100.861538	
22:03:53.151716	90.455189	96.058608	
22:03:53.173835	91.255678	104.063492	
22:03:53.195953	89.654701	104.863980	
22:03:53.218072	91.255678	104.863980	
22:03:53.240190	91.255678	103.263004	
22:03:53.262308	91.255678	106.464957	
22:03:53.284426	88.854212	106.464957	
22:03:53.306544	85.652259	104.063492	
22:03:53.328663	90.455189	100.061050	
22:03:53.350781	90.455189	96.058608	
22:03:53.372900	91.255678	104.063492	
22:03:53.395018	90.455189	104.063492	
22:03:53.417136	91.255678	104.863980	
22:03:53.439255	91.255678	104.063492	
22:03:53.461373	91.255678	105.664469	
22:03:53.483491	88.854212	106.464957	
22:03:53.505610	84.851770	104.863980	
22:03:53.527728	90.455189	100.061050	
22:03:53.549847	90.455189	95.258120	
22:03:53.571965	90.455189	104.863980	
22:03:53.594083	90.455189	104.063492	
22:03:53.616201	91.255678	103.263004	
22:03:53.638320	91.255678	103.263004	
22:03:53.660438	91.255678	106.464957	
22:03:53.682556	88.854212	106.464957	
22:03:53.704675	85.652259	104.863980	
22:03:53.726793	90.455189	100.061050	
22:03:53.748912	90.455189	95.258120	
22:03:53.771030	90.455189	104.063492	
22:03:53.793148	90.455189	104.063492	
22:03:53.815266	91.255678	103.263004	
22:03:53.837385	92.056166	103.263004	
22:03:53.859504	91.255678	106.464957	
22:03:53.881622	88.854212	107.265446	
22:03:53.903740	84.051282	104.063492	
22:03:53.925858	90.455189	100.061050	
22:03:53.947977	90.455189	96.058608	
22:03:53.970095	90.455189	104.063492	
22:03:53.992213	89.654701	104.063492	
22:03:54.014331	90.455189	104.063492	
22:03:54.036450	92.056166	103.263004	
22:03:54.058569	91.255678	105.664469	
22:03:54.080687	89.654701	107.265446	
22:03:54.102805	85.652259	104.063492	
22:03:54.124923	91.255678	100.861538	
22:03:54.147042	90.455189	95.258120	
22:03:54.169161	90.455189	104.063492	
22:03:54.191278	90.455189	104.063492	
22:03:54.213397	92.056166	104.063492	
22:03:54.235515	92.056166	103.263004	
22:03:54.257633	92.056166	106.464957	
22:03:54.279752	89.654701	106.464957	
22:03:54.301870	84.051282	104.863980	
22:03:54.323989	90.455189	100.861538	
22:03:54.346107	91.255678	95.258120	
22:03:54.368226	91.255678	104.063492	
22:03:54.390344	90.455189	104.063492	
22:03:54.412462	91.255678	104.063492	
22:03:54.434580	91.255678	103.263004	
22:03:54.456699	91.255678	106.464957	
22:03:54.478817	88.854212	106.464957	
22:03:54.500935	85.652259	104.863980	
22:03:54.523054	89.654701	99.260562	
22:03:54.545172	90.455189	96.058608	
22:03:54.567290	90.455189	104.063492	
22:03:54.589409	90.455189	104.063492	
22:03:54.611527	91.255678	104.063492	
22:03:54.633645	92.056166	103.263004	
22:03:54.655764	92.056166	106.464957	
22:03:54.677882	88.053724	106.464957	
22:03:54.700001	84.051282	104.863980	
22:03:54.722119	91.255678	100.061050	
22:03:54.744238	90.455189	96.058608	
22:03:54.766355	90.455189	104.063492	
22:03:54.788474	90.455189	104.063492	
22:03:54.810593	91.255678	104.063492	
22:03:54.832711	92.056166	104.063492	
22:03:54.854829	91.255678	106.464957	
22:03:54.876947	88.854212	106.464957	
22:03:54.899066	84.851770	104.863980	
22:03:54.921184	90.455189	99.260562	
22:03:54.943303	90.455189	96.058608	
22:03:54.965420	90.455189	104.863980	
22:03:54.987539	90.455189	104.863980	
22:03:55.009657	91.255678	103.263004	
22:03:55.031776	91.255678	102.462515	
22:03:55.053894	91.255678	106.464957	
22:03:55.076012	89.654701	105.664469	
22:03:55.098131	85.652259	104.063492	
22:03:55.120249	91.255678	100.061050	
22:03:55.142368	90.455189	96.058608	
22:03:55.164485	89.654701	104.863980	
22:03:55.186604	90.455189	104.063492	
22:03:55.208723	91.255678	103.263004	
22:03:55.230841	92.056166	104.063492	
22:03:55.252959	91.255678	106.464957	
22:03:55.275078	89.654701	106.464957	
22:03:55.297196	84.851770	104.063492	
22:03:55.319315	90.455189	100.061050	
22:03:55.341433	90.455189	96.058608	
22:03:55.363551	90.455189	104.063492	
22:03:55.385669	91.255678	104.863980	
22:03:55.407788	90.455189	104.063492	
22:03:55.429906	92.056166	103.263004	
22:03:55.452024	91.255678	106.464957	
22:03:55.474143	89.654701	106.464957	
22:03:55.496261	84.851770	104.863980	
22:03:55.518380	91.255678	100.861538	
22:03:55.540498	90.455189	96.058608	
22:03:55.562616	90.455189	104.063492	
22:03:55.584734	90.455189	104.863980	
22:03:55.606853	91.255678	104.063492	
22:03:55.628971	91.255678	103.263004	
22:03:55.651089	90.455189	105.664469	
22:03:55.673207	88.854212	106.464957	
22:03:55.695326	84.851770	104.863980	
22:03:55.717444	91.255678	100.061050	
22:03:55.739563	90.455189	96.859096	
22:03:55.761681	90.455189	104.863980	
22:03:55.783800	90.455189	104.863980	
22:03:55.805918	91.255678	104.063492	
22:03:55.828037	92.056166	103.263004	
22:03:55.850155	91.255678	105.664469	
22:03:55.872272	89.654701	106.464957	
22:03:55.894391	84.851770	104.063492	
22:03:55.916509	90.455189	100.861538	
22:03:55.938628	90.455189	96.058608	
22:03:55.960746	90.455189	104.063492	
22:03:55.982865	90.455189	104.063492	
22:03:56.004983	91.255678	104.063492	
22:03:56.027101	91.255678	103.263004	
22:03:56.049220	91.255678	105.664469	
22:03:56.071338	90.455189	105.664469	
22:03:56.093456	85.652259	104.863980	
22:03:56.115575	90.455189	99.260562	
22:03:56.137693	90.455189	95.258120	
22:03:56.159812	92.056166	104.063492	
22:03:56.181930	91.255678	104.863980	
22:03:56.204048	90.455189	104.863980	
22:03:56.226166	92.056166	104.063492	
22:03:56.248285	90.455189	105.664469	
22:03:56.270403	88.854212	106.464957	
22:03:56.292521	85.652259	104.063492	
22:03:56.314640	90.455189	100.061050	
22:03:56.336758	90.455189	96.058608	
22:03:56.358877	90.455189	104.063492	
22:03:56.380995	90.455189	104.063492	
22:03:56.403113	92.056166	104.863980	
22:03:56.425232	92.056166	103.263004	
22:03:56.447350	91.255678	105.664469	
22:03:56.469469	88.854212	106.464957	
22:03:56.491586	84.851770	103.263004	
22:03:56.513705	91.255678	99.260562	
22:03:56.535823	91.255678	96.058608	
22:03:56.557942	91.255678	104.063492	
22:03:56.580060	91.255678	104.863980	
22:03:56.602178	92.056166	104.063492	
22:03:56.624296	92.056166	103.263004	
22:03:56.646415	91.255678	106.464957	
22:03:56.668534	89.654701	106.464957	
22:03:56.690652	84.851770	104.863980	
22:03:56.712770	91.255678	100.061050	
22:03:56.734888	89.654701	96.058608	
22:03:56.757007	90.455189	104.863980	
22:03:56.779126	90.455189	104.063492	
22:03:56.801243	91.255678	104.863980	
22:03:56.823362	92.056166	104.063492	
22:03:56.845480	92.056166	106.464957	
22:03:56.867598	88.854212	106.464957	
22:03:56.889717	84.851770	104.863980	
22:03:56.911835	90.455189	99.260562	
22:03:56.933953	91.255678	95.258120	
22:03:56.956072	90.455189	104.863980	
22:03:56.978190	91.255678	104.863980	
22:03:57.000308	91.255678	104.863980	
22:03:57.022427	91.255678	103.263004	
22:03:57.044545	91.255678	106.464957	
22:03:57.066664	89.654701	105.664469	
22:03:57.088782	85.652259	104.863980	
22:03:57.110900	91.255678	99.260562	
22:03:57.133018	91.255678	95.258120	
22:03:57.155137	91.255678	104.863980	
22:03:57.177255	90.455189	104.063492	
22:03:57.199374	92.056166	104.063492	
22:03:57.221492	91.255678	103.263004	
22:03:57.243611	91.255678	106.464957	
22:03:57.265729	88.854212	106.464957	
22:03:57.287847	84.051282	104.863980	
22:03:57.309966	92.056166	99.260562	
22:03:57.332084	90.455189	96.058608	
22:03:57.354202	90.455189	104.863980	
22:03:57.376320	90.455189	104.063492	
22:03:57.398439	91.255678	104.063492	
22:03:57.420557	91.255678	103.263004	
22:03:57.442676	91.255678	105.664469	
22:03:57.464794	88.854212	106.464957	
22:03:57.486912	85.652259	104.863980	
22:03:57.509031	91.255678	100.061050	
22:03:57.531149	90.455189	95.258120	
22:03:57.553267	90.455189	104.063492	
22:03:57.575385	90.455189	104.063492	
22:03:57.597504	91.255678	104.063492	
22:03:57.619622	91.255678	103.263004	
22:03:57.641741	91.255678	105.664469	
22:03:57.663859	89.654701	106.464957	
22:03:57.685977	84.851770	105.664469	
22:03:57.708096	90.455189	100.061050	
22:03:57.730214	90.455189	95.258120	
22:03:57.752333	91.255678	104.063492	
22:03:57.774451	90.455189	104.063492	
22:03:57.796569	91.255678	103.263004	
22:03:57.818688	92.856654	103.263004	
22:03:57.840806	91.255678	106.464957	
22:03:57.862924	89.654701	106.464957	
22:03:57.885042	84.851770	104.863980	
22:03:57.907160	90.455189	100.061050	
22:03:57.929279	90.455189	96.058608	
22:03:57.951398	90.455189	104.063492	
22:03:57.973516	90.455189	103.263004	
22:03:57.995634	91.255678	104.063492	
22:03:58.017752	91.255678	103.263004	
22:03:58.039871	91.255678	106.464957	
22:03:58.061990	88.854212	107.265446	
22:03:58.084107	84.851770	104.863980	
22:03:58.106226	90.455189	100.061050	
22:03:58.128344	90.455189	96.058608	
22:03:58.150463	90.455189	104.063492	
22:03:58.172581	90.455189	104.863980	
22:03:58.194699	91.255678	104.063492	
22:03:58.216818	92.056166	103.263004	
22:03:58.238936	92.056166	106.464957	
22:03:58.261054	88.854212	106.464957	
22:03:58.283172	84.851770	104.863980	
22:03:58.305291	90.455189	100.061050	
22:03:58.327409	90.455189	95.258120	
22:03:58.349528	91.255678	104.863980	
22:03:58.371646	90.455189	104.063492	
22:03:58.393765	91.255678	103.263004	
22:03:58.415883	91.255678	104.063492	
22:03:58.438001	92.056166	106.464957	
22:03:58.460120	88.854212	105.664469	
22:03:58.482238	85.652259	104.863980	
22:03:58.504356	90.455189	100.061050	
22:03:58.526475	91.255678	96.058608	
22:03:58.548593	90.455189	104.063492	
22:03:58.570711	90.455189	104.063492	
22:03:58.592830	90.455189	104.063492	
22:03:58.614948	92.856654	103.263004	
22:03:58.637066	91.255678	105.664469	
22:03:58.659185	88.854212	106.464957	
22:03:58.681303	85.652259	104.063492	
22:03:58.703421	91.255678	100.061050	
22:03:58.725540	90.455189	95.258120	
22:03:58.747658	92.056166	104.063492	
22:03:58.769777	90.455189	104.063492	
22:03:58.791895	90.455189	104.063492	
22:03:58.814013	92.056166	103.263004	
22:03:58.836131	91.255678	105.664469	
22:03:58.858250	88.854212	106.464957	
22:03:58.880368	84.851770	104.863980	
22:03:58.902486	91.255678	100.061050	
22:03:58.924605	91.255678	95.258120	
22:03:58.946723	91.255678	104.063492	
22:03:58.968842	90.455189	104.063492	
22:03:58.990960	91.255678	104.063492	
22:03:59.013078	92.056166	103.263004	
22:03:59.035196	91.255678	105.664469	
22:03:59.057315	88.854212	105.664469	
22:03:59.079433	84.851770	103.263004	
22:03:59.101552	89.654701	99.260562	
22:03:59.123670	91.255678	95.258120	
22:03:59.145789	91.255678	104.063492	
22:03:59.167907	90.455189	104.863980	
22:03:59.190025	91.255678	104.063492	
22:03:59.212144	92.056166	103.263004	
22:03:59.234261	91.255678	106.464957	
22:03:59.256380	88.854212	106.464957	
22:03:59.278498	86.452747	104.863980	
22:03:59.300617	90.455189	100.061050	
22:03:59.322735	91.255678	96.058608	
22:03:59.344854	90.455189	104.063492	
22:03:59.366972	91.255678	104.863980	
22:03:59.389091	91.255678	104.063492	
22:03:59.411208	91.255678	103.263004	
22:03:59.433327	91.255678	106.464957	
22:03:59.455445	88.854212	106.464957	
22:03:59.477564	85.652259	104.063492	
22:03:59.499682	90.455189	100.061050	
22:03:59.521800	90.455189	96.859096	
22:03:59.543919	90.455189	104.063492	
22:03:59.566037	90.455189	104.063492	
22:03:59.588155	91.255678	104.863980	
22:03:59.610273	92.056166	103.263004	
22:03:59.632392	91.255678	105.664469	
22:03:59.654510	89.654701	106.464957	
22:03:59.676629	84.851770	104.063492	
22:03:59.698747	91.255678	100.061050	
22:03:59.720865	91.255678	95.258120	
22:03:59.742984	91.255678	104.063492	
22:03:59.765102	90.455189	104.063492	
22:03:59.787220	91.255678	104.863980	
22:03:59.809339	92.056166	102.462515	
22:03:59.831457	91.255678	104.863980	
22:03:59.853575	88.854212	106.464957	
22:03:59.875694	85.652259	104.863980	
22:03:59.897812	90.455189	99.260562	
22:03:59.919931	91.255678	96.058608	
22:03:59.942049	90.455189	104.063492	
22:03:59.964167	91.255678	104.863980	
22:03:59.986285	91.255678	104.063492	
22:04:00.008404	92.856654	103.263004	
22:04:00.030522	92.056166	105.664469	
22:04:00.052640	89.654701	106.464957	
22:04:00.074759	84.851770	104.863980	
22:04:00.096877	91.255678	99.260562	
22:04:00.118996	90.455189	96.058608	
22:04:00.141114	90.455189	104.063492	
22:04:00.163232	91.255678	104.063492	
22:04:00.185350	92.056166	104.863980	
22:04:00.207469	91.255678	102.462515	
22:04:00.229587	92.056166	105.664469	
22:04:00.251706	89.654701	106.464957	
22:04:00.273824	85.652259	104.063492	
22:04:00.295942	91.255678	99.260562	
22:04:00.318061	89.654701	95.258120	
22:04:00.340179	90.455189	104.863980	
22:04:00.362297	91.255678	104.863980	
22:04:00.384416	91.255678	104.863980	
22:04:00.406534	92.056166	103.263004	
22:04:00.428653	91.255678	105.664469	
22:04:00.450770	89.654701	105.664469	
22:04:00.472889	84.851770	104.063492	
22:04:00.495007	90.455189	100.061050	
22:04:00.517125	91.255678	96.058608	
22:04:00.539244	91.255678	104.063492	
22:04:00.561362	90.455189	104.863980	
22:04:00.583481	92.856654	104.863980	
22:04:00.605599	92.056166	103.263004	
22:04:00.627717	90.455189	106.464957	
22:04:00.649836	89.654701	106.464957	
22:04:00.671954	84.851770	104.063492	
22:04:00.694072	92.056166	99.260562	
22:04:00.716191	90.455189	96.859096	
22:04:00.738309	90.455189	104.063492	
22:04:00.760428	91.255678	104.063492	
22:04:00.782546	91.255678	104.863980	
22:04:00.804664	92.056166	103.263004	
22:04:00.826783	91.255678	106.464957	
22:04:00.848901	89.654701	106.464957	
22:04:00.871019	85.652259	104.863980	
22:04:00.893138	90.455189	100.061050	
22:04:00.915256	91.255678	96.058608	
22:04:00.937374	91.255678	104.863980	
22:04:00.959493	91.255678	104.063492	
22:04:00.981611	92.056166	104.863980	
22:04:01.003729	91.255678	103.263004	
22:04:01.025847	92.056166	106.464957	
22:04:01.047966	88.854212	105.664469	
22:04:01.070085	84.851770	104.063492	
22:04:01.092203	89.654701	99.260562	
22:04:01.114321	90.455189	95.258120	
22:04:01.136439	91.255678	104.063492	
22:04:01.158558	90.455189	103.263004	
22:04:01.180676	91.255678	104.063492	
22:04:01.202794	92.056166	103.263004	
22:04:01.224912	92.056166	106.464957	
22:04:01.247031	89.654701	106.464957	
22:04:01.269150	85.652259	104.063492	
22:04:01.291268	90.455189	99.260562	
22:04:01.313386	91.255678	95.258120	
22:04:01.335504	91.255678	103.263004	
22:04:01.357623	89.654701	104.063492	
22:04:01.379742	92.056166	104.863980	
22:04:01.401859	92.056166	103.263004	
22:04:01.423978	91.255678	105.664469	
22:04:01.446096	88.854212	106.464957	
22:04:01.468215	85.652259	104.863980	
22:04:01.490333	90.455189	100.061050	
22:04:01.512451	91.255678	95.258120	
22:04:01.534570	91.255678	104.063492	
22:04:01.556688	91.255678	104.063492	
22:04:01.578807	91.255678	104.063492	
22:04:01.600924	92.056166	103.263004	
22:04:01.623043	91.255678	105.664469	
22:04:01.645162	89.654701	106.464957	
22:04:01.667280	84.851770	104.063492	
22:04:01.689398	91.255678	100.061050	
22:04:01.711517	90.455189	96.058608	
22:04:01.733635	90.455189	104.063492	
22:04:01.755753	90.455189	104.863980	
22:04:01.777872	90.455189	104.063492	
22:04:01.799990	92.056166	102.462515	
22:04:01.822108	91.255678	106.464957	
22:04:01.844227	88.854212	106.464957	
22:04:01.866345	85.652259	104.063492	
22:04:01.888463	91.255678	99.260562	
22:04:01.910581	90.455189	96.058608	
22:04:01.932700	90.455189	104.063492	
22:04:01.954819	90.455189	104.063492	
22:04:01.976936	91.255678	104.063492	
22:04:01.999055	91.255678	103.263004	
22:04:02.021173	91.255678	106.464957	
22:04:02.043292	88.854212	106.464957	
22:04:02.065410	85.652259	104.863980	
22:04:02.087528	91.255678	99.260562	
22:04:02.109647	90.455189	95.258120	
22:04:02.131765	90.455189	104.063492	
22:04:02.153883	90.455189	104.063492	
22:04:02.176001	92.056166	104.863980	
22:04:02.198120	92.856654	103.263004	
22:04:02.220238	91.255678	106.464957	
22:04:02.242357	89.654701	106.464957	
22:04:02.264475	85.652259	104.863980	
22:04:02.286593	91.255678	100.061050	
22:04:02.308712	90.455189	96.058608	
22:04:02.330830	90.455189	103.263004	
