IRIG Time	ARC_DECOM_STREAM_1: Imon DSS1	ARC_DECOM_STREAM_1: Imon Efield	ARC_DECOM_STREAM_1: Imon mNLP	ARC_DECOM_STREAM_1: Imon SRADS2	
22:03:53.256548	75.245910	96.859096	104.063492	107.265446	
22:03:53.278666	75.245910	96.859096	104.863980	106.464957	
22:03:53.300784	76.046398	96.859096	104.863980	106.464957	
22:03:53.322903	75.245910	97.659585	104.863980	107.265446	
22:03:53.345021	74.445421	97.659585	103.263004	106.464957	
22:03:53.367140	75.245910	96.859096	104.863980	105.664469	
22:03:53.389258	76.046398	96.859096	104.863980	105.664469	
22:03:53.411376	75.245910	97.659585	104.863980	106.464957	
22:03:53.433495	74.445421	97.659585	104.863980	106.464957	
22:03:53.455613	75.245910	97.659585	104.063492	106.464957	
22:03:53.477731	75.245910	96.859096	105.664469	106.464957	
22:03:53.499850	75.245910	96.859096	105.664469	107.265446	
22:03:53.521968	75.245910	97.659585	104.863980	106.464957	
22:03:53.544087	75.245910	96.859096	103.263004	106.464957	
22:03:53.566205	76.046398	97.659585	104.863980	105.664469	
22:03:53.588323	75.245910	97.659585	105.664469	106.464957	
22:03:53.610441	75.245910	97.659585	105.664469	105.664469	
22:03:53.632560	75.245910	97.659585	104.863980	106.464957	
22:03:53.654678	75.245910	97.659585	104.863980	106.464957	
22:03:53.676796	76.046398	96.859096	104.863980	107.265446	
22:03:53.698915	74.445421	96.859096	105.664469	106.464957	
22:03:53.721033	75.245910	96.859096	104.863980	106.464957	
22:03:53.743152	75.245910	97.659585	104.063492	106.464957	
22:03:53.765270	75.245910	96.859096	104.863980	107.265446	
22:03:53.787388	75.245910	96.859096	104.863980	107.265446	
22:03:53.809506	75.245910	98.460073	104.863980	107.265446	
22:03:53.831625	74.445421	98.460073	105.664469	106.464957	
22:03:53.853744	75.245910	97.659585	104.063492	106.464957	
22:03:53.875862	74.445421	96.859096	105.664469	107.265446	
22:03:53.897980	76.046398	96.859096	105.664469	107.265446	
22:03:53.920098	75.245910	97.659585	104.863980	106.464957	
22:03:53.942217	74.445421	97.659585	104.063492	107.265446	
22:03:53.964335	75.245910	97.659585	104.863980	106.464957	
22:03:53.986453	76.046398	97.659585	104.863980	104.863980	
22:03:54.008571	75.245910	97.659585	104.863980	106.464957	
22:03:54.030690	75.245910	97.659585	104.863980	106.464957	
22:03:54.052809	75.245910	97.659585	104.863980	106.464957	
22:03:54.074927	75.245910	96.058608	104.063492	107.265446	
22:03:54.097045	74.445421	96.859096	105.664469	107.265446	
22:03:54.119163	76.046398	96.859096	104.863980	106.464957	
22:03:54.141282	75.245910	97.659585	104.063492	107.265446	
22:03:54.163401	76.046398	96.859096	104.863980	106.464957	
22:03:54.185518	75.245910	96.859096	104.863980	106.464957	
22:03:54.207637	75.245910	96.859096	104.863980	106.464957	
22:03:54.229755	75.245910	97.659585	104.863980	107.265446	
22:03:54.251873	75.245910	97.659585	105.664469	106.464957	
22:03:54.273992	76.046398	96.859096	105.664469	106.464957	
22:03:54.296110	75.245910	96.859096	106.464957	107.265446	
22:03:54.318229	75.245910	97.659585	104.863980	107.265446	
22:03:54.340347	76.046398	96.859096	104.063492	107.265446	
22:03:54.362466	75.245910	97.659585	105.664469	106.464957	
22:03:54.384584	75.245910	97.659585	104.863980	105.664469	
22:03:54.406702	75.245910	97.659585	104.863980	105.664469	
22:03:54.428820	75.245910	97.659585	104.863980	107.265446	
22:03:54.450939	74.445421	96.859096	104.863980	107.265446	
22:03:54.473057	76.046398	96.859096	104.863980	106.464957	
22:03:54.495175	75.245910	96.859096	105.664469	108.065934	
22:03:54.517294	75.245910	96.859096	104.863980	107.265446	
22:03:54.539412	75.245910	96.859096	104.063492	107.265446	
22:03:54.561530	76.046398	96.859096	105.664469	106.464957	
22:03:54.583649	75.245910	96.859096	104.863980	106.464957	
22:03:54.605767	74.445421	97.659585	104.863980	106.464957	
22:03:54.627885	75.245910	98.460073	104.863980	107.265446	
22:03:54.650004	75.245910	97.659585	104.063492	107.265446	
22:03:54.672122	75.245910	96.859096	105.664469	106.464957	
22:03:54.694241	76.046398	96.859096	105.664469	107.265446	
22:03:54.716359	76.046398	96.859096	104.863980	108.065934	
22:03:54.738478	76.046398	96.859096	104.063492	107.265446	
22:03:54.760595	76.046398	97.659585	104.863980	106.464957	
22:03:54.782714	74.445421	97.659585	105.664469	106.464957	
22:03:54.804833	75.245910	96.859096	104.863980	106.464957	
22:03:54.826951	74.445421	96.859096	104.863980	106.464957	
22:03:54.849069	75.245910	96.859096	104.863980	106.464957	
22:03:54.871187	74.445421	97.659585	105.664469	107.265446	
22:03:54.893306	75.245910	97.659585	105.664469	107.265446	
22:03:54.915424	75.245910	97.659585	104.863980	107.265446	
22:03:54.937543	75.245910	96.859096	104.063492	106.464957	
22:03:54.959660	75.245910	97.659585	104.863980	106.464957	
22:03:54.981779	75.245910	97.659585	105.664469	106.464957	
22:03:55.003897	75.245910	97.659585	104.863980	106.464957	
22:03:55.026016	74.445421	97.659585	104.863980	106.464957	
22:03:55.048134	75.245910	96.859096	105.664469	106.464957	
22:03:55.070252	76.046398	96.058608	104.863980	106.464957	
22:03:55.092371	75.245910	96.859096	104.863980	106.464957	
22:03:55.114489	75.245910	96.859096	104.863980	107.265446	
22:03:55.136608	75.245910	97.659585	104.063492	106.464957	
22:03:55.158725	76.046398	97.659585	105.664469	107.265446	
22:03:55.180844	76.046398	96.859096	104.863980	106.464957	
22:03:55.202963	74.445421	96.859096	104.863980	106.464957	
22:03:55.225081	74.445421	96.859096	104.863980	107.265446	
22:03:55.247199	75.245910	96.859096	105.664469	107.265446	
22:03:55.269318	74.445421	96.859096	104.863980	105.664469	
22:03:55.291436	74.445421	96.859096	105.664469	107.265446	
22:03:55.313555	76.046398	96.859096	104.863980	108.065934	
22:03:55.335673	75.245910	98.460073	103.263004	107.265446	
22:03:55.357791	75.245910	97.659585	104.863980	107.265446	
22:03:55.379909	75.245910	96.058608	104.863980	106.464957	
22:03:55.402028	75.245910	97.659585	105.664469	106.464957	
22:03:55.424146	74.445421	97.659585	105.664469	107.265446	
22:03:55.446264	75.245910	96.859096	104.863980	104.863980	
22:03:55.468383	75.245910	96.859096	105.664469	107.265446	
22:03:55.490501	74.445421	96.859096	104.863980	106.464957	
22:03:55.512620	75.245910	97.659585	104.863980	107.265446	
22:03:55.534738	74.445421	96.859096	104.063492	106.464957	
22:03:55.556856	75.245910	96.859096	104.863980	107.265446	
22:03:55.578974	73.644933	96.859096	104.863980	106.464957	
22:03:55.601093	76.046398	97.659585	104.863980	106.464957	
22:03:55.623211	76.046398	97.659585	104.863980	106.464957	
22:03:55.645329	76.046398	96.859096	104.863980	107.265446	
22:03:55.667447	75.245910	96.859096	105.664469	106.464957	
22:03:55.689566	75.245910	96.859096	104.863980	107.265446	
22:03:55.711684	76.046398	97.659585	104.863980	107.265446	
22:03:55.733803	76.046398	97.659585	104.063492	107.265446	
22:03:55.755921	75.245910	97.659585	104.863980	107.265446	
22:03:55.778040	75.245910	96.859096	105.664469	106.464957	
22:03:55.800158	76.046398	97.659585	104.863980	106.464957	
22:03:55.822277	75.245910	97.659585	105.664469	107.265446	
22:03:55.844395	75.245910	96.859096	104.863980	107.265446	
22:03:55.866512	75.245910	96.058608	104.863980	106.464957	
22:03:55.888631	75.245910	96.859096	104.863980	107.265446	
22:03:55.910749	75.245910	97.659585	104.863980	107.265446	
22:03:55.932868	74.445421	97.659585	104.063492	107.265446	
22:03:55.954986	75.245910	96.859096	105.664469	107.265446	
22:03:55.977105	75.245910	96.859096	104.063492	107.265446	
22:03:55.999223	74.445421	96.859096	104.863980	107.265446	
22:03:56.021341	74.445421	98.460073	104.863980	106.464957	
22:03:56.043460	75.245910	97.659585	104.863980	108.065934	
22:03:56.065578	76.046398	96.859096	105.664469	107.265446	
22:03:56.087696	75.245910	96.859096	105.664469	107.265446	
22:03:56.109815	76.046398	97.659585	104.863980	107.265446	
22:03:56.131933	75.245910	97.659585	104.063492	107.265446	
22:03:56.154052	76.046398	96.859096	104.863980	106.464957	
22:03:56.176170	75.245910	97.659585	104.863980	107.265446	
22:03:56.198288	74.445421	97.659585	104.863980	106.464957	
22:03:56.220406	75.245910	97.659585	104.863980	107.265446	
22:03:56.242525	76.046398	96.859096	104.863980	107.265446	
22:03:56.264643	76.046398	96.859096	104.863980	107.265446	
22:03:56.286761	75.245910	96.859096	105.664469	107.265446	
22:03:56.308880	75.245910	97.659585	104.863980	107.265446	
22:03:56.330998	75.245910	97.659585	104.063492	107.265446	
22:03:56.353117	75.245910	97.659585	104.863980	106.464957	
22:03:56.375235	75.245910	96.859096	105.664469	107.265446	
22:03:56.397353	76.046398	96.859096	104.863980	107.265446	
22:03:56.419472	73.644933	97.659585	104.863980	107.265446	
22:03:56.441590	75.245910	96.859096	104.863980	106.464957	
22:03:56.463709	75.245910	96.859096	104.863980	107.265446	
22:03:56.485826	75.245910	96.859096	105.664469	107.265446	
22:03:56.507945	76.046398	98.460073	104.863980	108.065934	
22:03:56.530063	74.445421	96.859096	104.063492	107.265446	
22:03:56.552182	76.046398	96.859096	105.664469	107.265446	
22:03:56.574300	76.046398	97.659585	104.863980	106.464957	
22:03:56.596418	75.245910	97.659585	104.863980	106.464957	
22:03:56.618536	75.245910	97.659585	104.863980	106.464957	
22:03:56.640655	74.445421	97.659585	104.863980	107.265446	
22:03:56.662774	76.046398	96.859096	104.863980	107.265446	
22:03:56.684892	75.245910	96.859096	104.863980	107.265446	
22:03:56.707010	75.245910	96.859096	104.863980	107.265446	
22:03:56.729128	75.245910	97.659585	103.263004	107.265446	
22:03:56.751247	75.245910	96.859096	104.863980	107.265446	
22:03:56.773366	75.245910	96.859096	104.863980	107.265446	
22:03:56.795483	75.245910	97.659585	104.863980	107.265446	
22:03:56.817602	74.445421	97.659585	105.664469	107.265446	
22:03:56.839720	75.245910	96.859096	104.863980	107.265446	
22:03:56.861838	75.245910	96.058608	105.664469	108.065934	
22:03:56.883957	76.046398	96.058608	104.863980	107.265446	
22:03:56.906075	74.445421	96.859096	104.863980	108.065934	
22:03:56.928193	75.245910	96.859096	104.063492	107.265446	
22:03:56.950312	76.046398	97.659585	105.664469	107.265446	
22:03:56.972430	76.046398	96.859096	104.863980	106.464957	
22:03:56.994548	74.445421	97.659585	104.863980	106.464957	
22:03:57.016667	74.445421	98.460073	104.863980	107.265446	
22:03:57.038785	75.245910	96.859096	104.863980	107.265446	
22:03:57.060904	75.245910	96.058608	104.863980	107.265446	
22:03:57.083022	74.445421	96.859096	104.863980	107.265446	
22:03:57.105140	75.245910	96.859096	105.664469	108.065934	
22:03:57.127258	74.445421	97.659585	104.063492	107.265446	
