189.10  291696.3  70.10599  14.78619    606.85   -314.13  -1101.42
190.10  292804.2  70.11100  14.77818    606.77   -314.04  -1092.43
191.10  293903.1  70.11601  14.77018    606.68   -313.94  -1083.43
192.10  294993.1  70.12102  14.76217    606.59   -313.85  -1074.44
193.10  296074.2  70.12602  14.75417    606.50   -313.75  -1065.45
194.10  297146.3  70.13103  14.74616    606.41   -313.65  -1056.46
195.10  298209.6  70.13602  14.73815    606.31   -313.56  -1047.48
196.10  299263.9  70.14103  14.73014    606.22   -313.46  -1038.50
197.10  300309.3  70.14603  14.72213    606.13   -313.36  -1029.52
198.10  301345.8  70.15102  14.71412    606.03   -313.26  -1020.55
199.10  302373.4  70.15602  14.70611    605.94   -313.16  -1011.57
200.10  303392.1  70.16101  14.69810    605.84   -313.06  -1002.60
201.10  304401.9  70.16601  14.69009    605.75   -312.95   -993.64
202.10  305402.8  70.17100  14.68208    605.65   -312.85   -984.67
203.10  306394.8  70.17599  14.67407    605.55   -312.75   -975.71
204.10  307377.8  70.18098  14.66605    605.45   -312.64   -966.75
205.10  308352.0  70.18596  14.65804    605.35   -312.53   -957.80
206.10  309317.3  70.19095  14.65003    605.25   -312.43   -948.84
207.10  310273.8  70.19593  14.64201    605.15   -312.32   -939.89
208.10  311221.3  70.20091  14.63399    605.05   -312.21   -930.95
209.10  312159.9  70.20589  14.62598    604.95   -312.10   -922.00
210.10  313089.7  70.21088  14.61796    604.85   -311.99   -913.06
211.10  314010.6  70.21585  14.60994    604.74   -311.88   -904.12
212.10  314922.6  70.22083  14.60192    604.64   -311.77   -895.18
213.10  315825.8  70.22581  14.59390    604.53   -311.66   -886.24
214.10  316720.0  70.23078  14.58588    604.43   -311.54   -877.31
215.10  317605.4  70.23576  14.57786    604.32   -311.43   -868.38
216.10  318482.0  70.24072  14.56983    604.21   -311.31   -859.45
217.10  319349.7  70.24570  14.56181    604.10   -311.20   -850.52
218.10  320208.5  70.25066  14.55378    603.99   -311.08   -841.60
219.10  321058.5  70.25563  14.54576    603.88   -310.96   -832.68
220.10  321899.6  70.26060  14.53773    603.77   -310.84   -823.76
221.10  322731.8  70.26556  14.52970    603.66   -310.73   -814.84
222.10  323555.2  70.27053  14.52168    603.55   -310.61   -805.93
223.10  324369.8  70.27549  14.51365    603.43   -310.48   -797.01
224.10  325175.5  70.28046  14.50562    603.32   -310.36   -788.10
225.10  325972.3  70.28542  14.49759    603.21   -310.24   -779.19
226.10  326760.3  70.29037  14.48955    603.09   -310.12   -770.29
227.10  327539.5  70.29533  14.48152    602.97   -309.99   -761.38
228.10  328309.8  70.30029  14.47349    602.86   -309.87   -752.48
229.10  329071.3  70.30524  14.46545    602.74   -309.74   -743.58
230.10  329824.0  70.31020  14.45742    602.62   -309.61   -734.68
231.10  330567.8  70.31516  14.44938    602.50   -309.49   -725.79
232.10  331302.8  70.32011  14.44134    602.38   -309.36   -716.89
233.10  332029.0  70.32506  14.43330    602.26   -309.23   -708.00
234.10  332746.3  70.33001  14.42526    602.14   -309.10   -699.11
235.10  333454.8  70.33495  14.41722    602.02   -308.97   -690.22
236.10  334154.5  70.33990  14.40918    601.89   -308.84   -681.34
237.10  334845.4  70.34485  14.40114    601.77   -308.70   -672.45
238.10  335527.4  70.34980  14.39309    601.64   -308.57   -663.57
239.10  336200.7  70.35474  14.38505    601.52   -308.44   -654.69
240.10  336865.1  70.35969  14.37700    601.39   -308.30   -645.81
241.10  337520.7  70.36463  14.36895    601.27   -308.17   -636.93
242.10  338167.5  70.36958  14.36090    601.14   -308.03   -628.06
243.10  338805.4  70.37451  14.35285    601.01   -307.89   -619.18
244.10  339434.6  70.37946  14.34480    600.88   -307.75   -610.31
245.10  340055.0  70.38439  14.33675    600.75   -307.62   -601.44
246.10  340666.5  70.38934  14.32870    600.62   -307.48   -592.57
247.00  341209.4  70.39378  14.32145    600.50   -307.35   -584.59
247.10  341269.2  70.39427  14.32064    600.49   -307.34   -583.71
248.10  341863.2  70.39921  14.31259    600.36   -307.19   -574.84
