#    Time  Long.axis      Spin1      Spin2
  76.1689 -0.9390563  0.1108833  0.3253892
  76.2076 -0.9354316 -0.1541825  0.3181124
  76.2422 -0.9363752 -0.3236153  0.1359215
  76.2767 -0.9367678 -0.3315875 -0.1118744
  76.3113 -0.9340455 -0.1916519 -0.3013777
  76.3503 -0.9418549  0.0604230 -0.3305427
  76.3939 -0.9435585  0.2961796 -0.1482397
  76.4285 -0.9387011  0.3374416  0.0705230
  76.4630 -0.9409091  0.2168332  0.2601412
  76.4990 -0.9402249 -0.0049903  0.3405177
  76.5335 -0.9396347 -0.2295278  0.2537785
  76.5708 -0.9415708 -0.3365264  0.0139423
  76.6054 -0.9415069 -0.2682037 -0.2040380
  76.6400 -0.9417802 -0.0767784 -0.3273455
  76.6776 -0.9497623  0.1474769 -0.2760473
  76.7122 -0.9492305  0.2979027 -0.1010715
  76.7467 -0.9438041  0.3088517  0.1176621
  76.7893 -0.9473639  0.1119347  0.2999538
  76.8252 -0.9432060 -0.1068781  0.3145466
  76.8598 -0.9449349 -0.2846749  0.1614254
  76.8943 -0.9451284 -0.3202433 -0.0646268
  76.9348 -0.9450092 -0.1752749 -0.2761092
  76.9693 -0.9489533  0.0408280 -0.3127630
  77.0053 -0.9496475  0.2377949 -0.2040179
  77.0398 -0.9446497  0.3280806 -0.0003647
  77.0744 -0.9448337  0.2624997  0.1959164
  77.1089 -0.9473971  0.0710645  0.3120715
  77.1532 -0.9484022 -0.1997268  0.2462570
  77.1877 -0.9484451 -0.3118431  0.0566198
  77.2223 -0.9475828 -0.2708444 -0.1694999
  77.2596 -0.9491335 -0.0930662 -0.3008059
  77.2956 -0.9527468  0.1202955 -0.2789312
  77.3301 -0.9528370  0.2762057 -0.1257462
  77.3647 -0.9492733  0.3062812  0.0712188
  77.3992 -0.9481920  0.1913545  0.2536049
  77.4393 -0.9486540 -0.0522018  0.3119786
  77.4767 -0.9514039 -0.2492497  0.1808458
  77.5112 -0.9513030 -0.3067306 -0.0306435
  77.5513 -0.9492314 -0.1917903 -0.2493518
  77.5955 -0.9547210  0.0517984 -0.2929585
  77.6301 -0.9565619  0.2324496 -0.1759446
  77.6674 -0.9514842  0.3063616  0.0286409
  77.7020 -0.9529099  0.2242522  0.2041413
  77.7379 -0.9536927  0.0299400  0.2992888
  77.7725 -0.9516752 -0.1808431  0.2482137
  77.8071 -0.9532893 -0.2930875  0.0730706
  77.8416 -0.9532854 -0.2684577 -0.1384826
  77.8796 -0.9535921 -0.0987286 -0.2844551
  77.9156 -0.9575762  0.1010930 -0.2698667
  77.9501 -0.9569088  0.2626308 -0.1238979
  77.9847 -0.9530813  0.2954599  0.0658741
  78.0192 -0.9543880  0.1857418  0.2337595
  78.0652 -0.9554440 -0.0773185  0.2848658
  78.0998 -0.9549561 -0.2445582  0.1680777
  78.1343 -0.9553568 -0.2940262 -0.0290175
  78.1717 -0.9553593 -0.1901477 -0.2261250
  78.2062 -0.9564675 -0.0013350 -0.2918359
  78.2422 -0.9592250  0.1874549 -0.2115374
  78.2795 -0.9553320  0.2940973 -0.0291124
  78.3168 -0.9549954  0.2392635  0.1753190
  78.3514 -0.9583979  0.0666562  0.2775435
  78.3873 -0.9543671 -0.1415674  0.2629489
  78.4250 -0.9555941 -0.2813294  0.0877133
  78.4623 -0.9550017 -0.2621991 -0.1386481
  78.4969 -0.9553557 -0.1197702 -0.2700936
  78.5328 -0.9596601  0.0774524 -0.2702845
  78.5729 -0.9596745  0.2555128 -0.1172095
  78.6130 -0.9553536  0.2746977  0.1088151
  78.6476 -0.9582959  0.1432087  0.2473061
  78.6835 -0.9574045 -0.0540388  0.2836485
  78.7181 -0.9569790 -0.2321204  0.1741017
  78.7554 -0.9560654 -0.2896633 -0.0451017
  78.7899 -0.9548544 -0.1991880 -0.2204024
  78.8245 -0.9580108 -0.0182891 -0.2861482
  78.8632 -0.9620514  0.1790613 -0.2058985
  78.8978 -0.9574765  0.2859997 -0.0379851
  78.9323 -0.9572586  0.2505227  0.1445485
  78.9669 -0.9588854  0.0917309  0.2685595
  79.0028 -0.9591661 -0.1081417  0.2613537
  79.0402 -0.9567918 -0.2669202  0.1153390
  79.0775 -0.9558169 -0.2750476 -0.1037445
  79.1120 -0.9532622 -0.1462465 -0.2643920
  79.1480 -0.9570759  0.0455985 -0.2862280
  79.1825 -0.9610856  0.2182696 -0.1693307
  79.2171 -0.9569437  0.2895387  0.0206418
  79.2517 -0.9568777  0.2208522  0.1887045
  79.2876 -0.9578413  0.0452956  0.2837048
  79.3249 -0.9560384 -0.1686819  0.2398689
  79.3595 -0.9566563 -0.2839889  0.0644907
  79.3941 -0.9555420 -0.2594286 -0.1401297
  79.4286 -0.9555863 -0.1142123 -0.2716807
  79.4646 -0.9610647  0.0803588 -0.2643807
  79.4991 -0.9593605  0.2448190 -0.1403251
  79.5337 -0.9553351  0.2913310  0.0496086
  79.5682 -0.9557551  0.1979163  0.2176265
  79.6042 -0.9567964  0.0084995  0.2906344
  79.6387 -0.9558554 -0.1891543  0.2248578
  79.6733 -0.9550123 -0.2935595  0.0421221
  79.7079 -0.9543309 -0.2552484 -0.1552442
  79.7507 -0.9543252 -0.0523746 -0.2941434
  79.7867 -0.9572469  0.1450288 -0.2502900
  79.8212 -0.9552092  0.2821135 -0.0893724
  79.8558 -0.9532697  0.2792423  0.1153285
  79.8931 -0.9566495  0.1281073  0.2615537
  79.9290 -0.9531174 -0.0833392  0.2908984
  79.9636 -0.9520956 -0.2563673  0.1667026
  79.9982 -0.9530242 -0.3004983 -0.0380210
  80.0465 -0.9501788 -0.1387183 -0.2791370
  80.0825 -0.9561185  0.0614754 -0.2864579
  80.1170 -0.9585574  0.2342513 -0.1621542
  80.1516 -0.9535109  0.3000576  0.0279711
  80.1862 -0.9529643  0.2177720  0.2107946
  80.2221 -0.9539658  0.0284954  0.2985587
  80.2567 -0.9515554 -0.1827392  0.2472827
  80.2912 -0.9518747 -0.2979673  0.0717644
  80.3258 -0.9497272 -0.2760283 -0.1477384
  80.3603 -0.9497818 -0.1251406 -0.2868002
  80.4098 -0.9588754  0.1464780 -0.2431093
  80.4443 -0.9569811  0.2781827 -0.0824713
  80.4789 -0.9525577  0.2754471  0.1294709
  80.5135 -0.9548962  0.1272836  0.2682761
  80.5494 -0.9494371 -0.0757688  0.3046773
  80.5840 -0.9479866 -0.2623688  0.1802331
  80.6213 -0.9481170 -0.3144822 -0.0466372
  80.6558 -0.9467517 -0.2098668 -0.2441664
  80.6904 -0.9506254 -0.0119722 -0.3101097
  80.7263 -0.9524682  0.1914575 -0.2369563
  80.7609 -0.9496572  0.3097855 -0.0467342
  80.7955 -0.9474132  0.2822459  0.1508159
  80.8300 -0.9479395  0.1144867  0.2971591
  80.8660 -0.9480639 -0.1136668  0.2970768
  80.9005 -0.9456904 -0.2841583  0.1578725
  80.9399 -0.9442052 -0.3118916 -0.1058312
  80.9745 -0.9424373 -0.1802437 -0.2816455
  81.0090 -0.9473151  0.0337645 -0.3185185
  81.0477 -0.9497870  0.2450410 -0.1945753
  81.0823 -0.9458622  0.3245577  0.0026530
  81.1169 -0.9456691  0.2505461  0.2072116
  81.1514 -0.9449110  0.0474957  0.3238633
  81.1874 -0.9445744 -0.1830219  0.2725476
  81.2219 -0.9423811 -0.3202033  0.0968903
  81.2620 -0.9403090 -0.2925172 -0.1739328
  81.2966 -0.9394226 -0.1219458 -0.3203349
  81.3325 -0.9467786  0.1007723 -0.3057046
  81.3671 -0.9471952  0.2823492 -0.1519875
  81.4016 -0.9403678  0.3347717  0.0603026
  81.4362 -0.9428713  0.2194805  0.2506431
  81.4721 -0.9435305 -0.0029178  0.3312727
  81.5122 -0.9392265 -0.2555394  0.2292449
  81.5496 -0.9381053 -0.3461426 -0.0119888
  81.5841 -0.9361469 -0.2582671 -0.2385940
  81.6214 -0.9368208 -0.0358077 -0.3479720
  81.6574 -0.9453470  0.1866657 -0.2673481
  81.6919 -0.9394184  0.3322451 -0.0842981
  81.7265 -0.9359691  0.3185211  0.1500203
  81.7611 -0.9362798  0.1482264  0.3184478
  81.7970 -0.9350456 -0.0989923  0.3404265
  81.8316 -0.9341619 -0.2995266  0.1939728
  81.8661 -0.9334317 -0.3545115 -0.0550170
  81.9007 -0.9319232 -0.2449786 -0.2674035
  81.9380 -0.9347314 -0.0063530 -0.3552982
  81.9740 -0.9378239  0.2212981 -0.2674202
  82.0085 -0.9344681  0.3528373 -0.0476994
  82.0431 -0.9331550  0.3115321  0.1793587
  82.0776 -0.9326539  0.1192106  0.3405077
  82.1136 -0.9307690 -0.1335708  0.3403350
  82.1481 -0.9287281 -0.3286645  0.1715917
  82.1827 -0.9290946 -0.3615794 -0.0777405
  82.2173 -0.9266822 -0.2293127 -0.2977849
  82.2518 -0.9314232  0.0046029 -0.3639089
  82.2878 -0.9353050  0.2385324 -0.2613557
  82.3223 -0.9288776  0.3680459 -0.0415764
  82.3569 -0.9280287  0.3186916  0.1928688
  82.3914 -0.9305019  0.1180743  0.3467343
  82.4274 -0.9265634 -0.1457680  0.3467449
  82.4675 -0.9252817 -0.3574064  0.1269426
  82.5020 -0.9238660 -0.3574169 -0.1368382
  82.5366 -0.9224562 -0.1925085 -0.3346865
  82.5812 -0.9318877  0.1208420 -0.3420270
  82.6157 -0.9312602  0.3242592 -0.1661636
  82.6503 -0.9227686  0.3792469  0.0683361
  82.6849 -0.9258538  0.2528043  0.2808642
  82.7208 -0.9235514 -0.0001031  0.3834746
  82.7554 -0.9173287 -0.2585239  0.3027761
  82.7899 -0.9190437 -0.3904949  0.0535943
  82.8245 -0.9165593 -0.3355200 -0.2175901
  82.8590 -0.9167626 -0.1265755 -0.3788469
  82.9053 -0.9283296  0.2006109 -0.3129847
  82.9399 -0.9250180  0.3683417 -0.0930919
  82.9745 -0.9198885  0.3628531  0.1488047
  83.0090 -0.9213544  0.1759152  0.3466409
  83.0450 -0.9154931 -0.0963129  0.3906357
  83.0823 -0.9141778 -0.3437742  0.2147052
  83.1196 -0.9130155 -0.3987851 -0.0858665
  83.1542 -0.9102272 -0.2530422 -0.3278050
  83.1887 -0.9160209 -0.0000344 -0.4011306
  83.2247 -0.9233753  0.2584890 -0.2838335
  83.2592 -0.9160969  0.3987633 -0.0418843
  83.2938 -0.9132950  0.3547684  0.2000790
  83.3284 -0.9167448  0.1347396  0.3760641
  83.3643 -0.9110991 -0.1513159  0.3834082
  83.3989 -0.9093735 -0.3686218  0.1927638
  83.4390 -0.9090730 -0.3933910 -0.1372217
  83.4735 -0.9054585 -0.2173496 -0.3645600
  83.5122 -0.9190396  0.0769912 -0.3865728
  83.5468 -0.9196982  0.3163301 -0.2325738
  83.5841 -0.9072318  0.4180957  0.0461129
  83.6187 -0.9067745  0.3077863  0.2881450
  83.6546 -0.9066530  0.0378640  0.4201745
  83.6892 -0.9008546 -0.2512992  0.3539910
  83.7237 -0.9030255 -0.4167004  0.1044309
  83.7583 -0.9006412 -0.3837979 -0.2038249
  83.7928 -0.9014989 -0.1774416 -0.3947331
  83.8288 -0.9128551  0.1032213 -0.3950202
  83.8633 -0.9135088  0.3426248 -0.2193398
  83.8979 -0.9036095  0.4252235  0.0517187
  83.9325 -0.9028789  0.3071454  0.3007845
  83.9684 -0.9010660  0.0322325  0.4324825
  84.0057 -0.8984777 -0.2812262  0.3371195
  84.0455 -0.9001312 -0.4350809  0.0216439
  84.0800 -0.8976566 -0.3524921 -0.2645031
  84.1146 -0.8983405 -0.1075466 -0.4259320
  84.1505 -0.9127969  0.1786992 -0.3672444
  84.1851 -0.9074903  0.3906449 -0.1544599
  84.2224 -0.8964173  0.4208321  0.1390550
  84.2570 -0.8983336  0.2306713  0.3738816
  84.2957 -0.8963298 -0.0972058  0.4326013
  84.3303 -0.8908309 -0.3589664  0.2785021
  84.3676 -0.8937825 -0.4445927 -0.0590780
  84.4049 -0.8932644 -0.2878243 -0.3453054
  84.4422 -0.8975177  0.0148666 -0.4407278
  84.4837 -0.9076458  0.3258370 -0.2645927
  84.5210 -0.8941377  0.4468525  0.0289923
  84.5556 -0.8903458  0.3419636  0.3005748
  84.5901 -0.8922648  0.0608848  0.4473887
  84.6289 -0.8866669 -0.2725620  0.3735395
  84.6662 -0.8885677 -0.4517946  0.0795551
  84.7007 -0.8868967 -0.3968032 -0.2365617
  84.7353 -0.8808030 -0.1682538 -0.4425797
  84.7712 -0.9004474  0.1346622 -0.4135946
  84.8086 -0.8986858  0.3935344 -0.1936348
  84.8431 -0.8881452  0.4486257  0.0996652
  84.8777 -0.8932365  0.2833943  0.3490217
  84.9136 -0.8882600 -0.0223087  0.4587989
  84.9482 -0.8800396 -0.3225212  0.3485835
  84.9859 -0.8830920 -0.4685106  0.0254241
  85.0204 -0.8816127 -0.3721200 -0.2903202
  85.0550 -0.8848207 -0.1132093 -0.4519690
  85.0909 -0.8990106  0.1925442 -0.3933276
  85.1255 -0.8942933  0.4156761 -0.1656889
  85.1600 -0.8844375  0.4487447  0.1280569
  85.1946 -0.8882310  0.2614310  0.3777558
  85.2305 -0.8829274 -0.0581281  0.4658974
  85.2651 -0.8797228 -0.3529113  0.3186555
  85.3024 -0.8788717 -0.4768996 -0.0123023
  85.3370 -0.8754408 -0.3611978 -0.3211535
  85.3716 -0.8793838 -0.0856871 -0.4683395
  85.4075 -0.8982402  0.2201480 -0.3803938
  85.4448 -0.8874401  0.4460961 -0.1159672
  85.4821 -0.8818998  0.4269595  0.1998959
  85.5167 -0.8872287  0.1902360  0.4202802
  85.5526 -0.8778980 -0.1429138  0.4570237
  85.5872 -0.8724355 -0.4099804  0.2660309
  85.6245 -0.8736519 -0.4758911 -0.1012914
  85.6619 -0.8697167 -0.2856125 -0.4025151
  85.7013 -0.8856271  0.0535003 -0.4613050
  85.7358 -0.8902399  0.3430249 -0.2996778
  85.7704 -0.8782194  0.4782229 -0.0057862
  85.8049 -0.8780378  0.3927942  0.2734270
  85.8395 -0.8788608  0.1089079  0.4644811
  85.8754 -0.8712006 -0.2273662  0.4351025
  85.9100 -0.8733674 -0.4534017  0.1779223
  85.9501 -0.8710947 -0.4396342 -0.2188967
  85.9846 -0.8694756 -0.2108472 -0.4467165
  86.0234 -0.8846165  0.1337350 -0.4467310
  86.0607 -0.8844131  0.4121757 -0.2189169
  86.0952 -0.8728393  0.4782491  0.0971052
  86.1298 -0.8754249  0.3206339  0.3616976
  86.1685 -0.8729222 -0.0354969  0.4865664
  86.2031 -0.8641679 -0.3502925  0.3612602
  86.2404 -0.8692335 -0.4941608  0.0154358
  86.2805 -0.8624552 -0.3558641 -0.3599052
  86.3178 -0.8695880 -0.0327440 -0.4926912
  86.3537 -0.8860087  0.2820546 -0.3680133
  86.3883 -0.8750326  0.4728160 -0.1037451
  86.4229 -0.8698530  0.4453912  0.2120908
  86.4574 -0.8762138  0.1972105  0.4397242
  86.4934 -0.8668145 -0.1475072  0.4763132
  86.5307 -0.8651160 -0.4398464  0.2410589
  86.5680 -0.8663452 -0.4811605 -0.1339053
  86.6026 -0.8594067 -0.2906283 -0.4206605
  86.6441 -0.8779503  0.0792619 -0.4721450
  86.6786 -0.8822563  0.3663252 -0.2956850
  86.7159 -0.8658805  0.4990107  0.0352039
  86.7505 -0.8743915  0.3693813  0.3146379
  86.7851 -0.8771329  0.0604447  0.4764287
  86.8210 -0.8638838 -0.2816124  0.4176114
  86.8556 -0.8646511 -0.4829997  0.1381660
  86.8932 -0.8608461 -0.4422549 -0.2517034
  86.9278 -0.8635923 -0.1949081 -0.4649937
  86.9693 -0.8803548  0.1875004 -0.4356823
  87.0066 -0.8786038  0.4458488 -0.1710972
  87.0439 -0.8665405  0.4728667  0.1597018
  87.0785 -0.8716654  0.2575647  0.4169651
  87.1144 -0.8666099 -0.0929164  0.4902589
  87.1490 -0.8602383 -0.3965445  0.3205348
  87.1835 -0.8617501 -0.5069995 -0.0183904
  87.2181 -0.8549558 -0.3828389 -0.3499785
  87.2527 -0.8623547 -0.0930995 -0.4976715
  87.2886 -0.8813197  0.2352911 -0.4097728
  87.3232 -0.8753265  0.4588325 -0.1525656
  87.3577 -0.8659492  0.4726789  0.1634219
  87.3923 -0.8750272  0.2520084  0.4133027
  87.4282 -0.8685591 -0.0929060  0.4867993
  87.4628 -0.8572286 -0.3991659  0.3253086
  87.5053 -0.8585617 -0.5011312 -0.1083480
  87.5436 -0.8509585 -0.2991011 -0.4317502
  87.5896 -0.8705269  0.1266286 -0.4755504
  87.6242 -0.8767788  0.4031527 -0.2621581
  87.6615 -0.8608930  0.5030248  0.0763502
  87.6961 -0.8691108  0.3433765  0.3560043
  87.7320 -0.8725170  0.0098002  0.4884855
  87.7704 -0.8605695 -0.3568906  0.3633859
  87.8049 -0.8618787 -0.5055691  0.0395596
  87.8450 -0.8571914 -0.3840037 -0.3431678
  87.8823 -0.8608995 -0.0609828 -0.5051071
  87.9255 -0.8840079  0.3007142 -0.3579120
  87.9629 -0.8761823  0.4801981 -0.0414050
  87.9974 -0.8752018  0.4028975  0.2677599
  88.0320 -0.8721989  0.1212558  0.4738841
  88.0679 -0.8617785 -0.2156298  0.4591750
  88.1025 -0.8607634 -0.4641678  0.2088892
  88.1370 -0.8605521 -0.4862043 -0.1518400
  88.1716 -0.8513857 -0.2871397 -0.4389683
  88.2062 -0.8706632  0.0389745 -0.4903332
  88.2421 -0.8789405  0.3402862 -0.3341690
  88.2767 -0.8679380  0.4952017 -0.0381945
  88.3112 -0.8639618  0.4234399  0.2725229
  88.3458 -0.8701378  0.1389641  0.4728099
  88.3817 -0.8576680 -0.2173427  0.4660127
  88.4163 -0.8592276 -0.4604207  0.2230261
  88.4509 -0.8605194 -0.4882980 -0.1451598
  88.4909 -0.8545584 -0.2375965 -0.4618202
  88.5296 -0.8755288  0.1153317 -0.4691993
  88.5642 -0.8829337  0.3937965 -0.2556413
  88.5988 -0.8657855  0.4982683  0.0463058
  88.6333 -0.8700840  0.3629115  0.3335401
  88.6679 -0.8716890  0.0424428  0.4882180
  88.7038 -0.8527930 -0.2973844  0.4293094
  88.7384 -0.8634868 -0.4880337  0.1273326
  88.7785 -0.8603963 -0.4272638 -0.2777838
  88.8158 -0.8604985 -0.1343896 -0.4914080
  88.8545 -0.8864990  0.2137661 -0.4103944
  88.8891 -0.8764896  0.4514120 -0.1673116
  88.9236 -0.8648519  0.4792654  0.1494521
  88.9582 -0.8708457  0.2752012  0.4072985
  88.9941 -0.8618462 -0.0642512  0.5030834
  89.0287 -0.8603371 -0.3788510  0.3410160
  89.0660 -0.8639827 -0.5027780 -0.0273521
  89.1006 -0.8628733 -0.3701330 -0.3441674
  89.1379 -0.8650763 -0.0523053 -0.4989060
  89.1738 -0.8840477  0.2600138 -0.3883973
  89.2112 -0.8754111  0.4756125 -0.0863029
  89.2457 -0.8671441  0.4452558  0.2231781
  89.2872 -0.8713981  0.1274621  0.4737285
  89.3231 -0.8612743 -0.2179947  0.4590042
  89.3577 -0.8653810 -0.4556974  0.2084599
  89.3923 -0.8666316 -0.4750265 -0.1526416
  89.4299 -0.8629375 -0.2483539 -0.4400672
  89.4659 -0.8759603  0.0723278 -0.4769301
  89.5004 -0.8860528  0.3653816 -0.2853185
  89.5350 -0.8702217  0.4925689  0.0094894
  89.5696 -0.8702662  0.3930157  0.2969434
  89.6041 -0.8712024  0.0971162  0.4812223
  89.6428 -0.8642513 -0.2734201  0.4222691
  89.6829 -0.8690249 -0.4864072  0.0905748
  89.7175 -0.8656081 -0.4259338 -0.2632548
  89.7520 -0.8653789 -0.1747266 -0.4696701
  89.7907 -0.8888792  0.1704114 -0.4252690
  89.8253 -0.8838957  0.4244158 -0.1964679
  89.8599 -0.8711487  0.4794258  0.1060699
  89.8982 -0.8779864  0.2720254  0.3938808
  89.9342 -0.8694626 -0.0626067  0.4900155
  89.9687 -0.8649152 -0.3668354  0.3425689
  90.0061 -0.8709127 -0.4913070 -0.0113364
  90.0510 -0.8633137 -0.2949471 -0.4095066
  90.0925 -0.8849729  0.0646202 -0.4611368
  90.1298 -0.8907093  0.3661230 -0.2694271
  90.1643 -0.8753816  0.4823112  0.0329073
  90.1989 -0.8751295  0.3689098  0.3131356
  90.2376 -0.8747198  0.0424974  0.4827621
  90.2722 -0.8688406 -0.2894675  0.4016524
  90.3095 -0.8729865 -0.4803625  0.0845367
  90.3440 -0.8754556 -0.4195121 -0.2399730
  90.3814 -0.8703704 -0.1511617 -0.4686208
  90.4173 -0.8899497  0.1670056 -0.4243803
  90.4519 -0.8906100  0.4104877 -0.1957386
  90.4864 -0.8792813  0.4658366  0.0993012
  90.5289 -0.8847710  0.2361948  0.4017365
  90.5649 -0.8787399 -0.0930764  0.4681377
  90.6022 -0.8762666 -0.3946962  0.2763544
  90.6368 -0.8782509 -0.4749563 -0.0556044
  90.6713 -0.8749523 -0.3338728 -0.3506957
  90.7107 -0.8833308 -0.0018334 -0.4687466
  90.7494 -0.8950525  0.3163898 -0.3142906
  90.7868 -0.8831864  0.4686144 -0.0195515
  90.8213 -0.8829547  0.3855643  0.2678267
  90.8559 -0.8884285  0.1143406  0.4445458
  90.8918 -0.8827055 -0.2205575  0.4149523
  90.9291 -0.8804320 -0.4475292  0.1567071
  90.9637 -0.8809690 -0.4364701 -0.1827225
  90.9983 -0.8780052 -0.2316488 -0.4188624
  91.0342 -0.8910863  0.0700676 -0.4483923
  91.0743 -0.8989771  0.3745710 -0.2270169
  91.1089 -0.8889592  0.4548613  0.0534118
  91.1434 -0.8913461  0.3219934  0.3190961
  91.1794 -0.8954483  0.0230126  0.4445704
  91.2139 -0.8842168 -0.2842909  0.3705933
  91.2540 -0.8877508 -0.4587216  0.0383798
  91.2886 -0.8870798 -0.3784430 -0.2643301
  91.3231 -0.8841061 -0.1292660 -0.4490509
  91.3591 -0.9027111  0.1642263 -0.3976712
  91.3936 -0.9031666  0.3912814 -0.1766042
  91.4282 -0.8949182  0.4357692  0.0960554
  91.4628 -0.8982479  0.2701222  0.3466767
  91.4987 -0.8964225 -0.0284530  0.4422863
  91.5333 -0.8906020 -0.3187721  0.3243647
  91.5754 -0.8927147 -0.4484216 -0.0444805
  91.6100 -0.8858724 -0.3238115 -0.3322292
  91.6445 -0.8912296 -0.0551817 -0.4501831
  91.6860 -0.9069058  0.2688556 -0.3244049
  91.7206 -0.8993389  0.4322720 -0.0658057
  91.7551 -0.8968222  0.3906691  0.2075754
  91.7897 -0.9033652  0.1551087  0.3998407
  91.8256 -0.8936785 -0.1524818  0.4220048
  91.8602 -0.8962213 -0.3880363  0.2149774
  91.8975 -0.8979300 -0.4241624 -0.1175073
  91.9321 -0.8921605 -0.2607374 -0.3688707
  91.9756 -0.9033873  0.0827602 -0.4207638
  92.0102 -0.9082462  0.3348592 -0.2509145
  92.0447 -0.9016776  0.4318315  0.0223411
  92.0793 -0.9047523  0.3265666  0.2734548
  92.1139 -0.9049499  0.0606052  0.4211801
  92.1498 -0.9010784 -0.2386184  0.3621035
  92.1844 -0.9029250 -0.4131781  0.1183655
  92.2189 -0.8989516 -0.3937943 -0.1918646
  92.2680 -0.9040051 -0.0751598 -0.4208631
  92.3039 -0.9143126  0.1963911 -0.3542075
  92.3385 -0.9122687  0.3875975 -0.1324160
  92.3731 -0.9085288  0.3958177  0.1338048
  92.4076 -0.9135934  0.2099517  0.3482347
  92.4467 -0.9105956 -0.1034376  0.4001454
  92.4812 -0.9030491 -0.3475615  0.2523951
  92.5158 -0.9065907 -0.4198014 -0.0431291
  92.5531 -0.9033260 -0.2812387 -0.3238935
  92.5877 -0.9072405 -0.0234892 -0.4199558
  92.6264 -0.9191129  0.2619922 -0.2942645
  92.6609 -0.9136563  0.4033587 -0.0503386
  92.6955 -0.9125183  0.3562489  0.2009904
  92.7301 -0.9153903  0.1372785  0.3784378
  92.7660 -0.9127210 -0.1537758  0.3785411
  92.8006 -0.9112593 -0.3672288  0.1864122
  92.8351 -0.9106375 -0.4004700 -0.1017998
  92.8766 -0.9067031 -0.2063233 -0.3678588
  92.9229 -0.9248922  0.1209431 -0.3604818
  92.9602 -0.9277794  0.3400717 -0.1535466
  92.9948 -0.9216708  0.3734552  0.1051389
  93.0321 -0.9244831  0.1961599  0.3268828
  93.0681 -0.9204302 -0.0615877  0.3860249
  93.1026 -0.9158908 -0.3054515  0.2604677
  93.1372 -0.9178629 -0.3968588 -0.0055440
  93.1773 -0.9131590 -0.2746906 -0.3011406
  93.2146 -0.9177122 -0.0083190 -0.3971589
  93.2505 -0.9264035  0.2358838 -0.2934884
  93.2851 -0.9238027  0.3774593 -0.0641331
  93.3197 -0.9209404  0.3417299  0.1873218
  93.3570 -0.9264762  0.1174493  0.3575578
  93.3929 -0.9266679 -0.1540267  0.3428736
  93.4275 -0.9225340 -0.3450530  0.1728279
  93.4621 -0.9228292 -0.3697470 -0.1080435
  93.4994 -0.9186158 -0.2059065 -0.3372649
  93.5388 -0.9306477  0.0689266 -0.3593662
  93.5733 -0.9313584  0.2910392 -0.2187869
  93.6134 -0.9248980  0.3772467  0.0474192
  93.6480 -0.9262817  0.2635252  0.2693634
  93.6839 -0.9306045  0.0194529  0.3655091
  93.7185 -0.9322153 -0.2329556  0.2769590
  93.7530 -0.9295487 -0.3633487  0.0625856
  93.7904 -0.9251363 -0.3106139 -0.2182703
  93.8249 -0.9265099 -0.1136094 -0.3587092
  93.8609 -0.9348906  0.1333111 -0.3289495
  93.8954 -0.9333303  0.3220155 -0.1587470
  93.9300 -0.9299377  0.3608686  0.0706384
  93.9646 -0.9325692  0.2304698  0.2778459
  94.0005 -0.9331525 -0.0109255  0.3593146
  94.0351 -0.9326284 -0.2467849  0.2632519
  94.0696 -0.9344822 -0.3550123  0.0266311
  94.1042 -0.9307615 -0.2939729 -0.2174005
  94.1446 -0.9319951 -0.0581027 -0.3577838
  94.1806 -0.9395229  0.1805572 -0.2910256
  94.2151 -0.9359001  0.3359740 -0.1058893
  94.2497 -0.9346414  0.3360527  0.1162502
  94.2842 -0.9395867  0.1751602  0.2941017
  94.3202 -0.9356635 -0.0689698  0.3460881
  94.3547 -0.9385445 -0.2770316  0.2058828
  94.3893 -0.9388348 -0.3435843 -0.0232156
  94.4266 -0.9365653 -0.2354471 -0.2596344
  94.4612 -0.9371803 -0.0218244 -0.3481621
  94.4971 -0.9433540  0.1973967 -0.2666791
  94.5344 -0.9393957  0.3388703 -0.0519869
  94.5718 -0.9404099  0.2944297  0.1701187
  94.6063 -0.9421105  0.1056298  0.3182296
  94.6423 -0.9430766 -0.1359277  0.3035295
  94.6768 -0.9417944 -0.3052817  0.1408060
  94.7114 -0.9409208 -0.3247244 -0.0960320
  94.7460 -0.9404205 -0.1914667 -0.2809800
  94.7874 -0.9438004  0.0584449 -0.3253074
  94.8220 -0.9482680  0.2528402 -0.1919885
  94.8593 -0.9432910  0.3305937  0.0301639
  94.8939 -0.9433156  0.2390753  0.2302143
  94.9326 -0.9450730  0.0142658  0.3265480
  94.9671 -0.9475211 -0.2050031  0.2453111
  95.0017 -0.9454061 -0.3215368  0.0531167
  95.0363 -0.9428966 -0.2826672 -0.1761969
  95.0708 -0.9445305 -0.1104942 -0.3092785
  95.1068 -0.9494899  0.1089005 -0.2942950
  95.1413 -0.9493076  0.2783166 -0.1461335
  95.1786 -0.9446747  0.3172077  0.0834809
  95.2198 -0.9478785  0.1589041  0.2761808
  95.2557 -0.9449022 -0.0660702  0.3206158
  95.2903 -0.9478652 -0.2521707  0.1948369
  95.3248 -0.9494502 -0.3132864 -0.0199007
  95.3625 -0.9471724 -0.2105189 -0.2419633
  95.4026 -0.9510290  0.0172573 -0.3086195
  95.4385 -0.9539827  0.2117122 -0.2123555
  95.4786 -0.9492527  0.3145053  0.0024069
  95.5132 -0.9504144  0.2422838  0.1949640
