#    Time  Long.axis      Spin1      Spin2
 257.8091 -0.9362382  0.2552757  0.2414379
 257.8451 -0.9376875  0.0358133  0.3456292
 257.8796 -0.9374694 -0.2046968  0.2815143
 257.9142 -0.9380083 -0.3369797  0.0811488
 257.9488 -0.9369149 -0.3069178 -0.1673079
 257.9833 -0.9373705 -0.1385592 -0.3195902
 258.0193 -0.9456979  0.0929372 -0.3114773
 258.0538 -0.9437415  0.2853524 -0.1671108
 258.0884 -0.9397015  0.3394712  0.0414774
 258.1229 -0.9408091  0.2372518  0.2420533
 258.1589 -0.9436048  0.0207827  0.3304210
 258.1935 -0.9425494 -0.2017024  0.2663022
 258.2280 -0.9434226 -0.3249733  0.0659248
 258.2626 -0.9409042 -0.2949095 -0.1665162
 258.2971 -0.9420168 -0.1265409 -0.3107922
 258.3331 -0.9472626  0.1049692 -0.3027789
 258.3676 -0.9470147  0.2793558 -0.1585041
 258.4022 -0.9420316  0.3304711  0.0580117
 258.4367 -0.9436764  0.2252389  0.2423681
 258.4727 -0.9465204  0.0087571  0.3225251
 258.5072 -0.9482870 -0.2047210  0.2425717
 258.5418 -0.9474290 -0.3159721  0.0503983
 258.5764 -0.9473498 -0.2739170 -0.1658246
 258.6109 -0.9471337 -0.1086203 -0.3018929
 258.6469 -0.9528759  0.1018182 -0.2857631
 258.6814 -0.9511375  0.2701638 -0.1494956
 258.7160 -0.9491647  0.3092170  0.0589169
 258.7505 -0.9509255  0.2009717  0.2352682
 258.7865 -0.9489425 -0.0034955  0.3154298
 258.8210 -0.9494197 -0.2079654  0.2352713
 258.8556 -0.9506796 -0.3071954  0.0428862
 258.8902 -0.9493090 -0.2620932 -0.1735499
 258.9247 -0.9537035 -0.0937046 -0.2857780
 258.9607 -0.9561902  0.1137393 -0.2697474
 258.9952 -0.9526780  0.2731115 -0.1334717
 259.0298 -0.9509343  0.3001765  0.0749531
 259.0644 -0.9519680  0.1859106  0.2432984
 259.1003 -0.9513889 -0.0185686  0.3074318
 259.1349 -0.9525745 -0.2110222  0.2192519
 259.1694 -0.9524059 -0.3042437  0.0189392
 259.2040 -0.9533353 -0.2471103 -0.1734597
 259.2385 -0.9526480 -0.0787119 -0.2937110
 259.2745 -0.9586905  0.1287817 -0.2536293
 259.3090 -0.9557566  0.2731272 -0.1092286
 259.3436 -0.9521242  0.2941793  0.0831746
 259.3781 -0.9541562  0.1738924  0.2436130
 259.4141 -0.9560166 -0.0305611  0.2917162
 259.4487 -0.9560625 -0.2109967  0.2035312
 259.4832 -0.9570812 -0.2891873  0.0191407
 259.5178 -0.9563861 -0.2290432 -0.1812864
 259.5523 -0.9562602 -0.0636423 -0.2855103
 259.5883 -0.9599915  0.1348414 -0.2454263
 259.6228 -0.9591525  0.2671658 -0.0930000
 259.6574 -0.9567258  0.2762648  0.0913971
 259.6920 -0.9576812  0.1531139  0.2437272
 259.7279 -0.9579490 -0.0422165  0.2838158
 259.7625 -0.9596228 -0.2164975  0.1795908
 259.7970 -0.9583607 -0.2855198 -0.0048105
 259.8316 -0.9600275 -0.2133424 -0.1811966
 259.8661 -0.9597028 -0.0448868 -0.2774090
 259.9021 -0.9629975  0.1416160 -0.2293049
 259.9394 -0.9614981  0.2679708 -0.0609346
 259.9740 -0.9589656  0.2589499  0.1154557
 260.0113 -0.9598811  0.1055657  0.2597771
 260.0472 -0.9614719 -0.0899269  0.2597788
 260.0818 -0.9606283 -0.2402702  0.1395117
 260.1164 -0.9595952 -0.2763632 -0.0529186
 260.1509 -0.9613529 -0.1741050 -0.2132792
 260.1855 -0.9607263  0.0063537 -0.2774250
 260.2214 -0.9618619  0.1807993 -0.2052638
 260.2560 -0.9601483  0.2770468 -0.0368836
 260.2905 -0.9592568  0.2409559  0.1475352
 260.3251 -0.9616831  0.0876004  0.2597918
 260.3611 -0.9623852 -0.1018502  0.2518754
 260.3956 -0.9613017 -0.2462241  0.1235831
 260.4302 -0.9613896 -0.2642348 -0.0768766
 260.4647 -0.9603048 -0.1589630 -0.2292279
 260.4993 -0.9628101  0.0215060 -0.2693219
 260.5352 -0.9649437  0.1899459 -0.1811194
 260.5698 -0.9614581  0.2741674 -0.0207482
 260.6043 -0.9608876  0.2290508  0.1556624
 260.6389 -0.9631171  0.0696707  0.2599067
 260.6748 -0.9620018 -0.1227986  0.2438709
 260.7094 -0.9624786 -0.2491332  0.1075524
 260.7440 -0.9631767 -0.2551130 -0.0848998
 260.7785 -0.9626862 -0.1438192 -0.2292409
 260.8131 -0.9645549  0.0366976 -0.2613182
 260.8490 -0.9645619  0.1991310 -0.1731106
 260.8836 -0.9633086  0.2683548 -0.0047112
 260.9182 -0.9615430  0.2143618  0.1717094
 260.9527 -0.9621870  0.0490317  0.2679406
 260.9886 -0.9624347 -0.1343116  0.2359657
 261.0232 -0.9627265 -0.2544866  0.0916202
 261.0578 -0.9625331 -0.2483967 -0.1087621
 261.0923 -0.9630377 -0.1280721 -0.2369724
 261.1283 -0.9639059  0.0524174 -0.2610322
 261.1628 -0.9652838  0.2088436 -0.1568809
 261.1974 -0.9629393  0.2690090  0.0195476
 261.2323 -0.9631637  0.1999343  0.1798388
 261.2682 -0.9628100  0.0345948  0.2679555
 261.3028 -0.9636237 -0.1518421  0.2199394
 261.3374 -0.9632342 -0.2600284  0.0675661
 261.3719 -0.9622112 -0.2420178 -0.1248076
 261.4065 -0.9608687 -0.1127368 -0.2530252
 261.4424 -0.9664846  0.0766750 -0.2450069
 261.4770 -0.9641134  0.2299889 -0.1326293
 261.5115 -0.9590197  0.2810574  0.0358893
 261.5523 -0.9610407  0.1667404  0.2204503
 261.5883 -0.9630856 -0.0167719  0.2686724
 261.6228 -0.9610670 -0.1942696  0.1964930
 261.6574 -0.9627966 -0.2694821  0.0200504
 261.6923 -0.9619229 -0.2183398 -0.1644145
 261.7272 -0.9614278 -0.0588912 -0.2686790
 261.7632 -0.9639409  0.1216190 -0.2366997
 261.7977 -0.9635148  0.2539949 -0.0844144
 261.8323 -0.9595610  0.2660306  0.0920343
 261.8730 -0.9627781  0.1156042  0.2443237
 261.9090 -0.9579843 -0.0769446  0.2763071
 261.9435 -0.9617824 -0.2303839  0.1479796
 261.9781 -0.9602657 -0.2755146 -0.0445145
 262.0161 -0.9584313 -0.1702140 -0.2289903
 262.0507 -0.9607442  0.0133133 -0.2771161
 262.0866 -0.9616715  0.1908255 -0.1969100
 262.1212 -0.9589880  0.2810876 -0.0364947
 262.1557 -0.9589307  0.2419759  0.1479851
 262.1962 -0.9596344  0.0524272  0.2763209
 262.2321 -0.9606463 -0.1461503  0.2362178
 262.2667 -0.9601827 -0.2665021  0.0838197
 262.3012 -0.9585186 -0.2634949 -0.1086855
 262.3396 -0.9564511 -0.1130561 -0.2691088
 262.3755 -0.9600664  0.0764995 -0.2691104
 262.4101 -0.9607521  0.2389777 -0.1408727
 262.4447 -0.9563251  0.2901299  0.0355944
 262.4792 -0.9583640  0.1998651  0.2039420
 262.5242 -0.9580308 -0.0378370  0.2841574
 262.5587 -0.9559132 -0.2183727  0.1963245
 262.5933 -0.9559194 -0.2935976  0.0043115
 262.6278 -0.9555197 -0.2274022 -0.1878040
 262.6672 -0.9563405 -0.0197841 -0.2915844
 262.7032 -0.9589070  0.1697828 -0.2273129
 262.7377 -0.9560799  0.2871355 -0.0588591
 262.7723 -0.9537970  0.2690830  0.1336620
 262.8138 -0.9570137  0.0825234  0.2780550
 262.8497 -0.9523832 -0.1251023  0.2780568
 262.8843 -0.9539031 -0.2725487  0.1256427
 262.9188 -0.9532314 -0.2906426 -0.0829267
 262.9534 -0.9532964 -0.1674205 -0.2513887
 262.9931 -0.9549537  0.0550675 -0.2916008
 263.0277 -0.9565728  0.2355050 -0.1717728
 263.0623 -0.9514447  0.3075764  0.0122337
 263.0968 -0.9502015  0.2353573  0.2042646
 263.1411 -0.9487643 -0.0023698  0.3159757
 263.1756 -0.9495111 -0.2069984  0.2357547
 263.2102 -0.9509517 -0.3063052  0.0432203
 263.2447 -0.9480946 -0.2611678 -0.1814059
 263.2831 -0.9509198 -0.0685744 -0.3017435
 263.3190 -0.9550685  0.1390681 -0.2617332
 263.3536 -0.9499724  0.2925449 -0.1094071
 263.3882 -0.9463349  0.3075934  0.0991790
 263.4227 -0.9497127  0.1751829  0.2595316
 263.4632 -0.9461909 -0.0715859  0.3155918
 263.4977 -0.9477834 -0.2581696  0.1872302
 263.5323 -0.9475145 -0.3183596 -0.0293834
 263.5668 -0.9460981 -0.2280782 -0.2299538
 263.6055 -0.9480061 -0.0053794 -0.3182068
 263.6415 -0.9506098  0.1992653 -0.2379796
 263.6760 -0.9467982  0.3196464 -0.0374070
 263.7106 -0.9422459  0.2924874  0.1631679
 263.7451 -0.9471437  0.1148137  0.2995607
 263.7849 -0.9460989 -0.1410729  0.2915397
 263.8195 -0.9437069 -0.3037034  0.1310783
 263.8540 -0.9431824 -0.3188284 -0.0935706
 263.8886 -0.9422671 -0.1865204 -0.2781058
 263.9297 -0.9459088  0.0631646 -0.3182243
 263.9643 -0.9462850  0.2617263 -0.1898525
 263.9988 -0.9402732  0.3399038  0.0187547
 264.0334 -0.9423747  0.2526251  0.2193409
 264.0728 -0.9401510  0.0268992  0.3396948
 264.1074 -0.9392189 -0.2048489  0.2755084
 264.1419 -0.9388298 -0.3342686  0.0828435
 264.1765 -0.9370804 -0.3071828 -0.1658886
 264.2110 -0.9354636 -0.1356277 -0.3263632
 264.2508 -0.9447885  0.1262230 -0.3023944
 264.2853 -0.9408458  0.3038023 -0.1500447
 264.3199 -0.9341732  0.3489514  0.0745213
 264.3545 -0.9346081  0.2255499  0.2750182
 264.3963 -0.9362380 -0.0543656  0.3471351
 264.4308 -0.9354863 -0.2710772  0.2266772
 264.4654 -0.9347292 -0.3553558  0.0019057
 264.4999 -0.9315800 -0.2740902 -0.2388162
 264.5400 -0.9359650 -0.0242676 -0.3512557
 264.5760 -0.9399439  0.2074985 -0.2710162
 264.6105 -0.9322154  0.3549881 -0.0704125
 264.6451 -0.9270869  0.3339203  0.1703149
 264.6797 -0.9283087  0.1533220  0.3387259
 264.7229 -0.9278153 -0.1567094  0.3385277
 264.7574 -0.9298372 -0.3343027  0.1537677
 264.7920 -0.9301424 -0.3523650 -0.1033148
 264.8265 -0.9276448 -0.2048733 -0.3122533
 264.8656 -0.9343544  0.0509835 -0.3526790
 264.9029 -0.9353987  0.2857727 -0.2082384
 264.9375 -0.9284435  0.3700580  0.0323995
 264.9720 -0.9272015  0.2797557  0.2490664
 265.0139 -0.9260608  0.0028220  0.3773637
 265.0512 -0.9232409 -0.2620745  0.2809682
 265.0858 -0.9255621 -0.3764637  0.0401242
 265.1203 -0.9245991 -0.3132512 -0.2167722
 265.1549 -0.9225699 -0.1115670 -0.3693474
 265.1908 -0.9263469  0.1503246 -0.3453750
 265.2254 -0.9270036  0.3459932 -0.1447513
 265.2599 -0.9199318  0.3820810  0.0879748
 265.2945 -0.9215838  0.2405611  0.3046533
 265.3322 -0.9222349 -0.0364626  0.3849068
 265.3667 -0.9194594 -0.2833860  0.2725561
 265.4013 -0.9197439 -0.3917982  0.0237748
 265.4358 -0.9194930 -0.3105202 -0.2410598
 265.4704 -0.9182257 -0.0907633 -0.3855173
 265.5063 -0.9267785  0.1651210 -0.3373672
 265.5409 -0.9237375  0.3577892 -0.1367333
 265.5755 -0.9151196  0.3848852  0.1200812
 265.6100 -0.9199619  0.2254082  0.3207200
 265.6460 -0.9151022 -0.0424854  0.4009775
 265.6805 -0.9157309 -0.2952919  0.2724696
 265.7151 -0.9148894 -0.4036344  0.0075241
 265.7496 -0.9142993 -0.3192289 -0.2492985
 265.7842 -0.9112195 -0.0903540 -0.4018894
 265.8201 -0.9213239  0.1776985 -0.3458115
 265.8547 -0.9174066  0.3704895 -0.1452677
 265.8893 -0.9110450  0.3946140  0.1194854
 265.9238 -0.9127622  0.2320430  0.3361862
 265.9598 -0.9115802 -0.0479067  0.4083216
 265.9943 -0.9081809 -0.3038120  0.2879336
 266.0289 -0.9108022 -0.4121976  0.0230749
 266.0634 -0.9086856 -0.3218794 -0.2658649
 266.0980 -0.9113554 -0.0870468 -0.4023110
 266.1339 -0.9193382  0.1869278 -0.3462302
 266.1685 -0.9123462  0.3826263 -0.1456763
 266.2031 -0.9060159  0.4037037  0.1271164
 266.2376 -0.9083794  0.2381138  0.3437277
 266.2736 -0.9078250 -0.0539306  0.4158668
 266.3081 -0.9067252 -0.3158703  0.2794198
 266.3427 -0.9068292 -0.4212506  0.0144476
 266.3773 -0.9052486 -0.3309280 -0.2664802
 266.4118 -0.9034685 -0.0900620 -0.4190865
 266.4478 -0.9154140  0.1899479 -0.3548761
 266.4823 -0.9109619  0.3886295 -0.1382590
 266.5169 -0.9033862  0.4097079  0.1266210
 266.5514 -0.9062826  0.2350771  0.3512699
 266.5874 -0.9041431 -0.0569819  0.4234126
 266.6219 -0.9022864 -0.3219456  0.2867582
 266.6565 -0.9026484 -0.4303421  0.0056188
 266.6911 -0.8977586 -0.3370040 -0.2836509
 266.7256 -0.8952504 -0.0900665 -0.4363653
 266.7616 -0.9123148  0.2020014 -0.3561981
 266.7961 -0.9041797  0.4037416 -0.1394699
 266.8307 -0.8953842  0.4248588  0.1333500
 266.8652 -0.8987515  0.2412239  0.3661376
 266.9012 -0.9007207 -0.0598452  0.4302567
 266.9357 -0.8957026 -0.3338555  0.2936960
 266.9703 -0.8968948 -0.4422198  0.0046157
 267.0049 -0.8964287 -0.3398437 -0.2844678
 267.0394 -0.8951603 -0.0869092 -0.4371897
 267.0754 -0.9055505  0.2021620 -0.3729730
 267.1099 -0.9038378  0.4069233 -0.1322521
 267.1445 -0.8954240  0.4249927  0.1326542
 267.1790 -0.8948848  0.2443222  0.3734807
 267.2150 -0.8969710 -0.0628218  0.4376030
 267.2495 -0.8882440 -0.3398566  0.3090631
 267.2841 -0.8938927 -0.4482639  0.0039135
 267.3187 -0.8874276 -0.3488941 -0.3012395
 267.3532 -0.8905838 -0.0899247 -0.4458408
 267.3892 -0.9045734  0.2051831 -0.3736935
 267.4237 -0.8984728  0.4129658 -0.1490166
 267.4583 -0.8914100  0.4310360  0.1399861
 267.4929 -0.8910040  0.2473078  0.3807240
 267.5288 -0.8931267 -0.0659115  0.4449498
 267.5661 -0.8869193 -0.3640774  0.2842919
 267.6007 -0.8903018 -0.4544593 -0.0288006
 267.6352 -0.8862367 -0.3370161 -0.3178122
 267.6698 -0.8883541 -0.0659882 -0.4543926
 267.7057 -0.9019308  0.2291343 -0.3660851
 267.7403 -0.8910274  0.4339158 -0.1333689
 267.7749 -0.8859416  0.4339558  0.1636763
 267.8094 -0.8932999  0.2262394  0.3883696
 267.8454 -0.8827666 -0.0929431  0.4605266
 267.8799 -0.8859042 -0.3669184  0.2838039
 267.9145 -0.8873036 -0.4602410 -0.0295045
 267.9490 -0.8807880 -0.3427921 -0.3266590
 267.9836 -0.8879509 -0.0657279 -0.4552176
 268.0195 -0.9007148  0.2324206 -0.3670061
 268.0541 -0.8919255  0.4342003 -0.1262500
 268.0887 -0.8830066  0.4371766  0.1708097
 268.1232 -0.8901379  0.2263256  0.3955138
 268.1592 -0.8831690 -0.0929853  0.4597459
 268.1937 -0.8835675 -0.3731100  0.2830147
 268.2283 -0.8839789 -0.4665499 -0.0302085
 268.2628 -0.8792701 -0.3460837 -0.3272768
 268.2974 -0.8834416 -0.0659946 -0.4638703
 268.3333 -0.8981904  0.2412033 -0.3675254
 268.3707 -0.8851205  0.4520282 -0.1105995
 268.4052 -0.8781937  0.4369717  0.1945035
 268.4398 -0.8829569  0.2110893  0.4193189
 268.4757 -0.8796585 -0.1232208  0.4593665
 268.5103 -0.8757682 -0.3912742  0.2827271
 268.5449 -0.8816586 -0.4695842 -0.0465694
 268.5794 -0.8756324 -0.3310411 -0.3516813
 268.6140 -0.8847420 -0.0419027 -0.4641937
 268.6499 -0.8930069  0.2592863 -0.3678441
 268.6845 -0.8844856  0.4550616 -0.1029768
 268.7190 -0.8782701  0.4369925  0.1941113
 268.7536 -0.8838502  0.2080874  0.4189374
 268.7896 -0.8759854 -0.1202147  0.4671167
 268.8241 -0.8731194 -0.3973544  0.2824395
 268.8587 -0.8795351 -0.4726561 -0.0549023
 268.8932 -0.8743106 -0.3341818 -0.3519992
 268.9278 -0.8803520 -0.0421306 -0.4724462
 268.9637 -0.8953924  0.2620094 -0.3600326
 268.9983 -0.8805573  0.4607309 -0.1111119
 269.0328 -0.8739367  0.4456352  0.1940202
 269.0674 -0.8779617  0.2166816  0.4268867
 269.1033 -0.8716354 -0.1206722  0.4750683
 269.1379 -0.8741637 -0.4007993  0.2742221
 269.1725 -0.8764933 -0.4791167 -0.0469753
 269.2070 -0.8740876 -0.3345363 -0.3522164
 269.2416 -0.8756560 -0.0453707 -0.4807994
 269.2775 -0.8911412  0.2648832 -0.3683806
 269.3121 -0.8821162  0.4576648 -0.1114181
 269.3466 -0.8740294  0.4455806  0.1937280
 269.3812 -0.8788521  0.2136042  0.4266054
 269.4171 -0.8760917 -0.1208284  0.4667589
 269.4517 -0.8715697 -0.4010062  0.2820644
 269.4863 -0.8746715 -0.4824148 -0.0471783
 269.5208 -0.8683123 -0.3408399 -0.3603635
 269.5554 -0.8757799 -0.0426617 -0.4808217
 269.5913 -0.8878691  0.2645566 -0.3764282
 269.6259 -0.8791311  0.4633718 -0.1114233
 269.6605 -0.8726487  0.4482748  0.1937370
 269.6950 -0.8789315  0.2132376  0.4266252
 269.7310 -0.8756106 -0.1241853  0.4667806
 269.7655 -0.8687429 -0.4014014  0.2901081
 269.8001 -0.8740017 -0.4827761 -0.0552112
 269.8346 -0.8681660 -0.3411947 -0.3603802
 269.8692 -0.8755999 -0.0459774 -0.4808440
 269.9052 -0.8879366  0.2643053 -0.3764457
 269.9397 -0.8792580  0.4631297 -0.1114285
 269.9743 -0.8711988  0.4510821  0.1937460
 270.0088 -0.8813331  0.2191218  0.4186140
 270.0448 -0.8716723 -0.1213291  0.4748332
 270.0793 -0.8727179 -0.3984827  0.2820905
 270.1139 -0.8739684 -0.4828360 -0.0552137
 270.1484 -0.8714289 -0.3412480 -0.3523656
 270.1830 -0.8754221 -0.0490297 -0.4808661
 270.2189 -0.8861213  0.2703049 -0.3764629
 270.2535 -0.8776727  0.4661258 -0.1114336
 270.2881 -0.8696394  0.4540776  0.1937548
 270.3226 -0.8767133  0.2221067  0.4266643
 270.3586 -0.8672364 -0.1213346  0.4828861
 270.3931 -0.8713235 -0.4015134  0.2821033
 270.4277 -0.8744266 -0.4828579 -0.0471848
 270.4622 -0.8669350 -0.3442761 -0.3604131
 270.4968 -0.8754100 -0.0490319 -0.4808879
 270.5327 -0.8912777  0.2643293 -0.3684483
 270.5673 -0.8792345  0.4631718 -0.1114386
 270.6019 -0.8693484  0.4511231  0.2017953
 270.6364 -0.8813101  0.2191417  0.4186519
 270.6724 -0.8724699 -0.1152769  0.4748763
 270.7069 -0.8700730 -0.3984811  0.2901478
 270.7415 -0.8744352 -0.4828421 -0.0471869
 270.7761 -0.8757932 -0.3382284 -0.3443657
 270.8106 -0.8752262 -0.0520093 -0.4809097
 270.8466 -0.8887955  0.2613285 -0.3764970
 270.8811 -0.8808035  0.4601799 -0.1114437
 270.9157 -0.8712002  0.4510682  0.1937724
 270.9502 -0.8851069  0.2190010  0.4106389
 270.9862 -0.8763448 -0.1185587  0.4668657
 271.0207 -0.8712801 -0.3958252  0.2901610
 271.0553 -0.8758530 -0.4802652 -0.0471890
 271.0898 -0.8712438 -0.3416709 -0.3524134
 271.1244 -0.8751895 -0.0524259 -0.4809312
 271.1604 -0.8931832  0.2579129 -0.3683811
 271.1949 -0.8815365  0.4567731 -0.1193806
 271.2295 -0.8746384  0.4477363  0.1858490
 271.2640 -0.8812949  0.2187471  0.4188903
 271.3000 -0.8769962 -0.1127261  0.4670872
 271.3345 -0.8711496 -0.3959557  0.2903746
 271.3691 -0.8774771 -0.4773110 -0.0469903
 271.4037 -0.8724737 -0.3387106 -0.3522282
 271.4382 -0.8796499 -0.0524659 -0.4727191
 271.4742 -0.8932146  0.2579243 -0.3682970
 271.5087 -0.8830937  0.4537802 -0.1192854
 271.5433 -0.8746052  0.4477561  0.1859577
 271.5779 -0.8850573  0.2187567  0.4108761
 271.6138 -0.8812161 -0.1127311  0.4590750
 271.6483 -0.8751333 -0.3929600  0.2823546
 271.6829 -0.8794906 -0.4743189 -0.0389595
 271.7175 -0.8788208 -0.3386125 -0.3361779
 271.7520 -0.8796520 -0.0522423 -0.4727400
 271.7880 -0.8981533  0.2521728 -0.3601799
 271.8225 -0.8879902  0.4481504 -0.1031242
 271.8571 -0.8804127  0.4361370  0.1861667
 271.8917 -0.8899581  0.2131541  0.4031624
 271.9276 -0.8848602 -0.1152974  0.4513634
 271.9622 -0.8817679 -0.3834853  0.2746351
 271.9967 -0.8829560 -0.4678612 -0.0386600
 272.0313 -0.8771155 -0.3352374 -0.3439248
 272.0658 -0.8842591 -0.0489298 -0.4644262
 272.1018 -0.8989919  0.2494341 -0.3599948
 272.1363 -0.8874300  0.4453449 -0.1188943
 272.1709 -0.8817715  0.4332933  0.1863757
 272.2054 -0.8891386  0.2163275  0.4032803
 272.2414 -0.8855815 -0.1091248  0.4514834
 272.2760 -0.8817599 -0.3833512  0.2748478
 272.3105 -0.8862000 -0.4617037 -0.0384608
 272.3451 -0.8814873 -0.3320877 -0.3357052
 272.3796 -0.8842414 -0.0518324 -0.4641450
 272.4156 -0.8991225  0.2495202 -0.3596087
 272.4501 -0.8919346  0.4363611 -0.1184977
 272.4847 -0.8847545  0.4303737  0.1788520
 272.5193 -0.8938392  0.2103850  0.3959668
 272.5552 -0.8892798 -0.1090542  0.4441719
 272.5898 -0.8854383 -0.3742516  0.2755626
 272.6243 -0.8893727 -0.4556210 -0.0377595
 272.6589 -0.8870721 -0.3259618 -0.3268823
 272.6935 -0.8931746 -0.0455814 -0.4473940
 272.7294 -0.9041224  0.2438050 -0.3508871
 272.7639 -0.8967290  0.4307293 -0.1017316
 272.7985 -0.8873285  0.4247416  0.1795627
 272.8331 -0.8983915  0.2047434  0.3885523
 272.8690 -0.8929399 -0.1086822  0.4368599
 272.9036 -0.8903796 -0.3678636  0.2681428
 272.9381 -0.8922881 -0.4491988 -0.0451928
 272.9727 -0.8866085 -0.3196092 -0.3343281
 273.0072 -0.8934799 -0.0453196 -0.4468107
 273.0432 -0.9019037  0.2410277 -0.3584345
 273.0778 -0.8986052  0.4249085 -0.1093687
 273.1123 -0.8944398  0.4128552  0.1718372
 273.1469 -0.8989432  0.2018890  0.3887697
 273.1828 -0.8967869 -0.1085361  0.4289443
 273.2174 -0.8952127 -0.3617007  0.2603205
 273.2519 -0.8953588 -0.4430770 -0.0448934
 273.2865 -0.8918428 -0.3134819 -0.3261066
 273.3210 -0.8977416 -0.0422323 -0.4384934
 273.3570 -0.9082585  0.2410755 -0.3419783
 273.3915 -0.9024280  0.4188985 -0.1007359
 273.4261 -0.8970192  0.4069200  0.1725475
 273.4607 -0.9059765  0.1990342  0.3736202
 273.4966 -0.9004491 -0.1052629  0.4220322
 273.5312 -0.8985060 -0.3583628  0.2535017
 273.5657 -0.9014956 -0.4305875 -0.0435896
 273.6003 -0.8985683 -0.3040009 -0.3164783
 273.6349 -0.9024473 -0.0417820 -0.4287694
 273.6708 -0.9124963  0.2385237 -0.3323506
 273.7054 -0.9065237  0.4103260 -0.0992336
 273.7399 -0.9032622  0.3922435  0.1739609
 273.7745 -0.9073474  0.1903017  0.3748412
 273.8104 -0.9073262 -0.1050790  0.4070843
 273.8450 -0.9062201 -0.3492225  0.2383458
 273.8795 -0.9053737 -0.4215632 -0.0508232
 273.9141 -0.9007652 -0.2979477 -0.3159894
 273.9487 -0.9101754 -0.0386565 -0.4124153
 273.9846 -0.9177885  0.2296419 -0.3239273
 274.0192 -0.9126471  0.3985125 -0.0909010
 274.0537 -0.9056935  0.3864575  0.1742695
 274.0883 -0.9077951  0.1875215  0.3751582
 274.1242 -0.9072541 -0.1048573  0.4073021
 274.1588 -0.9085449 -0.3429824  0.2385566
 274.1934 -0.9114065 -0.4092975 -0.0425888
 274.2279 -0.9075502 -0.2857145 -0.3077659
 274.2625 -0.9140944 -0.0325165 -0.4041956
 274.2984 -0.9225898  0.2327410 -0.3076682
 274.3330 -0.9139799  0.3955145 -0.0906033
 274.3675 -0.9109207  0.3774304  0.1666426
 274.4021 -0.9164576  0.1754718  0.3596040
 274.4380 -0.9136830 -0.1078759  0.3918497
 274.4726 -0.9127049 -0.3369677  0.2311331
 274.5071 -0.9154297 -0.4002711 -0.0420883
 274.5417 -0.9131708 -0.2767207 -0.2992402
 274.5763 -0.9179134 -0.0296165 -0.3956739
 274.6122 -0.9235431  0.2295854 -0.3071786
 274.6468 -0.9187312  0.3862613 -0.0820687
 274.6813 -0.9143310  0.3651619  0.1750873
 274.7159 -0.9236140  0.1692240  0.3439482
 274.7518 -0.9168857 -0.1081064  0.3842313
 274.7864 -0.9197174 -0.3281642  0.2154719
 274.8210 -0.9209228 -0.3854411 -0.0577608
 274.8555 -0.9159314 -0.2678769 -0.2988506
 274.8901 -0.9250771 -0.0206872 -0.3792155
 274.9260 -0.9285134  0.2204758 -0.2987529
 274.9606 -0.9237371  0.3742189 -0.0816702
 274.9979 -0.9214053  0.3380459  0.1916698
 275.0325 -0.9258660  0.1360706  0.3525011
 275.0684 -0.9237115 -0.1292130  0.3606397
 275.1030 -0.9254614 -0.3311922  0.1839371
 275.1375 -0.9259874 -0.3703837 -0.0732336
 275.1721 -0.9225764 -0.2347268 -0.3061962
 275.2066 -0.9256247  0.0034292 -0.3784272
 275.2426 -0.9348022  0.2355580 -0.2658144
 275.2772 -0.9284673  0.3682046 -0.0487228
 275.3117 -0.9272022  0.3260006  0.1844443
 275.3463 -0.9272462  0.1240172  0.3533188
 275.3822 -0.9286646 -0.1352476  0.3453840
 275.4168 -0.9289961 -0.3251759  0.1767112
 275.4513 -0.9289585 -0.3613542 -0.0803693
 275.4859 -0.9309998 -0.2226772 -0.2892303
 275.5204 -0.9322991  0.0094588 -0.3615645
 275.5564 -0.9394325  0.2355673 -0.2489472
 275.5909 -0.9320340  0.3591749 -0.0480215
 275.6255 -0.9301872  0.3169691  0.1851549
 275.6601 -0.9341466  0.1149777  0.3378614
 275.6960 -0.9314265 -0.1352529  0.3378629
 275.7306 -0.9328817 -0.3221740  0.1610457
 275.7651 -0.9346886 -0.3463319 -0.0800711
 275.7997 -0.9306200 -0.2137545 -0.2970781
 275.8343 -0.9353154  0.0183154 -0.3533407
 275.8702 -0.9409052  0.2383278 -0.2406184
 275.9048 -0.9362945  0.3498052 -0.0314463
 275.9393 -0.9361716  0.2985153  0.1856646
 275.9739 -0.9375256  0.1085755  0.3305406
 276.0098 -0.9358723 -0.1416651  0.3226051
 276.0444 -0.9370411 -0.3135187  0.1538183
 276.0817 -0.9388066 -0.3285951 -0.1032828
 276.1163 -0.9372955 -0.1838768 -0.2960852
 276.1508 -0.9408158  0.0422478 -0.3362747
 276.1868 -0.9461883  0.2412392 -0.2157111
 276.2213 -0.9412221  0.3377212 -0.0067316
 276.2559 -0.9400815  0.2683766  0.2102874
 276.2904 -0.9409003  0.0723991  0.3308550
 276.3264 -0.9433922 -0.1597610  0.2906674
 276.3610 -0.9427299 -0.3135309  0.1138360
 276.3955 -0.9420584 -0.3135323 -0.1192620
 276.4301 -0.9401226 -0.1688084 -0.2960967
 276.4660 -0.9462640  0.0452645 -0.3202118
 276.5006 -0.9505907  0.2442636 -0.1916054
 276.5351 -0.9454814  0.3256736  0.0013062
 276.5697 -0.9452333  0.2561756  0.2022575
 276.6042 -0.9472576  0.0600773  0.3147916
